Rack:Tube,Solution Label,Timestamp,Al 237.312 nm ppm,Al 308.215 nm ppm,Ca 315.887 nm ppm,Ca 422.673 nm ppm,Fe 238.204 nm ppm,Fe 259.940 nm ppm,K 766.491 nm ppm,K 769.897 nm ppm,Mg 279.553 nm ppm,Mg 280.270 nm ppm,Mn 257.610 nm ppm,Mn 293.931 nm ppm,Na 588.995 nm ppm,Na 589.592 nm ppm,P 213.618 nm ppm,P 214.914 nm ppm,Ti 334.941 nm ppm,Ti 336.122 nm ppm,Al 237.312 nm c/s,Al 308.215 nm c/s,Ca 315.887 nm c/s,Ca 422.673 nm c/s,Fe 238.204 nm c/s,Fe 259.940 nm c/s,K 766.491 nm c/s,K 769.897 nm c/s,Mg 279.553 nm c/s,Mg 280.270 nm c/s,Mn 257.610 nm c/s,Mn 293.931 nm c/s,Na 588.995 nm c/s,Na 589.592 nm c/s,P 213.618 nm c/s,P 214.914 nm c/s,Ti 334.941 nm c/s,Ti 336.122 nm c/s
01:08,MCS 579,28-04-2025 14:11,74354.02,74733.87,1161.25,1184.33,33594.57,33610.01,24343.32,23932.03,6716.9,6703.91,581.95,583.88,3895.13,3892.53,410.02,431.89,4322.65,4334.51,88364.09,211616.2,7594.61,90519.58,1012743.08,718647.33,344254.62,319989.57,3069071.95,858226.28,73340.28,11873.42,555554.8,266496.57,357.75,139.37,529783.03,361483.09
01:09,MCS 580,28-04-2025 14:13,107292.32,108713.99,1420.1,1461,49281.96,49294.41,36438.01,36507.86,9762.07,9860.59,688.69,692.94,3902.78,3878.33,775.95,835.58,6234.59,6225.42,122346.6,295042.08,8910.53,107113.98,1425547.64,1011355.7,494378.9,460862.06,4279979.89,1211252.31,83273,13520.37,534896.65,254790.08,642.93,258.31,733156.04,498139.19
01:10,MCS 581,28-04-2025 14:15,96179.07,97051.76,1098.38,1127.36,45998.07,46038.86,31762.77,31304.4,9256.05,9284.79,536.64,538.76,4000.53,4000.23,444.12,473.29,5530.64,5549.29,100606.38,241765.61,6324.08,75872.31,1220529.23,866457.92,395341.47,365961.52,3722557.12,1046214.73,59538.44,9644.25,504143.83,241074.66,341.46,134.45,596612.38,407335.08
01:11,MCS 582,28-04-2025 14:17,80696.34,80860.21,1422.08,1432.54,40394.95,40432.21,26793.32,26278.44,8558.75,8550.97,572.7,574.84,2958.29,2895.84,328.89,383.08,4844.73,4828.6,78495.1,187501.32,7612.26,89617.99,996709.22,707597.11,310141.29,289229.44,3200804.59,895981.42,59084.61,9568.77,352891.94,162334.89,237.7,101.31,485999.9,329603.47
01:12,MCS 583,28-04-2025 14:19,87432.98,88045.13,1810.07,1847.09,40220.72,40311.92,26630.32,26164.08,7807.72,7810.35,474.72,477.65,5210.5,5257.41,556.29,605.39,4838.15,4858.45,97862.42,234713.05,11145.98,132875.94,1141966.34,811805.62,354686.43,329003.46,3359969,941706.48,56359.45,9149.47,694754.86,338961.37,454.86,183.83,558465.63,381604.49
01:13,MCS 584,28-04-2025 14:21,89328.6,89845.02,1343.38,1374.64,42718.48,42804.1,29044.83,28653.49,8185.78,8205.79,311.48,312.8,3409.24,3405.37,485.63,550.79,5164.76,5185.07,102438.54,245352.9,8477.03,101360.64,1242661.73,883154.36,396324.57,367172.16,3609147.55,1013673.94,37906.36,6140.66,472312.85,224998.81,407.7,171.39,610793.17,417249.41
S1:8,QC MES 5 ppm,28-04-2025 14:23,4.88,4.88,4.49,4.57,4.85,4.86,5.39,5.28,4.47,4.65,4.74,4.84,4.93,4.99,4.88,4.85,4.77,4.77,20755.69,50053.73,104939.8,1248302.29,523281.92,371767.83,272579.44,255893.15,7301381.34,2128310.79,2136128.76,351862.13,2443362.57,1222124.92,14893.41,5581.29,2092863.14,1422022.02
S1:9,SJS-Std,28-04-2025 14:25,79902.62,79095.32,19638.09,19314.47,37423.55,37304.45,24094.32,23652.63,15522.25,15440.94,577.47,574.94,13169.81,13129.34,690.3,794.59,3535.5,3523.32,33907.19,80490.68,45815.86,526128.56,402778.34,284788.08,121746.98,123411.54,2532067.92,705719.41,26018.59,4177.51,666472.51,320876.51,218.31,91.71,154773.31,104970.04
01:14,MCS 585,28-04-2025 14:27,72715.35,72866.79,2380.41,2394.61,29655.17,29715.29,22392.42,21927,5931.98,5898.44,283.42,284.09,4936.82,4925.34,850.86,920.4,3649.82,3637.25,77499.34,185142.86,13955.28,163982.18,801726.37,569805.39,284012.06,265818.43,2430721.2,677191.44,32063.59,5183.88,628736.37,302383.88,658.69,265.91,401182.09,272052.76
01:15,MCS 586,28-04-2025 14:29,88223.49,88950.86,1038.97,1071.78,46916.5,46984.58,28219.15,27838.37,9012.33,9063.86,686.1,686.94,3223.12,3223.81,411.7,480.79,5276.66,5305.52,102300.36,245621.11,6630.86,79950.79,1380009.79,980222.73,389358.06,360994.02,4017910.96,1132163.16,84358.95,13629.34,452389.57,215387.03,350.66,151.34,630986.98,431703.4
01:16,MCS 587,28-04-2025 14:31,97012.67,98094.75,853.55,947.17,46014.17,46025.78,35008.44,34725.15,9140.58,9179.7,596.24,598.54,3140.4,3136.29,371.19,442.25,5634.86,5661.82,107811.01,259551.58,5222.39,67743.7,1297156.44,920270.54,462907.32,428389.59,3905540.33,1098926.73,70269.04,11382.18,423759.14,200832.17,304.12,133.47,645783.56,441524.97
01:17,MCS 588,28-04-2025 14:33,85318.4,85932.42,1415.3,1457.29,38465.77,38429.99,28658.93,28206.8,7981,7988.07,449.09,451.43,3862.81,3864.73,335.84,406.06,4861.19,4882.31,96084.7,230509.08,8770.39,105519.49,1098874.97,778681.51,384046.3,355501.97,3455715.42,969073.49,53649.11,8700.73,523299.7,250748.8,279.53,124.23,564584.89,385842.49
01:18,MCS 589,28-04-2025 14:35,81035.09,81208.42,1203.03,1220.3,39519,39463.76,24066.03,23605.71,7512.56,7498.89,843.72,845.19,3797.61,3784.7,448.15,519.8,4527.14,4519.65,86491.08,206538.79,7066.65,83778.5,1069945.05,757827.21,305671.75,285317.87,3082849.2,862176.85,95477.4,15434.2,488933.11,232731.24,351.33,150.6,498314.15,338521.43
01:19,MCS 590,28-04-2025 14:37,61464.82,61407.75,2004.12,2006.87,25757.72,25712.52,18597.54,18183.26,4534.95,4493.39,517.81,519.68,4862.32,4821.24,364.56,409.24,2471.95,2464.23,68676.48,163669.43,12318.08,144096.07,730022.58,516887.95,247303,233210.28,1948115.49,540827.77,61360.31,9936.15,648535.24,310296.87,300.4,124.21,284879.02,193253.34
01:20,MCS 591,28-04-2025 14:39,91831.19,92559.19,1323.73,1360.35,45914.43,45960.73,29045.84,28650.84,8795.29,8827.96,258.91,258.72,3542.89,3573.72,267.02,326.22,5151.3,5198.11,106404.13,255360.74,8440.03,101350.95,1349530.75,958150.34,400462.03,370792.13,3918236.03,1101877.59,31846.32,5132.67,494939.84,238570.16,230.16,102.77,615541.75,422651.18
01:21,MCS 592,28-04-2025 14:41,63293.64,63224.04,2298.71,2297.98,30912.54,30841.09,17516.43,17127.2,5498.2,5463.3,210.95,212.05,4560.47,4530.06,489.59,528.68,3380.16,3368.35,72113.09,171788.59,14405.93,168218.96,893382.18,632195.43,237523.48,224636.31,2408431.56,670512.66,25523.98,4137.35,621131.08,297309.29,408.33,163.47,397178.93,269324.7
01:22,MCS 593,28-04-2025 14:43,79945.3,80559.72,1385.85,1416.01,36747.59,36822.84,26705.66,26270.08,7104.1,7097.66,773.21,778.07,4454.22,4462.81,437.35,499.62,4204.33,4211.37,93530.35,224511.72,8921.25,106510.59,1090559.89,775092.88,371774.49,344478.3,3195494.3,894495.89,95910.73,15574.44,622907.9,300766.69,375.25,158.65,507270.77,345754.27
01:23,MCS 594,28-04-2025 14:45,72677.18,72672.35,1963.7,1972.8,29867.62,29831.94,20999.39,20541.16,6703.62,6672.8,214.25,213.72,4140.06,4125.34,472.45,534.73,4374.94,4358.01,76415.34,182175.17,11358.53,133311.51,796592.61,564336.62,262767.59,246894.42,2709900.21,755767.41,23926.72,3848.67,523603.82,249884.89,364.54,152.61,474388.38,321554.54
S1:8,QC MES 5 ppm,28-04-2025 14:47,4.91,4.89,4.5,4.58,4.82,4.88,5.39,5.28,4.47,4.65,4.75,4.86,4.92,5,4.88,4.85,4.8,4.79,20881.23,50193.97,105072.51,1250396.14,520289.39,372933.72,272666.78,255863.72,7300732.46,2127427.31,2140832.65,353041.38,2440614.26,1223214.28,14904.9,5575.45,2104638.26,1429594.7
S1:9,SJS-Std,28-04-2025 14:49,79806.16,79103.18,19619.13,19313.98,37377.26,37274.48,24020.99,23534.54,15517.14,15413.77,575.5,576.33,13042.87,13137.43,640.43,790.24,3539.66,3525.99,33866.27,80498.59,45771.64,526115.32,402280.22,284559.34,121376.94,122876.41,2531234.64,704477.89,25930.05,4187.58,660240.38,321074.04,203.13,91.21,154955.66,105049.32
01:24,MCS 595,28-04-2025 14:51,79496.36,79878.41,1724.6,1744.05,38766.66,38783.03,24089.26,23623.37,6888.34,6860.86,725.86,728.63,5438.51,5467.51,634.01,700.44,4131.41,4114.91,85836.18,205524.43,10244.99,121046.33,1061789.84,753421.81,309525.36,288652.69,2859595.36,798002.29,83103.56,13461.24,699397.2,340050.26,499.27,205.12,460054.8,311801.04
01:25,MCS 596,28-04-2025 14:53,67769.06,67872,2199.89,2229.31,28631.09,28684.22,23964.63,23543.2,5252.49,5216.47,264.72,265.24,5783.76,5756.73,548.97,572.14,3168.76,3157.42,81403.11,194318,14535.11,172048.37,872375.05,619908.73,342535.55,318259.88,2425724.92,674980.56,33749.94,5454.52,823791.49,398275.14,481.22,186.44,392556.63,266168.2
01:26,MCS 597,28-04-2025 14:54,90740.85,91499.85,1652.14,1690.09,43823.05,43840.02,26365.11,25908.61,7415.49,7415.11,349.94,351.53,4270.42,4301.7,560.37,602,5057.03,5106.09,106588.77,255912.96,10677.13,127604.16,1305800.61,926527.94,368520.99,341272.45,3349058.29,938285.17,43614.1,7067.86,600366.63,291087.79,480.39,191.83,612599.64,420887.42
01:27,MCS 598,28-04-2025 14:56,89720.34,90269.19,1075.54,1097.16,47238.22,47243.54,25152.25,24646.4,9033.45,9043.78,529.7,532.92,3152.94,3130.74,467,520.24,5416.97,5426,94219.43,225809.07,6216.98,74133.83,1258356.07,892619.58,314323.73,292660.46,3647296.81,1023059.04,59000.12,9577.33,403052.65,189449.9,360.01,148.31,586646.44,399850.88
01:28,MCS 599,28-04-2025 14:58,93254.89,94066.97,1229.48,1260.95,48026.22,48039.98,30215.64,29828.97,9370.07,9415.54,308.78,310.29,3075.46,3093.38,481.49,548.14,5711.31,5760.68,106578.79,255975.96,7732.7,92679.38,1392332.01,987824.95,410899.68,380332.84,4117313.51,1159173.04,37451.72,6070.74,426641.5,203708.51,402.96,169.99,673132.31,461990.08
01:29,MCS 600,28-04-2025 15:00,83670.68,84502.43,2837.5,2907.63,41342.61,41379.35,31312.76,30968.89,10945.01,11159.77,401.35,403.8,6834.61,6803.99,391.64,451.26,4772.78,4764.12,96282.42,231608.64,17959.15,214930.08,1206794.53,856709.39,428734.68,396841.04,4842342.58,1383328.35,48996.03,7952.77,929962.67,450944.95,331.5,141,566394.87,384707.34
01:30,MCS 601,28-04-2025 15:02,77211.78,77705.2,1319.36,1343.65,32250.5,32284.36,25874.99,25435.62,6212.25,6183.28,579.38,583.38,4225.06,4211.12,350.6,387.73,3880.97,3867.21,91355.33,219029.35,8589.65,102219.28,967938.01,687259.68,364292.22,337650.18,2825979.79,788089.6,72695.43,11810.92,598361.43,287024.63,305.78,124.62,473564.82,321100.3
01:31,MCS 602,28-04-2025 15:04,94157.09,94997.42,1419.82,1465.59,44502.65,44527.99,29422.31,29005.32,8875.04,8892.03,309.85,311.74,4672.47,4666.2,525.72,563.52,5380.15,5410.01,104481.97,251009.97,8669.35,104564.72,1252677.35,888997.27,388488.94,359987.39,3786436.21,1062903.79,36490.16,5921.94,619872.45,298277.35,426.69,169.69,615678.25,421264.26
01:32,MCS 603,28-04-2025 15:06,91506.68,92471.05,1658.72,1696.9,41223.18,41195.94,28142.6,27762.38,7926.49,7930.53,282.44,283.03,4564.47,4565.22,455.09,507.24,5184.51,5200.9,109038.63,262338.38,10874.17,129962.66,1246051.19,883207.8,399027.27,369553.11,3631470.71,1017976.1,35719.34,5773.79,649283.05,313363.19,397.22,164.03,637096.78,434883.51
01:33,MCS 604,28-04-2025 15:08,72311.86,73101.27,3118.8,3174.38,35823.24,35778.01,28527.95,28144.52,8805.29,8834.45,499.53,503.56,8594.78,8589.77,641,724.66,4096.47,4081.99,84065.51,202520.98,19941.07,237033.79,1056401.83,748336.28,394620.39,365674.28,3935621.96,1106322.79,61590.53,10017.79,1176056.42,575090.72,542.75,228.43,491132.67,333015.68
S1:8,QC MES 5 ppm,28-04-2025 15:10,4.88,4.87,4.47,4.56,4.83,4.85,5.36,5.26,4.46,4.62,4.73,4.83,4.89,4.96,4.85,4.81,4.78,4.77,20754.37,49939.35,104541.89,1243231.54,521362.04,370643.2,271402.98,254981.76,7288327.73,2114155.9,2132122.58,351419.26,2424527.02,1213649.8,14809.25,5528.82,2094864.02,1423323.01
S1:9,SJS-Std,28-04-2025 15:12,79405.63,78700.07,19515.42,19218.9,37205.01,37150.53,23867.9,23402.67,15449.62,15346.72,575.3,575.24,13021.01,13028.64,665.78,724.95,3521.52,3510.67,33696.35,80092.73,45529.72,523526.15,400426.35,283613.2,120604.36,122278.89,2520220.99,701413.72,25920.93,4179.7,659167.31,318416.53,210.85,83.71,154161.77,104593.31
01:34,MCS 605,28-04-2025 15:14,68372.04,68678.06,1628.2,1647.17,30686.81,30707.36,20490.59,20092.98,5136.89,5096.59,548.31,549.19,4639.49,4637.47,524.06,586.68,3110.89,3099.46,83621.57,200177.75,10955.41,129480.78,952024.24,675704.1,298229.68,278688.9,2415504.37,671468.87,71114.17,11493.42,676489.63,326707.11,467.97,194.63,392400.82,266036.8
01:35,MCS 606,28-04-2025 15:16,72862.98,73453.73,1503.36,1527.95,32303.68,32302.06,23784.59,23377.21,6091.08,6061.64,316.24,318.06,4318.55,4268.09,369.04,414.72,3823.67,3809.86,89046.71,213878.19,10108.37,120032.6,1001433.68,710260.34,345887.4,321358.69,2862026.7,798004.46,41009.09,6653.47,630614.26,300471.91,331.73,137.63,481922.65,326745.67
01:36,MCS 607,28-04-2025 15:18,78245.07,78558.83,1709.01,1736.52,34158.68,34216.43,24645.79,24193.57,6691.34,6653.15,514.18,515.62,4684.66,4695.93,638.43,682.07,3860.63,3848.27,85182.84,203805.53,10236.28,121518.25,943308.51,670201.42,319286.28,297532.08,2800752.64,780234.47,59370.51,9606.13,610047.01,294495.38,506.77,201.4,433459.2,294010.08
01:37,MCS 608,28-04-2025 15:20,78795.01,79002.18,1074.11,1090.76,39360.22,39506.51,24565.09,24085.65,8305.8,8297.38,431.24,432.59,3083.11,3055.22,359.06,400.92,4731.52,4744.76,84762.85,202527.03,6359.79,75493.3,1074040.44,764623.75,314463.69,292951.43,3435195.97,961490.66,49212.26,7964.47,403693.43,189383.44,285.29,117.18,524906.53,358175.95
01:38,MCS 609,28-04-2025 15:22,84477.38,85360.24,1217.57,1247.76,39732.25,39776.18,26516.7,26135.97,7211.65,7202.6,506.22,509.3,4094.34,4087.68,482.35,523.88,4389.24,4410.94,104417.61,251234.04,8281.51,99172.95,1245780.55,884576.81,390000.94,361260.88,3427210.7,959024.3,66358.85,10772.48,605518.5,291061.34,435.9,175.7,559501.66,382598.16
01:39,MCS 610,28-04-2025 15:24,75309.94,75558.11,1733.66,1751.43,31895.57,31967.89,24179.31,23727.03,6135.36,6091.36,652.45,655.54,4357.05,4344.73,531.09,571.84,3770.19,3756.4,80965.6,193619.4,10254.39,121034.45,869829.63,618353.89,309341.85,288667.46,2536028.52,705449.51,74382.23,12059.25,561936.23,269086.63,417.78,166.83,418030.06,283415.84
01:40,MCS 611,28-04-2025 15:26,85941.48,86749.1,1059.25,1087.24,40870.68,40965.96,28613.02,28187.59,8024.35,8012.38,727.19,732.07,3549.33,3534.46,435.84,493.07,4963.04,4963.73,93169.53,224027.29,6320.7,75834.91,1123941.12,799043.04,369107.3,342600.11,3344637.92,935697.12,83592.1,13579.48,465163.87,220769.66,347.15,145.12,554873,377618.96
01:41,MCS 612,28-04-2025 15:28,85702.56,86616.26,1251.34,1280.56,40869.82,40882.47,27703.61,27233.75,7791.59,7775.88,326.62,328.82,3487.23,3484.31,373.64,437.64,5065.7,5061.13,92221.18,222032.03,7410.27,88625.12,1115577.54,791497.83,354730.14,329216.31,3223524.99,901341.06,37299.08,6057.1,454128.21,216025.29,296.63,127.91,562146.7,382170.15
01:42,MCS 613,28-04-2025 15:30,85528.15,85957.69,1150.1,1187.48,41691.76,41800.7,27678.05,27202.24,7803.33,7784.93,501.63,504.51,3242.03,3244.98,317.24,343.59,4894.26,4910.35,91615.85,219354.15,6780.42,81824.53,1132847.88,805601.27,352795.22,327435.34,3213730.1,898294.95,56994.05,9248.4,421767.33,200285.56,251.99,100.07,540660.74,369105
01:43,MCS 614,28-04-2025 15:32,79013.82,79756.78,1374.5,1399.83,41438.74,41533.62,24808.77,24406.55,6514.91,6490.99,714.26,718.37,4263.92,4266.98,433.63,474.81,4170.41,4193.19,96077.8,230995.57,9196.16,109431.31,1278167.59,908646.11,358963.02,333193.56,3045784.92,850232.32,92086.79,14945.48,619858.91,298885.2,386.45,156.71,522973.64,357805.27
S1:8,QC MES 5 ppm,28-04-2025 15:34,4.87,4.87,4.46,4.55,4.84,4.85,5.36,5.25,4.44,4.61,4.73,4.83,4.87,4.95,4.85,4.8,4.79,4.77,20719.97,49954.92,104317.22,1242573.01,522114.66,370703.91,271307.9,254765.6,7260085.01,2111220.25,2132346.45,351445.2,2415217.09,1211765.73,14805.31,5525.03,2097596.47,1423786.72
S1:9,SJS-Std,28-04-2025 15:36,79142.84,78463.26,19454.83,19178.7,37099.38,37048.53,23814.14,23331.2,15395.53,15273.14,573.21,572.46,12951.99,13070.88,667.63,784.22,3521.01,3506.5,33584.87,79854.3,45388.38,522431.48,399289.54,282834.61,120333.07,121955.03,2511397.9,698050.85,25826.96,4159.51,655779.19,319448.52,211.41,90.52,154139.67,104469.33
01:44,MCS 615,28-04-2025 15:38,87205.8,88208.08,1155.05,1184.13,40864.22,40929.51,30566.04,30165.8,8156.82,8153.98,526.8,529.65,3883.92,3885.6,426.45,478.93,5196.46,5217.57,98904.14,238256.93,7209.53,86379.87,1175642.87,835186.62,412486.03,381628.99,3556806.96,996190.91,63366.75,10279.43,529627.99,253883.35,355.16,147.46,607780.41,415244.75
01:45,MCS 616,28-04-2025 15:40,74509.33,74964.15,1961.06,1981.88,29709.45,29838.76,22902.49,22463.97,5385.12,5340.7,196.23,196.11,5625.91,5610.06,452.58,511.29,3541.51,3526.27,84774.82,203254.6,12274.29,144908.63,857450.29,610822.03,310089.78,289203.5,2355704.65,654579.76,23715.04,3821.61,760580.48,367653.6,377.59,157.89,415569.7,281565.29
