"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:04","MCS 575","28-04-2025 15:03",80662.1,78690.99,1435.53,1512.2,37121.5,38183.67,26430.87,27064.34,7085.73,7100.43,749.33,736.97,4011.75,4093.59,403.38,436.46,4310.65,4197.78,82874.28,206089.48,8738.52,94703.84,1028294.24,745673.15,322502.48,296306.31,3069261.44,836332.65,84536.05,13175.76,548162.71,240045.12,307.67,123.88,465209.97,326848.37
"01:05","MCS 576","28-04-2025 15:07",74423.34,78672.19,2240.59,2208.8,38871.17,38355.24,27002.53,26070.94,9025.32,9877.54,729.42,668.28,6427.43,5892.29,726.73,779.88,4142.06,4171.8,84072.22,200548.99,12859.26,154083.85,1050219.77,807146.55,341387.36,310886.59,4205367.62,1160476.54,79704.17,13498.54,813370.29,392316.87,580.97,223.34,475088.37,335202.54
"01:06","MCS 577","28-04-2025 15:11",90714.44,99316.33,1139.91,1192.06,48459.69,45612.25,32457.61,31576.42,9574.9,9648.82,346.47,337.87,3512.92,3556.65,516.13,610.73,5619.04,5733.8,102362.63,247728.73,7056.57,86730.54,1335525.85,938767.46,379882.58,352714.06,3659651.87,1074783.71,38646.64,6243.07,441381.56,219911.99,399.96,176.84,608943.82,418469.27
"01:07","MCS 578","28-04-2025 15:15",91620.99,93206.15,773.16,876.55,40273.75,42426.81,31732.3,32753.76,8202.31,8334.87,652.57,668.88,3369.75,3464.9,357.36,362.71,5238.95,5039.07,109136.48,253909.02,4842.31,67389.48,1265119.1,829270.55,461126.92,420100.43,3745849.1,1035532.85,80314.34,13033.97,497549.71,232992.56,308.33,115.58,615795.49,428437.14
"01:08","MCS 579","28-04-2025 15:19",73935.06,75185.43,1210.24,1232.93,33388.9,32275.99,24382.6,23571.22,6905.49,6705.43,583.56,568.42,3790.08,3890.22,417.22,425.67,4288.85,4276.84,84252.69,207701.31,7469.41,87072.53,1036281.64,733628.54,358051.26,311533.62,3050017.59,866413.15,75381.66,11720.32,542133.16,276400.03,362.57,134.85,544491.55,357985.81
"01:09","MCS 580","28-04-2025 15:23",104485.92,112358.92,1437.41,1403.49,51039.84,46893.44,35501.8,37840.08,9894.49,9597.29,714.12,660.38,4017.16,3687.31,751.04,857.6,6419.21,6260.18,124448.07,285698.55,8723.99,103127.39,1426869.37,1015574.14,505350.99,480355.48,4124004.02,1257912.54,80198.27,13684.75,523448.75,253932.24,664.12,267.22,708640.21,511615.67
"01:10","MCS 581","28-04-2025 15:27",95109.74,92377.8,1078.08,1152.38,48250.76,43815.04,30311.57,31457.82,9056.55,9587.87,536.25,513.65,4169.04,3938.32,427.1,453.43,5805.73,5652.94,104967.67,236650.39,6467.14,76964.99,1163491.91,902856.09,382003.94,374473.23,3902443.33,1017488.54,58839.14,9304.55,518687.68,250195.33,346.33,139.96,601225.12,409728.59
"01:11","MCS 582","28-04-2025 15:31",79407.29,81981.13,1422.81,1442.37,40206.93,40932.51,25617.91,27418.95,8506.85,8377.02,575.39,546.32,2918.36,2996.19,343.33,367.75,4669.76,4826.58,78928.4,190694.45,7470.67,86849.58,974981.72,699035.07,314979.43,293223.22,3352150.55,930464.58,61017.62,9629.63,345298.78,168947.54,239.51,102.29,462294.49,315178.28
"01:12","MCS 583","28-04-2025 15:35",87825.47,90698.9,1843.49,1799.37,39399.46,39535.29,27375.55,25985.65,7862.9,7747.19,479.04,476.47,5432.56,5248.22,570,621.2,4989.7,4680,94751.31,231391.39,10816.28,137769.68,1118405.18,815971.95,349017.7,325893.37,3505015.73,967316.11,59064.63,9011.79,672152,334369.73,440.5,183.72,538969.17,364868.68
"01:13","MCS 584","28-04-2025 15:39",86587.25,85823.45,1383.32,1369.74,42720.21,44894.18,28643.48,27340.48,8050.85,8590.11,316.73,320.94,3322.31,3311.98,483.02,545.41,5339.77,5429.01,104251.39,246901.86,8294.5,102949.71,1219243.84,878857.1,399628.83,381380.23,3622466.95,990834.28,39796.29,6211.15,477185.13,228322.95,400.86,174.19,623512.15,437159.47
"S1:8","QC MES 5 ppm","28-04-2025 15:43",5.09,4.67,5.04,4.46,4.89,4.75,5.19,5.38,5.14,4.42,4.83,4.97,4.79,4.88,4.79,5.03,4.99,4.69,20358.12,50256.17,107308.86,1283483.72,547704.59,380209.86,270225.46,255679.85,7412428.25,2192062.48,2089364.84,349141.65,2402351.29,1245640.9,15273.18,5807.42,2159180.81,1359538.57
"S1:9","SJS-Std","28-04-2025 15:47",80041.62,75968.95,19379.77,19965.11,37877.83,37892.75,25053.21,23588.09,15470.9,15003.62,552.71,559.85,12608.68,12818.86,669.25,771.42,3401.06,3668.78,34404.47,81285.94,47971.88,527268.13,395351.52,275734.69,118656.38,125073.54,2575951.51,695363.07,26286.23,4249.31,649585.94,324041.68,208.3,95,147275.97,101306.86
"01:14","MCS 585","28-04-2025 15:51",75682.53,73895.18,2469.87,2372.87,28912.23,29810.76,22490.98,21052.81,6168.88,5649.12,295.68,269.96,4966.06,4699.24,819.1,901.98,3508.53,3814.48,76478.46,180266.53,13312.65,167072.45,799375.45,560200.85,285795.67,254957.25,2364529.84,697185.91,31786.63,5154.91,623884.53,315183.81,681.2,272,405685.65,284775.06
"01:15","MCS 586","28-04-2025 15:55",85231.84,88618.97,1009.15,1090.11,47066.64,48629.51,29529.55,27521.26,8733.1,8737.83,654.2,699.87,3213.08,3294.96,396.18,466.93,5328.98,5210.62,101052.8,238482.8,6895.66,76800.92,1364751.37,974896.13,388505.73,371051.79,3895355.62,1135883.19,87965.28,13298.91,460862.32,217354.2,361.54,156.56,639633.23,427122.61
"01:16","MCS 587","28-04-2025 15:59",97278.53,95760.49,842.59,971.59,43851.19,47257.9,35791.84,36375.92,9328.01,9531.64,570.63,592.42,3146.71,3175.58,388.12,450.39,5760.79,5935.71,110357.81,255335.88,5227.51,65103.44,1330438.48,875330.86,456895.04,426865.98,3876132.28,1076860.04,67943.76,11656.63,432813.86,200429.56,317.34,137.61,663303.43,436933.18
"01:17","MCS 588","28-04-2025 16:03",87158.29,83250.39,1400.92,1424.4,36875.27,37817.21,28510.76,28528.4,7976.41,7983.52,438.3,442.09,3758.85,3960.94,349.57,420.14,5044.55,5050.45,98792.17,222532.85,8839.83,107082.83,1102217.36,783757.02,372221.03,372290.24,3626134.03,1005921.73,51245.04,9072.71,498414.87,249066.01,273.39,118.83,577002.46,402708.42
"01:18","MCS 589","28-04-2025 16:07",80854.03,79938.43,1155.55,1177.69,40427.79,37634.16,23824.73,24414.79,7463.45,7359.61,878.45,831.79,3762.19,3603.7,448.88,502.97,4417.56,4344.73,89469.53,206606.83,6919.1,85171.94,1120757.54,792747.55,300678.77,287307.93,2993087.86,865931.16,97464.96,16163.78,475746.81,227518.83,347.66,157.26,508170.86,336008.41
"01:19","MCS 590","28-04-2025 16:11",62991.95,61961.61,1944.83,2035.78,26329.77,26395.87,19210.68,17646.73,4610.42,4582.7,529.47,501.34,4807.74,4712.18,347.65,427.72,2532.9,2388.15,66656.04,159170.37,12732.83,141033.72,699672.19,500805.41,240897.46,236863.6,1868548.21,541177.54,64227.04,10357.34,680089.33,320130.92,300.35,120.88,281803.21,199028.55
"01:20","MCS 591","28-04-2025 16:15",92572.37,96163.55,1276.49,1314.18,46423.37,45794.23,28351.75,29096.54,9233.15,8598.02,246.44,246.67,3483.35,3529.44,266.09,328.02,5061.26,5295.04,101929.85,264315.94,8806.62,96500.86,1331330.82,944245.23,407810.25,368793.87,4067243.26,1084310.22,33177.21,5045.33,489119.53,241268.26,240.38,103.42,623744.65,404432.57
"01:21","MCS 592","28-04-2025 16:19",65116.29,65102.11,2312.36,2349.47,31357.11,30238.12,17266.06,17293.08,5284.04,5254.91,206.18,216.15,4543.63,4443.17,508.95,533.59,3323.6,3298.61,69973.42,164644.74,13694.06,170865.47,936269.17,631279.24,231141.19,225619.76,2399456.26,646016.59,26770.56,4001.95,629256.73,285097.23,424.46,161.72,403067.89,260527.82
"01:22","MCS 593","28-04-2025 16:23",80268.49,83457.91,1449.77,1346.91,35184.7,37357.86,27276.84,26994.96,7458.69,6840.69,754.93,758.43,4520.68,4581.74,429.63,484.74,4165.44,4421.07,91134.95,224918.58,9010.87,107823.88,1096888.39,792663.41,375686.68,348597.41,3260498.42,905686.12,96916.82,15923.27,620309.67,305124.24,372.9,153.21,515321.72,337907.95
"01:23","MCS 594","28-04-2025 16:27",76153.9,74336.12,1987.98,2033.64,30650,31107.07,21656.97,20790.26,6735.29,6704.99,208.93,210.54,4040.46,4254.26,493.29,560.52,4576.19,4207.37,77405.78,173262.82,10868.61,128869.7,776281.44,543789.02,249631.48,252024.6,2713450.39,726473.52,23938.58,3942.9,548310.1,254213.96,351.96,159.51,496909.72,322956.27
"S1:8","QC MES 5 ppm","28-04-2025 16:31",4.74,4.72,5.24,4.46,4.64,4.79,5.39,5.41,5.16,4.46,4.54,4.69,4.81,4.81,4.85,4.86,4.96,4.86,20202.9,51269.63,103607.03,1245020.03,514328.99,369148.18,269368.86,244383.38,7086847.06,2105474.99,2139980.19,368934.28,2396610.45,1241112.44,14724.92,5560.64,2087452.44,1467308.04
"S1:9","SJS-Std","28-04-2025 16:35",81473.26,81847.82,19303.57,18364.57,36856.57,35728.17,25217.59,24570.74,14862.35,14758.55,596.65,586.24,12461.95,12701.52,614.6,795.62,3502.21,3645.3,34981.45,82875.57,44474.37,515030.81,416996.4,277789.76,116692.34,125916.53,2574889.25,702708.95,25231.99,4333.39,641327.9,309800.37,198.35,92.94,153265.68,99997.13
"01:24","MCS 595","28-04-2025 16:39",81452.76,82434.2,1703.94,1813.76,39937.06,40285.46,24834.58,23362.9,7171.9,6603.2,728.64,719.21,5195.63,5648.63,662.99,720,4014.29,3958.21,85939.6,211569.44,9960.81,118271.7,1062567.63,730021.69,294338.81,282820.55,2749161.87,804477.26,84036.41,14004,685720.65,323258.28,521.75,204.31,439731.89,314832.16
"01:25","MCS 596","28-04-2025 16:43",66778.34,65738.22,2134.1,2212.07,27923.31,29388.89,24514.88,22570.68,5513.52,5217.86,257.85,263.36,5838.15,5960.99,544.67,582.68,3130.06,3062.09,80207.79,202075.27,14635.62,172534.44,860255.99,620706.91,347130.07,316196.05,2347445.26,678725.54,34947.98,5439.11,814157.35,381006.88,494.98,179.68,411835.15,259014.08
"01:26","MCS 597","28-04-2025 16:46",91050.23,87911.27,1593.16,1714.01,44246.57,42019.91,26106.88,26092.74,7301.98,7488.18,338.23,367.59,4162.98,4280.29,569.02,617.34,5173.53,4913.5,109601.19,253032.01,10543.25,131879.05,1281251.65,890669.75,380703.54,338894.33,3248238.92,917809.19,42634.63,6916.36,575503.79,298011.78,467.34,184.98,635569.44,421038.14
"01:27","MCS 598","28-04-2025 16:50",89226.29,93392.79,1040.41,1051.92,49321.55,45522.43,25650.26,24745.34,8961.82,9406.08,515.93,557.37,3056.88,3029.29,486.3,501.76,5287.82,5448.26,90583.08,227701.03,6431.97,73292.99,1200322.48,869041.13,299101.21,296159.76,3779415.96,1028848.71,59046.84,9415.23,420168.71,196876.61,377.06,153.36,609748.3,417861.8
"01:28","MCS 599","28-04-2025 16:54",90194.32,92788.43,1226.87,1291.8,47523.67,49848.26,31006.36,30525.24,9598.81,8979.29,315.03,303.12,2948.72,3108.4,485.32,571.35,5433.77,5897.74,109739.45,254929.7,7528.05,93349.82,1370615.28,960560.65,426454.84,383486.59,4048151.83,1121593.65,39216.98,5968.46,440293.71,200175.64,420.92,162.92,687476.9,475115.58
"01:29","MCS 600","28-04-2025 16:58",86285.4,80699.8,2824.25,2880.02,42853.74,39926.14,30707.87,30581.21,11124.87,11177.04,413.47,410.75,6604.7,6705.4,400.03,435.99,4658.19,4830.15,93830.23,232111.71,18221.32,216523.83,1256040.17,855728.2,427730.86,393923.82,4935519.32,1347121.97,50543.55,7668.81,964617.82,436697.92,338.03,147.37,588894.91,384609.45
"01:30","MCS 601","28-04-2025 17:02",80697.95,74777.78,1335.87,1348.06,31979.78,32969.56,24828.31,25154.3,6457.24,5984.41,596.47,599.05,4219.37,4080.39,358.8,401.16,3923.15,3754.79,89668,208200.88,8180.84,102882.75,986318.19,680552.78,367204.18,326109.87,2825794.29,814745.4,73175.68,11928.58,580913.71,300217.23,305.09,129.77,467194.12,328027.01
"01:31","MCS 602","28-04-2025 17:06",94705.44,93396.85,1382.01,1498.75,45611.65,45308.27,28875.57,30447.4,8889.31,8974.3,311.02,321.15,4449.64,4651.33,504.13,585.02,5363.29,5679.68,108515.51,249481.61,9004.27,100581.26,1304654.06,861772.16,388725.12,347725.46,3716206.97,1046320.24,35332.6,5959.42,618776.46,298198.31,412.85,170.82,609861.11,439306.22
"01:32","MCS 603","28-04-2025 17:10",93306.4,88960.48,1693.89,1708.89,42528.57,39915.52,29350.41,26559.99,7562.5,8260.75,296.04,275.12,4634.67,4495.68,434.57,486.45,4977.92,5111.29,107079.29,252965.91,10411.2,126465.28,1231264.81,918288.22,404405.55,355886.67,3767367.63,1012510.14,37047.41,5489.28,664291.67,321155.61,399.89,156.79,611834.43,449013.79
"01:33","MCS 604","28-04-2025 17:14",69159.38,71803.14,3187.44,3238.2,37064.22,37285.92,27887.25,27764.93,8972.41,9212.05,523.76,495.3,8295.33,8914.53,629.15,742.03,3971.62,4196.02,87438.67,205241.31,18946.47,227284.71,1033727.2,767746.1,393124.39,359739.19,3828481.58,1133807.77,61655.11,10134.26,1164658.55,583757.46,536.54,229.53,500020.26,318070.32
"S1:8","QC MES 5 ppm","28-04-2025 17:18",5.05,4.83,5.18,4.58,5.06,4.8,5.18,5.1,5.08,4.67,4.76,4.78,4.71,4.89,4.61,5.03,4.93,4.74,21259.96,47506.06,103575.63,1241245.2,508907.61,367664.4,259696.56,264287.77,7393739.34,2092895.81,2095772.79,351760.19,2440700.24,1237636.67,15309.1,5778.69,2094338.33,1417429.86
"S1:9","SJS-Std","28-04-2025 17:22",78352.75,77484.1,19855.8,18914.51,37996.68,36007.12,23630.46,22345.31,16036.09,15850.5,594.07,551.47,12902.48,13282.18,692.43,739.2,3617.69,3465.88,33323.08,82169.1,45066.43,527486.67,385003.33,281377.25,115199.11,121234.87,2501915.68,715625.98,24877.25,4352.1,633740.53,307985.31,206.97,83.13,150723.79,105835.28
"01:34","MCS 605","28-04-2025 17:26",70094.53,66162.04,1625.92,1646.87,30213.79,30472.29,21190.56,20019,4998.25,5026.58,521.66,534.77,4552.74,4788.86,506.53,578.32,3179.51,3019.25,79854,192815.86,11028.51,128203.81,958869.64,661378.38,308129.64,281959.75,2409984.16,701499.28,68315.07,11873.27,656899.02,327365.19,468.07,194.13,375222.7,273490.49
"01:35","MCS 606","28-04-2025 17:30",73097.98,70721.72,1434.93,1511.44,32823.43,30766.64,23072.84,23718.51,5798.1,6168.6,311.19,303.36,4290.12,4136.53,375.29,418.88,3966.33,3808.69,87189.7,218994.4,9855.24,123447.51,1009965.89,685767.16,349524.15,324181.59,2809853.78,819400.34,42148.92,6612.68,609186.77,295856.04,332.25,143.79,463160.16,341341.88
"01:36","MCS 607","28-04-2025 17:34",81325.78,79827.5,1660.19,1682.63,34398.8,34876.56,25441.13,23285.06,6688.44,6755.96,535.76,502.82,4789.37,4514.76,639.59,706.7,3843.35,3809.15,88666.93,202637.78,10097.76,115452.22,948935.18,671689.04,312566.95,311061.12,2790158.09,787541.99,60873.88,9774.25,600108.42,303053.66,524.04,209.65,428642.02,301651.92
"01:37","MCS 608","28-04-2025 17:38",79420.47,79731.27,1057,1131.87,37818.89,40916.45,23774.52,23722.24,7923.17,8287.59,411.7,425.03,2977.28,3164.92,368.46,409.54,4852.86,4721.01,80784.7,207849.64,6208.87,78907.03,1029164.24,770403.43,312875.73,302282.07,3342151.44,933020.93,47747,7632.83,398815.12,182610.52,292.02,118.76,508485.41,359182.6
"01:38","MCS 609","28-04-2025 17:42",85474.87,84414.17,1203.49,1193.14,38266.76,38265.13,26785.69,25895.65,6943.09,7419.7,522.02,523.86,4065.33,4272.91,473.41,501.64,4552.8,4390.65,109638.49,255395.5,8192.65,103014.52,1198479.42,843675.55,377630.73,349513.02,3322239.27,968873.83,64179.65,10672.54,578667.81,298831.32,414.36,175.2,570351.55,368680.87
"01:39","MCS 610","28-04-2025 17:46",74460.84,75095.98,1779.17,1778.03,32164.12,31670.86,23110.29,23792.81,6112.71,5801.43,625.04,639.68,4540.89,4469.03,549.78,552.1,3715.55,3686.37,79598.72,196568.5,10126.55,115081.8,894973.25,602726.09,297391.38,283715.59,2557487.39,697013.46,74087.42,11964.22,551083.41,271788.74,436.05,170.48,416749.37,281384.59
"01:40","MCS 611","28-04-2025 17:50",86899.8,83413.3,1020.21,1124.67,41703.34,41549,28805.83,28240.54,8384.78,7698.34,712.63,727.72,3397.32,3382.51,452.44,491.8,5145.69,5137.5,96230.17,216083.67,6261.28,76611.98,1128236.7,835151.74,381762.94,355383.7,3450104.15,981146.41,84824.06,13066.1,460013.7,216228.45,337.37,146.17,580621.44,370013.45
"01:41","MCS 612","28-04-2025 17:54",87260.94,89403.03,1196.91,1256.23,39173.82,42474.97,26462.04,26938.01,7768.01,7971.8,331.41,314.52,3427.11,3364.37,379.82,428.43,5247.89,4835.41,88887.17,222092.74,7167.66,88327.1,1076217.28,810938.31,338098.21,315422.54,3077783.31,864126.7,37524.99,5789.73,440326.36,225189.2,310.14,131.67,589003.98,385691.2
"01:42","MCS 613","28-04-2025 17:58",83108.37,89519.44,1169.12,1183.97,41061.36,40991.65,26391.66,26374.53,7913.65,8017.68,495.01,483.75,3245.34,3370.62,321.72,357.98,4793.99,5150.82,93286.88,214596.45,6488.08,80424.68,1185459.38,807295.72,351907.9,327601.7,3365585.58,896363.76,57620.96,8920.45,408262.58,204020.13,251,100.78,539885.87,363783.15
"01:43","MCS 614","28-04-2025 18:02",76770.98,83136.68,1320.35,1460.5,42078.63,43069.08,23716.72,25606.68,6576.58,6713.65,718.82,707.99,4266.14,4341.53,427.25,457.08,4012.6,4116.01,99332.41,227458.03,8893.52,106926.88,1221628.38,922209.9,370581.19,337740.98,2987139.23,824761.98,95753.09,14589.77,612346.32,306711.97,378.47,159.91,501884.31,351188.11
"S1:8","QC MES 5 ppm","28-04-2025 18:06",4.75,4.83,4.93,4.65,5.06,4.86,5.41,5.12,4.89,4.76,4.61,4.83,4.98,4.76,4.76,4.75,4.56,4.68,21611.79,49762.02,101282.5,1187482.02,539007.88,382246.9,282752,263082.71,7203161.63,2124571.82,2033150.29,348963.73,2428358.57,1237133.08,15294.42,5645.27,2199844.33,1357496.45
"S1:9","SJS-Std","28-04-2025 18:10",79517.33,77119.8,19729.21,18512.06,36013.69,38103.7,23084.4,23247.61,14899.4,15205.76,551.01,585.97,12958.3,12965.96,639.81,748.44,3688.29,3558.54,32439.79,80304.18,46884.11,509515.5,395107.22,278632.24,115062.12,118464.21,2556313.09,667611.22,25325.45,4096.84,680976.44,316483.35,215.89,91.05,149404.89,102181.27
"01:44","MCS 615","28-04-2025 18:14",83162.52,88624.37,1110.44,1192.96,39775.14,41867.77,30806.13,29984.82,8357.6,7874,552.58,523.86,4001.8,3961.26,407.89,486.24,5040.49,5130.91,95944.52,237936.58,7558.66,84615.23,1148891.8,793781.47,414143.79,372994.79,3647843.26,1030715.14,65063.04,10113.1,547440.4,261513.96,365.13,140.95,598318.42,418106.89
"01:45","MCS 616","28-04-2025 18:18",76646.8,77971.27,1911.16,1926.89,30792.5,28884.36,22924.84,22797.39,5532.91,5405.59,204.45,196.9,5737.03,5612.44,433.56,529.07,3682.41,3502.36,88037.38,205774.2,12710.53,140667.73,860606.35,607426.32,301415.11,292123.49,2330781.76,640762.66,23476.18,3891.26,760006.29,371193.4,376.27,163.94,413436.45,268408.1
