"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:03","BLK 3","28-04-2025 16:43",0.55,1.98,3.36,3.53,37.43,41.13,0.76,6.32,0.37,0.36,0.15,0.14,2.84,2.84,"0.08 u","0.01 u",0.08,0.04,34.78,1068.95,781.37,9823.38,41953.22,30569.78,541.95,20109.1,6190.75,1769.14,769.48,105.05,35829.92,7299.17,10.5,0.67,460.45,223.13
"S1:8","QC MES 5 ppm","28-04-2025 16:47",5.02,4.8,5.13,4.52,4.73,4.8,5.27,5.11,5.05,4.75,4.54,4.62,4.97,5.11,4.75,5.02,5,4.93,20081.94,48488.62,101500.1,1218271.58,512384.3,377795.18,271452.46,251715.56,7246052.98,2029848.06,2110811.25,347794.33,2564466.75,1276163.5,14407.47,5332.98,2064903.26,1388096.48
"S1:9","SJS-Std","28-04-2025 16:51",79021.03,77640.52,19231.28,20167.89,37891.6,38612.76,23320.69,24320.33,15864,15934.72,587.55,583.02,13258.91,13386.18,652.78,813.79,3496.98,3596.81,33776.58,81651.99,44780.81,507644.08,423757.44,273426.46,120512.85,126470.45,2585515.99,732110.81,25072.36,4231.51,634089.7,315750.35,212.01,97.74,151149.73,103891.85
"S1:9","SJS-Std","28-04-2025 16:55",76825.29,77148.01,18858.85,18616.01,36634.42,37066.5,23008.04,24223.35,15403.27,15046.94,588.16,555.83,12889.15,12972.33,703.45,727.48,3600.81,3563.87,32516.96,76666.56,47155.28,502311.97,404935.84,279922.44,122684.66,129505.84,2618626.62,686946.34,26367.72,4029.63,684870.1,333382.64,214.17,84.42,153613.19,108985.16
"S1:9","SJS-Std","28-04-2025 16:59",80560.74,77480.8,20491.22,19525.5,35987.43,37117.79,24236.75,24452.84,16044.49,15987.05,550.07,595.53,12622.76,13174.99,632.29,763.32,3654.62,3353.66,32339.98,77443.98,46185.54,550662.17,392119.87,287613.56,126729.98,124419.62,2627388.82,720505.45,26136.77,4151.94,679305.06,320852.36,196.69,84.8,151062.73,100358.01
"01:04","MCS 575","28-04-2025 17:03",83956.42,82871.36,1364.22,1492.61,38009.88,37613.81,26729.45,26528.56,7042.68,7381.44,731.33,736.6,4143.25,4186.06,403.4,440.56,4294.23,4251,86134.39,209764.32,8358.04,97665.71,1049791.81,733352.1,335732.2,304730.98,2949637.99,817344.08,84563.74,13710.81,500098.84,261096.57,307.44,131.97,472687.14,327691.42
"01:05","MCS 576","28-04-2025 17:07",72187.68,75743.91,2221.12,2103.56,39212.22,40785.86,26377.23,24838.42,9078.7,9027.96,716.32,729.25,5978.5,6043.81,764.11,774.22,4284.63,4164.74,81887.72,196782.81,12695.35,160376.51,1093859.3,809696.57,338079.68,331328.18,4164369.84,1138671.65,83858.06,14031.95,809866.28,387815.75,589.82,225.78,483234.16,326901.73
"01:06","MCS 577","28-04-2025 17:11",92260.46,96698.21,1140.53,1219.21,49445.04,47996.37,30581.32,30171.7,9013.61,9502.94,336.97,323.02,3463.34,3380.74,534.51,581.19,5640.77,5604.25,99364.84,244335.18,7222.36,82205.74,1252078.06,957557.88,382692.02,365181.07,3946558.23,1039248.55,39126.28,6308.56,462292.82,218191.85,424.5,168.89,643430.54,432327.77
"01:07","MCS 578","28-04-2025 17:15",88929.62,94571.81,814.8,842.61,42435.39,41106.56,32854.72,33150.92,8387.99,8896.06,647.53,660.36,3429.57,3234.63,356.85,379.03,5367.94,4945.81,104766.4,271972.21,4804.16,66010.25,1271612.8,890704.47,471650.57,423281.34,3878172.34,1075032.54,77041.04,13341.8,466934.24,220507.47,300.7,113.22,615665.79,408520
"01:08","MCS 579","28-04-2025 17:19",76044.26,74058.71,1188.4,1194.09,34242.69,32807.55,25287.18,24117.12,6495.25,6871.55,588.3,563.87,3994.79,3824.24,420.65,440.44,4274.71,4359.18,86855.76,216099.65,7230.37,88480.32,1020777.68,747455.14,350279.2,314354.34,3181753.03,835238.36,69695.2,11507.63,570105.19,255478.78,354.05,137.11,527640.9,372272.95
"01:09","MCS 580","28-04-2025 17:23",104085.51,109250.19,1355.24,1393.62,47229.35,50459.63,35271.39,36578.53,9929.8,9401.33,717.14,718.05,3928.77,3716.67,801.34,858.06,6359.75,6107.26,119859.63,282247.21,9355.91,112036.38,1409857.44,1037183.19,483744.52,451894.44,4395880.1,1229920.27,86226.07,14106.66,545199.59,250682.45,647.51,267.16,721573.17,500106.05
"01:10","MCS 581","28-04-2025 17:27",96971.21,100004.82,1060.31,1146.6,46208.26,46495.54,32646.63,32416.9,9567.51,9645.37,551.57,547.79,4058.64,4047.16,462.33,451.82,5321.81,5508.57,99314.26,252928.82,6099.66,72557.27,1266049.68,869293.92,380730.87,367845.81,3686391.28,1019156.26,57319.04,9260.81,489441.97,244336.53,346.97,134.14,585164.32,388420.74
"01:11","MCS 582","28-04-2025 17:31",77981.1,76983.72,1444,1499.4,39608.9,41958.83,25487.72,25419.19,8547.5,8761.72,568.23,602.29,2931.71,2857.76,340.18,389.92,4734.34,4827.56,79630.17,187974.24,7391.58,86876.22,953977.45,734059.55,304953.5,301591.16,3042850.83,878192.51,61748.22,9719.97,348553.32,154384.71,231.56,105.64,480555.56,344303.58
"01:12","MCS 583","28-04-2025 17:35",85386.89,88095.79,1838.97,1925.91,41729.8,40830.01,25547.71,25085.66,7615.78,7725,462.72,456.73,5126.17,5267.55,542.38,589.01,5075.57,5008.16,100974.71,242468.13,11426.54,137232.44,1133463.74,826280.38,346660.2,339569.84,3305306.16,931832.64,55436.74,8995.86,728705.2,352705.95,456.4,185.64,570286.16,379157.86
"01:13","MCS 584","28-04-2025 17:39",88317.6,89200.35,1382.61,1369.11,43986.25,42682,30481.9,27771.24,8258.51,8314.2,302.56,315.33,3318.07,3364.45,509.72,541.69,5247.35,5146.52,100257.54,246352.79,8666.5,100534.44,1301480.29,902098.94,385021.7,352232.43,3634902.8,1057700.13,39246.08,6222.35,479311.14,233779,420.11,166.82,616834.25,435298.31
"S1:8","QC MES 5 ppm","28-04-2025 17:43",4.74,5.01,4.77,4.75,4.66,4.66,5.35,5.44,4.86,4.83,4.59,4.78,5.08,5.04,4.67,4.69,4.91,4.63,20898.01,50182.19,110142.95,1267762.64,531693.25,365764,285320.7,249611.79,7368394.87,2192281.86,2112626.71,363295.34,2537079.63,1254939.33,14219.21,5447.02,2047450.15,1404476.8
"S1:9","SJS-Std","28-04-2025 17:47",83498.53,82782.53,19209.63,19446.82,36430.15,38090.3,25134.66,23139.08,15549.92,15143.2,559.99,584.6,13107.91,13411.48,709.51,819.42,3609.84,3628.77,34549.43,81449.57,45973.32,510566.06,387578.3,291840.25,125650.5,120789.88,2605402.45,674180.26,26205.85,4124.93,640131.73,331964.31,215.55,95.5,155341.78,102438.56
"01:14","MCS 585","28-04-2025 17:51",74523.19,76040.89,2477.13,2372.7,28726.96,29004.65,22431.78,22318.44,5945.81,5660.52,291.59,269.99,4716.87,4765.42,834.2,964.57,3791.86,3601.13,75303.73,179189.96,13441.8,166076.39,827667.29,590804.88,278491.44,269122.8,2340751.57,674594.7,33135.38,5021.86,625627.79,304595.24,679.12,274.1,419569.26,269464.88
"01:15","MCS 586","28-04-2025 17:55",87199.87,92501.98,1078.97,1062.83,49160.5,47389.42,29270.65,28087.05,8766.01,9275.56,662.73,720.41,3124.44,3155.44,422.91,468.23,5075.02,5208.2,98668.37,252481.92,6305.81,80501.18,1372924.18,1028331.24,403742.75,350290.5,4159755.84,1181908.54,84188.61,13526.46,431507.04,210371.31,357,149.99,635583.49,420928.6
"01:16","MCS 587","28-04-2025 17:59",94396.63,99366.58,839.64,925.78,44160.94,44628.78,36047.52,34361.85,9518.66,9377.42,589.41,622.94,3027.09,3164.93,382.35,428.3,5404.92,5783.71,105324.64,263227.95,4961.56,70231.27,1257452.27,907767.37,459345.86,413618.81,3984161.66,1078339.47,71854.15,11736.08,426605.44,191199.56,294.72,138.73,634521.28,449261.62
"01:17","MCS 588","28-04-2025 18:03",82651.8,81819.83,1458.74,1437.45,38649.51,39525.67,29165.31,29376.63,7696.53,7756.38,465.55,452.21,3963.51,3833.65,328.69,397.59,4647.92,4810,98038.12,233985.08,8756.25,109833.8,1097942.09,792197.58,401077.05,361949,3297255.95,982887.91,56233.67,8397.76,518547.7,254202.84,276.38,123.71,550403.15,393697.64
"01:18","MCS 589","28-04-2025 18:07",83526.88,78378.9,1254.51,1272.44,39962.08,38834.9,24923.51,23823.56,7856.1,7230.32,823.53,863.38,3691.54,3833.13,439.19,511.04,4334.25,4687.05,82194.02,215205.76,6957.39,80407.75,1067779.2,737717,319624.18,293844.17,2982341.56,820058.82,92538.17,15431.16,495152.21,235570.37,341.95,157.14,489000.58,342902.61
"01:19","MCS 590","28-04-2025 18:11",64333.16,63451.1,2041.61,2080.38,25099.74,24801.17,18203.69,18904.55,4596.09,4283.93,508.58,537.09,4838.62,4706.99,353.85,391.07,2353.89,2343.31,65655,169176.26,12215.16,150052.56,749528.08,523368.49,239613.72,226496.09,1866182.41,525654.13,58488.61,10277.68,669390.75,296251.43,297.71,124.26,298804.12,191613.09
"01:20","MCS 591","28-04-2025 18:15",94046.51,96341.22,1369,1376.14,48042.05,47150.02,28509.81,28663.49,8496.18,8616.79,257.76,267.55,3511.85,3690.31,262.16,319.41,5061.32,5155.31,105178.09,247160.74,8485.21,103483.02,1363297.61,928873.26,384406.12,357330.69,3870939.81,1128879.71,32424.8,5279.42,487751.95,240972.03,221.75,103.38,595854.44,414220.07
"01:21","MCS 592","28-04-2025 18:19",61579.26,65437.15,2380.18,2259.4,30980.87,32124.5,16847.41,16931.84,5589.25,5533.49,221.06,221.11,4624.99,4688.05,486.83,545.97,3232.9,3214.52,70286.18,166802.55,14819.82,176105.94,932580.52,626454.06,247932.92,222882.46,2307602.93,664926.11,25250.15,3992.63,593453.83,285498.6,421.47,161.56,385748.64,259478.01
"01:22","MCS 593","28-04-2025 18:23",81082.34,77894.72,1425.12,1424.4,35249.79,37878.15,26759.92,27293.35,7452.24,7084.04,789.71,811.13,4362.64,4277.58,421.04,496.4,4057.08,4040.21,95185.88,227432.5,8526.28,104624.93,1061369.21,798471.4,387844.55,361397.04,3302462.91,897499.97,91518.73,15893.81,605187.21,285976.72,362.54,158.75,482483.64,359088.93
"01:23","MCS 594","28-04-2025 18:27",74407.84,73661.41,2032.7,1948.87,30921.96,29394.87,20246.91,20330.96,6842.82,6486.14,223.15,210.81,3940.31,4306.7,461.78,559.06,4297.27,4437.25,74396.04,179747.14,11531.32,135717.99,790977.61,556471.63,252872.91,257761.91,2721385.97,733377.34,24245.71,3809.51,521568.35,253904.04,353.99,154.69,485423.28,329338.21
"S1:8","QC MES 5 ppm","28-04-2025 18:31",5.08,5.12,4.8,4.42,4.89,5,5.42,5.17,4.82,4.46,4.78,4.78,4.88,4.82,5.02,4.81,4.97,5,20677.83,51711.77,109282.58,1191304.12,541369.53,375246.24,263399.45,247053.51,7364180.23,2021254.99,2121019.92,339803.85,2488469.45,1170126.16,15019.92,5397.29,2000158.79,1400399.79
"S1:9","SJS-Std","28-04-2025 18:35",79614.12,79082.12,20146.37,19145.99,38061.24,37174.65,23119.53,22722.77,16281.71,15887.56,560.59,558.7,13065.34,12793.16,645.07,829.55,3497.22,3405.61,33763.35,78424.9,46704.75,541583.2,421554.24,282041.49,116917.38,119717.96,2641539.31,672599.38,26049.11,4089.97,646743.4,310048.28,201.6,88.57,159056.25,108535.24
"01:24","MCS 595","28-04-2025 18:39",80314.47,76662.58,1754.77,1811.9,38678.56,39569.53,23552.96,23121.95,6611.33,6927.59,739.68,716.17,5252.06,5302.31,626.87,670.61,4219.78,4192.2,86412.36,211808.61,9897.56,116399.2,1044125.5,720169.63,307669.66,279566.02,2916903.35,803569.67,86883.42,14092.24,670228.31,324155.5,481.63,207.84,462571.69,314510.08
"01:25","MCS 596","28-04-2025 18:43",66437.03,69060.28,2237.42,2239.68,28544.76,29295.43,23137.28,22509.41,5027.85,5409.95,255.86,272.47,5553.66,5733.99,557.91,567.96,3239.55,3260.9,82711.12,192929.16,14751.56,172315.72,844476.62,641585.96,342673.44,314029.75,2517522.62,686432.13,34224.03,5489.15,788800.62,400557.41,464.38,183.53,401495.16,269955.61
"01:26","MCS 597","28-04-2025 18:46",88009.64,93852.03,1599.01,1688.5,43235.9,44371.59,25341.9,24852.18,7273.9,7111.52,335.45,365.73,4102.15,4226.49,574.35,579.22,4814.34,4952.45,106657.85,245794.7,10635.54,133121.19,1261081.11,893472.95,365003.29,338427.27,3311330.04,954891.1,43611.84,6765.69,585854,287222.1,467.24,186.77,622279.67,412190.68
"01:27","MCS 598","28-04-2025 18:50",91188.58,85879.25,1057,1139.95,47695.97,45326.57,24551.04,24480.44,9092.45,9165.91,516.9,523.86,3039.29,3068.1,452.54,543.02,5459.04,5389.76,98182.3,221833.27,6125.98,72321.47,1206177.43,865851.99,301548.66,296582.32,3731562.13,1005801.54,59391.75,10044.86,390940.14,182227.47,349.34,148.04,576079.51,397352.1
"01:28","MCS 599","28-04-2025 18:54",90538.67,92576.92,1188.13,1308.07,48648.11,48132.56,30398.21,30758.59,9206.19,8967.72,313.08,296.87,3119.14,3071.53,502.89,575.2,5742.74,5527.7,108904.08,263581.83,7790.48,89537.1,1352392.13,971462.96,418050.65,375375.99,4062582.32,1195187.62,38265.6,6246.98,420260.27,213346.42,386.86,176.14,698849.71,444646.76
"01:29","MCS 600","28-04-2025 18:58",87158.2,84771.21,2941.97,2960.61,40930.82,43157.87,32729.19,31903.2,10904.16,11567.01,394.74,402.92,6971.98,6585.2,380.4,439.48,4680.12,4673.67,94026.22,228389.63,18196.47,224059.53,1224713.54,887175.87,435039.48,393006.63,4844792.22,1366326.51,47567.99,7934.11,952418.5,458825.79,332.82,140.07,587723.82,389070.12
"01:30","MCS 601","28-04-2025 19:02",78331.01,74247.1,1336.43,1310.58,33706.03,32342.33,27093.88,25519.1,6452.33,6120.03,593.13,568.02,4188.53,4185.8,348.58,389.99,3750.15,4048.47,91464.23,209682.43,8872.01,101527.16,973007.45,708147.56,368680.74,334748.86,2807644.68,797274.8,73665.41,12280.72,615760.76,285390.23,295.24,118.82,450401.6,310508.92
"01:31","MCS 602","28-04-2025 19:06",92836.04,96485.37,1413.76,1397.47,44052.65,44714.1,28037.57,28765.29,8530.34,9248.69,322.6,309.15,4784.88,4579.34,526.29,591.08,5271.08,5280.09,107237.22,260977.76,8324.27,106477.03,1235155.25,858388.5,373016.79,349578.46,3834449.05,1085725.97,37923.62,5885.69,634168.03,313164.95,405.64,173.28,627274.26,416743.12
"01:32","MCS 603","28-04-2025 19:10",94007.03,94386.39,1591.62,1641.04,40963.31,41364.1,27778.62,27756.96,7608.1,8105.5,282.9,290.29,4582.56,4427.16,455.67,494.09,5084.89,5319.82,110363.2,259785.78,10459.51,133564.57,1296639.36,848696.07,380328.41,374116.74,3773432.07,971181.15,34059.47,5590.26,673605.55,312275.59,382.12,163.74,664761.06,420322.91
"01:33","MCS 604","28-04-2025 19:14",71845.82,70498.33,2979.76,3175.53,36520.56,36815.08,28942.01,27635.1,8365.98,8482.72,489.68,527.6,8448.15,8794.54,628.57,752.2,4147.49,3961.63,86937.73,210970.78,20022.8,246799.62,1047034.86,734354.56,400000.07,381518.15,3834379.49,1113046.56,61600.19,9595.32,1220071.32,562133.88,565.04,234.15,504248,345804.05
"S1:8","QC MES 5 ppm","28-04-2025 19:18",4.9,4.71,5.19,4.34,4.79,4.69,5.49,5.5,4.82,4.65,4.79,4.69,5.05,4.76,5.05,4.73,4.59,4.64,19787.91,47617.61,104142.6,1284172.53,530590.31,355833.31,284678.73,262176.8,7424227.61,2173010.9,2099803.6,334514.51,2496124.91,1271619.59,14092.04,5618.2,2013363.2,1451321.52
"S1:9","SJS-Std","28-04-2025 19:22",81027.68,78554.62,19761.81,19039.15,37951.86,37522.78,24222.48,22363.3,15116.04,15491.66,575.59,549.45,12708.93,12492.67,652.49,723.42,3583.18,3494.96,33414.48,83646.61,46087.32,517558.47,385527.86,282895.65,124592.14,124746.66,2453466.45,691730,25275.44,4308.34,659514.36,320403.27,202.91,82.13,146810.63,105827.03
"01:34","MCS 605","28-04-2025 19:26",70071.86,65372,1550.74,1672.22,31487.46,30173.94,20211.52,19686.93,5328.79,5087.22,544.39,540.84,4483.15,4730.7,548.61,615.94,3044.7,3171.71,81202.87,202619.22,10956.75,129002.88,998218.62,666639.53,285739.52,281722.83,2520799.95,697815.04,71964.9,11704.49,644046.68,326447.45,445.06,196.11,384377.37,273405.56
"01:35","MCS 606","28-04-2025 19:30",73088.23,69782.21,1541.54,1525.25,32490.08,32210.55,23949.76,22952.51,6060.38,6116.63,320.01,307.75,4249.07,4393.28,371.61,412.59,3993.52,3673.8,88029.69,216055.76,10225.64,121330.6,980456.39,686553.55,350869.92,324327.68,2732781.11,777671.4,39633.58,6571.37,628820.38,293212.71,317.82,132.18,479496.28,330399.66
"01:36","MCS 607","28-04-2025 19:34",78931.62,74891.41,1697.45,1753.08,34785.12,33066.76,25116.65,24613.58,6981.93,6447.06,519.13,513.63,4849.48,4720.14,641.13,655.71,3974.24,3661.9,84962.16,210727.81,9863.84,121369.28,931011.22,642093.86,312143.91,306707.51,2880238.41,809097.76,57903.64,9233.46,584594.7,297072.56,512.47,195.56,432180.27,307830.84
"01:37","MCS 608","28-04-2025 19:38",82665.51,82518.67,1114.95,1057.46,38006.46,38262.72,23980.01,24259.99,7932.24,8649.05,426.98,445.81,3048.33,3204.14,364.69,417.75,4711.22,4704.88,84320.43,202571.12,6650.53,72438.67,1105016.71,732386.74,324714.7,283984.73,3287798.49,921792.58,49284.18,7680.57,402622.4,197940.16,288.08,115.56,532392.92,372628.66
"01:38","MCS 609","28-04-2025 19:42",83545.85,85620.98,1212.17,1269.94,38234.81,41232.73,25693.46,26153.59,7244.82,6950.55,500.41,496.62,3978.29,4165.76,502.21,532.31,4477.22,4530.08,104395.45,244606.09,8281.17,95961.19,1223688.7,887484.17,397761.77,354687.65,3384948.94,958819.61,64902.35,11147.61,615178.23,281533.69,429.03,166.94,577500.84,387757.52
"01:39","MCS 610","28-04-2025 19:46",78361.69,74761.35,1735.16,1674.14,30509.02,33544.24,24760.95,24541.05,6086.35,5878.14,656.03,623.06,4355.76,4335.9,554.46,564.89,3584.78,3678.56,77862.95,193883.38,10756.94,125015.6,864969.47,639949.47,317137.42,299751.68,2426600.27,705615.12,72958.3,11498.03,557480.93,274183.01,404.75,167.42,436884.21,287839.48
"01:40","MCS 611","28-04-2025 19:50",82598.27,86918.23,1072.37,1070.32,40639.71,39044.84,29202.41,28711.42,7805.91,7695.06,742.16,765.66,3392.47,3592.56,437,510.75,5069.93,4767.43,94317.03,221897,6403.28,79447.8,1123524,803482.27,359117.44,332897.5,3448966.3,907902.28,82625.27,13590.03,471547.13,210381.71,360.56,139.38,528438.65,389546.88
"01:41","MCS 612","28-04-2025 19:54",81682.14,90463.42,1310.7,1336.79,40567.02,39068.16,27866.1,26426.87,8099.53,7659.4,315.31,328.58,3509.94,3436.88,373.4,419.27,4895.28,5299.19,93625.57,221788.69,7683.63,92404.87,1080636.8,764714.8,366514.59,332109.74,3336883.38,892879.58,37589.82,5872.2,466754.94,205693.73,287.48,124.82,536793.79,382652.27
"01:42","MCS 613","28-04-2025 19:58",81260.9,83294.52,1142.92,1214.29,42547.18,41381.55,26920.96,25852.81,7857.56,8102.16,506.08,493.84,3256.11,3242.98,309.51,355.94,4996.74,4970.18,91005.49,219790.31,6527.11,85580.84,1166230.94,784543.35,348050.72,327532.15,3209929.9,927465.87,56096.87,9670.16,408363.62,204167.73,262.05,102.6,539977.53,351307.93
"01:43","MCS 614","28-04-2025 20:02",77408.59,78127.84,1405.38,1360.09,40760.86,41787.95,25760.01,24133.35,6666,6172.31,724.2,707.89,4269.19,4226.12,433.97,480.34,4163.37,4324.92,94321.35,224345.94,9312.92,111825.62,1293286.91,953969.59,350730.45,338155.24,3037415.67,838216.06,92555.29,15312.26,590089.4,305166.88,372,162.66,535320.47,345376.13
"S1:8","QC MES 5 ppm","28-04-2025 20:06",4.93,4.86,5.17,4.35,4.91,4.69,5.14,5.04,5.05,4.46,4.81,4.94,4.79,4.84,4.7,4.95,4.82,4.55,20157.84,51553.24,101104.12,1227558.27,505357.65,371579.11,282102.41,251315.73,7035959.33,2087566.43,2049432.18,363408.15,2472437.33,1263310.09,14657.7,5454.04,2138279.98,1428950.47
"S1:9","SJS-Std","28-04-2025 20:10",77613.56,79845.16,20353.94,18936,36676.39,35439.09,23101.3,22984.16,15573.42,15474.99,591.13,570.5,13412.93,13307.97,678.55,809.38,3520.94,3361.14,35249.22,76308.99,46501.41,544597.84,410510.95,285444.92,116571.22,126773.88,2542224.5,671565.6,26461.23,4349.34,680487.3,308978.79,207.9,88.38,146510.37,108629.7
"01:44","MCS 615","28-04-2025 20:14",88605.86,91969.17,1133.48,1168.1,39626.76,41171.24,30191.83,31101.47,7970.73,7808.53,528.17,538.79,3737.83,3717.78,406.38,497.65,5201.81,5475.52,96244.62,243623.48,6886.25,90624.12,1179793.19,834404.76,395580.83,390034.4,3412645.91,947887.54,64295.69,10303.67,507469.4,243576.43,366.48,149.17,580833.12,415123.05
"01:45","MCS 616","28-04-2025 20:18",77078.4,72539.61,1915.94,1975.39,30816.02,31260.46,22889.05,23294.07,5395.1,5274.47,194.79,204.17,5700.12,5794.04,462.6,508.69,3365.17,3513.63,88644.53,199972.12,12597.9,151650.24,842546.36,631463.49,308199.81,285862.06,2246534.02,629404.97,23239.88,3641.55,760240.27,376687.25,363.32,154.8,399754.88,283951.39
