"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:06","MCS 577","28-04-2025 15:41",96929.14,93268.48,1139.93,1154.87,49652.95,45832.02,31688.05,30372.03,8948.27,9334.74,337.95,338.88,3476.35,3637.42,516.95,611.15,5803.09,5799.96,101571.59,244081.85,6705.27,82130.76,1327272.7,886378.94,391044.43,366344.35,3708117.25,1057915.31,38838.48,6395,461789.25,222361.5,416.41,169.6,612848.39,446671.43
"01:07","MCS 578","28-04-2025 15:45",89004.73,93200.76,792.66,889.04,40365.33,40861.26,34906.35,32467.38,8854.33,8468.54,667.51,671.78,3277.67,3364.19,353.09,387.77,5272.78,4900.75,110902.96,271447.94,4797.8,64285.24,1183880.7,869853.93,479635.19,436238.38,3839506.25,1079007.89,81866.22,13232.04,471153.88,230729.03,288.3,122.22,590787.23,436013.12
"01:08","MCS 579","28-04-2025 15:49",74048.37,76878.15,1112.96,1174.66,32334.03,32068.11,23959.47,23060.16,6745.83,6429.8,560.66,570.21,4084.76,3739.53,396.12,446.32,4277.2,4216.78,92069.35,208986,7597.93,93362.13,1043009.95,698995.61,327777.98,331016.61,3072427.17,872129.94,74138.32,11996.63,576394.58,264884.87,360.52,138.33,533976.05,357428.49
"01:09","MCS 580","28-04-2025 15:53",112553.95,109950.87,1367.96,1511.01,48775.39,48480.2,35559.93,37175.03,10041.87,9819.2,711.13,696.64,3931.64,4004.81,739.1,867.49,5962.16,6100.95,118374.56,286149.81,8885.59,111110.36,1481310.57,982211.33,488141,473753.3,4165453.86,1211681.99,81454.91,13027.19,538728.5,263902.71,659.39,246.46,732979.38,519475.4
"01:10","MCS 581","28-04-2025 15:57",97462.36,96598.84,1129.81,1152.93,44282.09,46463.73,30824.14,31031.78,9001.75,9672.4,528.44,555.69,4017.42,4066.6,438.55,471.79,5424.32,5807.85,97973.93,230328.52,6251.42,77838.58,1276098.46,853634.75,406082.26,361864.79,3837293.72,1060062.18,57786.77,9324.93,508255.99,231633.65,348.63,135.97,587000,402189.24
"01:11","MCS 582","28-04-2025 16:01",78132.07,76896.59,1418.75,1370.63,38707.72,40304.39,26393.36,25732.46,8499.27,8592.2,599.15,549.19,2869.47,2847.57,321.59,389.34,4620.14,5040.24,75304.88,194234.43,7557.79,91293.9,1037820.97,736405.49,304210.83,294925.64,3210693.99,936514.16,56269.87,9886.62,364247.86,161628.8,248.37,106.07,496292.5,319866.36
"01:12","MCS 583","28-04-2025 16:05",86166.93,92015.66,1829.1,1819.82,38734.75,39788.43,27884.2,25833.31,7621.45,7561.67,489.98,469.34,5206.2,5310.6,566.94,575.82,4607.23,4937.78,93763.7,233675.96,11365.03,135346.76,1093449.4,775578.29,342128.77,313761.24,3444169.41,946966.49,54675.05,9471.91,712914.86,345554.5,476.59,185.93,582392.51,367001.85
"01:13","MCS 584","28-04-2025 16:09",85972.93,86951.77,1386.9,1410.39,43320.04,40769.41,30467.44,28397.87,7829.32,8254.89,299.73,319.54,3275.12,3315.74,466.71,578.28,5391.5,5330.87,101061.4,257111,8568.64,105804.23,1257271.15,842122.98,381739.11,365269.36,3537759.39,998415.89,37133.5,6063.12,471478.51,221320.89,417.07,165.24,631838.21,433975.63
"S1:8","QC MES 5 ppm","28-04-2025 16:13",4.77,4.99,4.8,4.44,4.73,4.98,5.51,5.43,4.99,4.43,4.72,4.74,4.85,5.23,4.77,4.77,4.77,4.71,21204.17,49382.45,106316.05,1221016.37,546301.15,380929.4,264222.58,266807.95,7093331.33,2131781.69,2124693.73,340635.69,2345255.84,1179581.81,14660.36,5479.66,2144328.79,1455442.33
"S1:9","SJS-Std","28-04-2025 16:17",78393.67,80102.74,19536.41,19509.17,38768.51,38104.04,25073.89,23545.26,16294.64,15778.3,554.36,591.47,13285.84,12573.19,704.22,824.67,3394.05,3585.79,32346.31,82550,45834.2,510256.64,390038.98,287171.21,124759.06,119772.6,2455040.22,725761.4,25194.16,4322.08,647939.31,314851.91,212.24,93.32,148689.58,105715.76
"01:14","MCS 585","28-04-2025 16:21",69972.13,70711.92,2292.24,2331.08,30832.61,28255.71,22367.21,21253.06,5979.92,5906.41,290.11,287.13,4811.05,4694.21,843.54,944.8,3814.4,3700.26,74375.71,189078.89,14600.24,170247.44,778184.04,568154.34,276463.19,260505.17,2323680.39,701684.33,32174.98,5363.5,643307.07,311910.85,664.9,255.15,420930.05,261301.75
"01:15","MCS 586","28-04-2025 16:25",86747.46,85912.69,999.89,1077.43,46974.7,48911.92,28665.69,27224.21,9198.41,8840.62,683.43,686.23,3368.19,3319.59,429.62,460.23,5385.78,5354.04,99184.9,250976.62,6906.56,79581.12,1356846.47,1011706.7,387157.77,370354.9,4043086.76,1119968.21,83742.31,13698.67,457372.9,219340.6,352.27,149.32,610475.73,416307.56
"01:16","MCS 587","28-04-2025 16:29",97896.81,97656.26,866.29,956.65,45756.38,45244.28,34760.3,36234.23,9315.49,9402.82,581.07,621.14,3098.84,3166.54,356.83,451.82,5511.94,5484.2,110493.08,261298.82,5152.7,67978.05,1334953.41,955548.95,446339.42,437495.52,4029643.44,1080275.94,71662.88,10927.78,413346.96,203453.96,314.17,130.93,636548.04,462265.43
"01:17","MCS 588","28-04-2025 16:33",89466.96,86793.79,1388.22,1512.61,38381.93,39296.07,29660.11,28916.99,8061.94,7767.46,459.51,444.44,3952.34,4022.84,335.11,388.58,4759.97,4754.28,97794.28,236641.22,8724.37,109709.62,1089854.91,784203.24,396502.16,357958.17,3482449.95,962963.6,55619.13,8522.57,538457.92,253608.12,270.35,119.49,583866.46,368706.74
"01:18","MCS 589","28-04-2025 16:37",79103.27,77873.88,1179.34,1211.67,37578.65,38483.82,23673.52,24520.16,7371.83,7689.02,818.14,847.93,3762.77,3863.33,440.84,507.11,4437.77,4621.45,82588,208084.27,7264.71,85900.42,1114187.81,743081.67,303986.52,286699.84,2939016.19,834354.17,90734.46,14876.6,482910.05,222915.65,359.16,148.98,520962.68,335442.09
"01:19","MCS 590","28-04-2025 16:41",59682.56,60785.95,2091.91,2010.99,24975.24,26578.38,19446.24,18105.96,4382.25,4383.19,501.18,499.55,4796.98,4900.2,379.57,388.89,2514.08,2550.8,72050.06,161836.73,12662.56,140989.41,760104.5,515932.61,245485.21,228696.42,2009469.32,545276.31,58847.51,10412,622712.17,300140.12,301.56,129.83,275871.31,186553.19
"01:20","MCS 591","28-04-2025 16:45",90776.05,95157.57,1359.57,1382.88,44276.45,46936.07,28992.52,29313.91,8577.84,8605.98,265.35,252.93,3395.89,3402.44,269.52,325.1,5151.65,5032.63,107012.17,251767.7,8284.43,99686.91,1307159.2,963044.48,402492.83,354070.08,4098021.24,1144133.78,33018.7,5166.63,497689.4,233515.7,235.76,99.75,599763.51,419656.42
"01:21","MCS 592","28-04-2025 16:49",64254.83,66305.98,2297.22,2269.62,31064.48,29794.57,18072.35,16680.77,5574.39,5348.9,205.48,219.31,4351.66,4493.07,489.64,542,3471.45,3412.56,71339.95,175454.1,14787.95,173093.66,934188.62,624496.34,233174.03,224728.23,2303196.78,687092.12,25186.69,4281.5,628093.07,307208.87,420.09,157.63,383304.71,262090.02
"01:22","MCS 593","28-04-2025 16:53",79169.33,80064.55,1432.73,1472.01,38495.98,35234.76,26623.05,26435.32,7186.39,7281.39,741.57,771.43,4602.04,4596.19,417.89,484.26,4232.94,4013.46,92423.73,221475.8,9309.58,104014.2,1115343.8,748191.18,381506.65,338128.79,3197308.61,890615.43,93180.21,15594.35,607497.89,309259.07,380.45,157.41,520705.44,359295.25
"01:23","MCS 594","28-04-2025 16:57",70315.41,72937.93,2028.65,2034.37,28690.87,29972.59,21558.69,19633.76,6966.97,6382.4,205.34,209.19,4031.63,3921.59,459.71,539.25,4452.87,4324.68,73573.29,181486.07,11565.72,139927.6,832675.99,541988.97,266343.09,243779.47,2692363.46,768935.66,24476.47,3817.42,544736.35,260789.86,356.34,158.3,473876.98,321651.53
"S1:8","QC MES 5 ppm","28-04-2025 17:01",4.7,4.71,4.78,4.73,4.79,5.03,5.51,5.48,4.98,4.57,4.78,4.82,4.8,5.01,4.95,4.89,4.74,4.75,20086.94,48160.69,101464.33,1307331.13,545031.45,389732.39,259978.47,244794.41,7548171.48,2166836.22,2106893.47,339838.68,2446801.15,1255054.7,15328.67,5605.62,2186738.31,1480468.63
"S1:9","SJS-Std","28-04-2025 17:05",79056.07,76593.77,19595.89,20200.94,37690.51,38198.59,24959.79,24313.1,16181.88,16069.74,593.88,568.91,13443.92,12825.44,615.71,793.45,3399.61,3552.63,34871.8,77449.28,44315.28,517815.83,416109.76,289161.31,120677.16,116936.86,2526680.83,714917.45,26375.84,4091.87,666807.17,331640.23,208.01,90.16,150786.84,108945.87
"01:24","MCS 595","28-04-2025 17:09",78152.46,82932.24,1788.86,1665.72,40140.66,38537.32,24916.28,23787.9,7144.74,6880.78,730.24,708.4,5253.33,5436.85,653,712.76,3940.52,4073.28,85566.38,210522.71,9919.1,117656.34,1087733.86,725389.16,320661.89,277502.12,2976613.3,760869.18,83519.22,13472.53,707987.45,346919.32,504.95,206.5,469511.74,304415
"01:25","MCS 596","28-04-2025 17:13",66081.3,69844.56,2131.17,2312.43,29600.65,29928.89,23172.49,22854.54,5209.94,5231.39,255.09,255.85,5579.14,5661.74,541.33,546.89,3149.75,3121.18,85335.39,189933.96,15121.52,167271,833786.63,646049.95,346246.68,302663.63,2465632.69,670733.32,32872.01,5266.57,862569.15,402301.83,498.17,190.22,398578.72,273594.73
"01:26","MCS 597","28-04-2025 17:16",90120.58,91541.38,1686.37,1635.64,45150.88,44305.14,27089.49,24620.36,7531.11,7143.02,350.98,342.63,4383.86,4260.68,576.99,591.45,5172.94,5199.86,101421.22,245475.12,10589.49,130640.66,1357933.26,930483.42,378188.45,332272.49,3235731.06,977932.04,41932.05,7070.71,584262.44,292627.19,472.8,196.99,608877.99,438558.87
"01:27","MCS 598","28-04-2025 17:20",92506.83,92710.9,1104.95,1045.28,45176.86,48832.09,25026.51,23756.3,8853.4,8731.1,552.9,555.93,3246.23,3170.56,461.94,531.94,5531.66,5248.42,90693.35,220075.46,6273.25,72178.12,1308552.16,936270.76,329529.85,297302.47,3692856.27,1066035.92,61316.43,9988.98,412321.03,181580.46,349.5,154.87,607767.01,391290.48
"01:28","MCS 599","28-04-2025 17:24",92454.72,96268.72,1176.71,1278.21,47456.27,47876.13,31321.59,30374.66,9795.54,9741.1,301.5,317.07,3150.91,3223.13,483.83,540,5558.02,5605.01,109604.27,244058.2,7453.09,90520.44,1458488.64,1005687.57,406967.45,370983.69,4273320.39,1189084.84,38514.72,6230.96,445235.97,200516.75,392.09,175.45,699277.46,478386.38
"01:29","MCS 600","28-04-2025 17:28",87721.56,83100.8,2938.79,2845.32,41866.63,40977.61,30231.85,29658.72,10729.48,11661.18,391.49,411.66,7074.7,6756.81,392.82,429.67,4789.96,4872.07,93952.43,231524.61,18774.75,214333.09,1166509.76,887137.86,436824.24,402591.32,4787366.2,1388746.87,50845.31,7873.93,895799.57,454093.06,337.38,140.48,561252.92,368157.76
"01:30","MCS 601","28-04-2025 17:32",77485.75,76320.48,1277.4,1381.44,31118.72,31799.06,26377.45,25838.52,6259.22,5945.19,600.42,563.82,4034.56,4131.46,361.61,377.05,3882.44,4010.9,92017.23,221395.78,9012.26,102601.99,920572.18,719626.11,377248.73,339295.68,2711052.35,756822.69,75103.97,12131.58,582451.31,280269.42,319.03,130.68,467990.82,309031.81
"01:31","MCS 602","28-04-2025 17:36",97829.04,90592.88,1450.21,1475.82,44669.98,43603.3,28924.83,29177.38,9026.6,8750.42,302.23,296.17,4508.65,4674.89,551.14,575.18,5270.44,5141.79,104292.22,252355.47,8975.18,108189.61,1230916.49,860408.23,402555.46,361499.04,3825443.55,1099020.55,37090.79,5731.86,624199.49,288849.72,431.71,161.9,606251.83,442166.02
"01:32","MCS 603","28-04-2025 17:40",90202.5,91183.89,1589.81,1717.63,42487.05,40707.7,29062.73,26570.89,8040.8,7792.87,268.92,277.51,4402.61,4375.72,451.89,494.11,5373.45,5284.87,111737.02,263977.56,10472.98,127289.53,1308110.37,898767.42,408089.45,359351.74,3804721.93,1050627.02,34531.85,5934.21,638506.16,302902.96,410.56,156.31,607570.32,434364.84
"01:33","MCS 604","28-04-2025 17:44",72078.54,73545.97,3201.15,3306.75,34698.62,34563.78,27224.57,28392.99,8679.26,8556.94,488.13,506.06,8634.18,8750.03,655.36,694.16,4051.08,3911.97,87126.46,211328.35,20302.46,232499.85,1042720.75,739628.32,413508.78,352393.71,4130592.99,1136241.34,61863.08,10411.9,1215689.15,592302.94,565.44,221.22,499861.78,348311.28
"S1:8","QC MES 5 ppm","28-04-2025 17:48",4.7,4.72,4.76,4.34,4.83,4.89,5.21,5.42,4.95,4.84,4.77,4.6,4.83,4.99,4.86,4.64,4.92,4.87,21604.47,49450.65,100105.83,1235943.24,503576.67,383965.94,269760.11,254895.22,7237136.88,2008482.61,2089549.33,342785.92,2391050.52,1235334.63,14829.78,5591.52,2091591.08,1481004.93
"S1:9","SJS-Std","28-04-2025 17:52",76663.27,80578.58,19038.36,19843.16,37879.42,35608.48,23234.93,23083.84,14930.08,15601.88,599.19,553.51,13289.65,13673.23,650.65,741.11,3421.04,3495.83,34791.47,78216.52,43390.47,526698.19,406831.67,286064.44,119560.28,125376.92,2541858.57,700498.91,25585.25,4221.07,684824.38,329014.75,207.1,82.49,153730.43,100402.33
"01:34","MCS 605","28-04-2025 17:56",71645.09,65922.1,1686.51,1587.2,29579.34,29942.5,19474.84,19360.48,5275.41,5298.59,537.97,548.23,4748.2,4813.65,540.42,580.41,2999.66,3184.86,79615.23,204852.31,10519.74,130064.52,988522.83,646280.81,312968.16,267613.35,2443391.01,683189.34,71685.77,11417.4,698795.63,318633.46,486.03,188.06,395784.01,254051.86
"01:35","MCS 606","28-04-2025 18:00",69809.9,76722.53,1542.86,1456.56,33554.96,32386.47,24093.95,23804.06,6276.16,5882.21,309.91,303.2,4385.61,4156.33,382.57,413.44,3885.64,3747.16,90904.23,214526.52,9904.8,122668.55,966943.92,736148.02,350558.61,328522.36,2934549.49,799168.12,42740.74,6800.1,654800.51,296740.58,338.25,131.31,467510.87,322036.74
"01:36","MCS 607","28-04-2025 18:04",80272.65,76653.04,1746.68,1751.6,33551.81,32801.62,24402.79,23768.05,6878.32,6535.18,494.11,538.44,4907.75,4551.88,629.92,710.05,4016.12,3670.43,85380.14,204870.71,9819.09,120885.84,916074.4,702110.63,317360.7,284117.72,2769707.88,799227.01,57871.19,10065.73,581523.35,309067.13,527.13,202.6,444771.64,307512.9
"01:37","MCS 608","28-04-2025 18:08",82672.38,78996.04,1071.84,1064.6,40616.94,40534.4,25563.3,24406.2,8299.62,8543.51,444.25,449.79,3167.88,2947.76,345.49,416.87,4785.02,4541.15,86875.05,200761.03,6405.9,74738.46,1054487.48,795039.45,305819.69,296140.39,3445510.56,952659.94,50170.83,7743.55,422434.25,184097.52,286.72,112.88,512038.38,348170.36
"01:38","MCS 609","28-04-2025 18:12",88616.74,87234.83,1266.92,1193.84,40440.41,40467.41,27146.35,25738.22,7008.69,6901.4,483.16,529.72,4018.29,4119.01,489.55,502.41,4297.01,4358.23,102872.61,262120.35,8297.31,101633.34,1296585.14,884305.19,400078.47,374428.1,3467967.43,975484.3,64895.48,10526.76,609349.23,280745.23,434.89,177.99,567375.22,391199.61
"01:39","MCS 610","28-04-2025 18:16",76726.81,75972.06,1673.68,1747.44,32814.1,31157.38,24393.74,23064.09,6328.78,5954.46,642.13,636.2,4517.94,4374.84,539.5,575.06,3907.57,3729.17,84055.07,198512,9853.35,123256.68,832572.24,600063.77,305771.3,292521.23,2410035.23,731628.13,70740.36,12101.51,559488.44,267357.36,436.72,160,425759.11,276440.59
"01:40","MCS 611","28-04-2025 18:20",82430.87,86940.26,1069.57,1071.73,41106.07,41983.73,29548.31,28212.87,8079.23,8120.01,732.62,707.33,3579.73,3588.8,429.23,492.97,5054.01,5159.4,89002.25,227563.31,6240.16,74520.34,1149682.59,828553.79,369717.39,329157.45,3212072.29,977262.24,85133.11,13085.81,448867.03,227655.77,338.18,151.33,539596.29,383216.06
"01:41","MCS 612","28-04-2025 18:24",82400.05,88961.26,1290.95,1336.4,40929.22,42542.94,27998.86,27951.39,7944.26,7575.37,324.61,331.97,3332.73,3468.24,366.67,443.61,5075.46,4823.83,89889.07,226555.21,7144.08,89735.67,1064981.85,793933.16,358950.92,318426.56,3309698.86,901082.42,38789.9,6112.66,447323.89,208909.97,283.85,129.34,579066.07,377002.9
"01:42","MCS 613","28-04-2025 18:28",85608.09,85720.29,1164.48,1194.2,43079.29,43748.32,27732.8,27790.09,8068.95,7461.7,525.17,497.02,3393.05,3117.83,311.57,348,4988.45,4948.91,94874.87,213226.01,6455.83,80021.96,1188286.05,767639.64,363243.48,318893.56,3096728.07,885042.56,56010.47,8885.37,417260.16,196176.12,259.67,96.03,564827.78,355897.31
"01:43","MCS 614","28-04-2025 18:32",78851.15,76975.05,1394.01,1461.52,40679.12,39742.43,25025.89,24492.86,6773.9,6645.26,714.53,688.8,4229.62,4054.22,427.83,462.87,4312.29,4079.5,93929.11,224172.42,9213.25,108478.33,1234945.77,874349.68,347682,339853.6,2899869.38,853242.44,94008.75,14436.47,596489.61,295606.03,386.83,159.2,506572.49,372558.65
"S1:8","QC MES 5 ppm","28-04-2025 18:36",4.99,4.77,4.92,4.63,5.04,4.65,5.23,5.18,5.2,4.67,4.54,4.93,4.95,4.97,5.03,4.69,4.87,4.85,21627.86,48448.45,108117.53,1283106.13,531363.2,363719.21,280343.65,245312.56,7550002.01,2020628.53,2061897.43,334762.68,2325197.21,1157329.8,14209.67,5602.44,2101249.18,1429543.84
"S1:9","SJS-Std","28-04-2025 18:40",82961.2,77926.44,19053.92,20005.41,36631.56,38682.43,23902.28,22522.48,16062.07,14952.16,547.45,565.15,13166.38,12907.77,700.02,783.18,3496.82,3569.54,33234.07,79484.48,44219.21,532745.37,382383.96,292130.21,118370.98,123037.8,2594561.33,720724.9,26990.52,4055.03,675721.04,304781.63,202.45,90.57,155959.29,102778.36
"01:44","MCS 615","28-04-2025 18:44",86403.78,87251.6,1133.42,1147.24,40919.39,39641,31807.82,30140.4,7819.87,8141.6,546.78,522.75,3738.4,3755.51,439.52,493.11,5027.37,5419.74,98038.06,237824.36,7545.04,86823.92,1186588.77,858377.07,419788.4,364386.82,3421791.73,1044452.2,60878.68,10402.46,518718.16,263731.82,354.8,141.49,628172.47,410453.84
"01:45","MCS 616","28-04-2025 18:48",71982.64,71323.19,1936.88,1942.3,29999.49,31262.99,23732.4,22881.75,5266.69,5368.83,190.36,186.76,5429.6,5661.29,465.92,531.51,3413.28,3503.55,83184.73,204038.91,12843.65,148931.21,878101.02,594298.45,319065.17,298982.38,2389950.39,683284.34,24590.69,3670.57,732909.57,354849.4,375.7,151.17,411581.44,284194.19
