Rack:Tube,Solution Label,Timestamp,Al 237.312 nm ppm,Al 308.215 nm ppm,Ca 315.887 nm ppm,Ca 422.673 nm ppm,Fe 238.204 nm ppm,Fe 259.940 nm ppm,K 766.491 nm ppm,K 769.897 nm ppm,Mg 279.553 nm ppm,Mg 280.270 nm ppm,Mn 257.610 nm ppm,Mn 293.931 nm ppm,Na 588.995 nm ppm,Na 589.592 nm ppm,P 213.618 nm ppm,P 214.914 nm ppm,Ti 334.941 nm ppm,Ti 336.122 nm ppm,Al 237.312 nm c/s,Al 308.215 nm c/s,Ca 315.887 nm c/s,Ca 422.673 nm c/s,Fe 238.204 nm c/s,Fe 259.940 nm c/s,K 766.491 nm c/s,K 769.897 nm c/s,Mg 279.553 nm c/s,Mg 280.270 nm c/s,Mn 257.610 nm c/s,Mn 293.931 nm c/s,Na 588.995 nm c/s,Na 589.592 nm c/s,P 213.618 nm c/s,P 214.914 nm c/s,Ti 334.941 nm c/s,Ti 336.122 nm c/s
1:03,BLK 3,10/3/2025 11:20,1.28,1.04,0.03 u,0.9,1.93,1.92,7.86,10.75,0.07,0.06,-0.10 u,-0.10 u,3.53,4.05,-0.12 u,-0.34 u,-0.03 u,-0.04 u,102.57,583.83,-105.27,2268.18,2221.36,1713.55,356.23,23696.08,5371.56,1505.66,160.89,34.95,28859.44,2469.25,-0.66,2.88,342.78,163.29
S1:8,QC MES 5 ppm,10/3/2025 11:22,5.15,5.13,5.1,5.16,5.19,5.06,5.29,5.2,4.67,4.83,4.97,5.01,5.14,4.99,5.2,5.13,5.06,5.06,16372.48,38632.11,63174.85,936290.8,376752.33,282781.62,209048.51,170232.8,6100640.29,1785974.37,1672443.71,266178.69,1786250.73,906941.72,7495.2,4423.8,1684856.66,1138847.54
S1:9,SJS-Std,10/3/2025 11:24,75245.9,74230.28,20223.57,19891.66,34393.65,33540.89,21357.7,21230.12,14272.53,14221.96,521,514.32,14398.59,14013.75,797.32,811.15,3280.93,3278.17,22710.34,52936.07,23755.05,343773.73,237635.62,178500.89,78405.82,78626.5,1775646.39,500853.53,17184.97,2684.17,487829.61,238445.25,110.4,72.34,104298.39,70351.84
S1:9,SJS-Std,10/3/2025 11:26,75198.75,74199.79,20238.14,19905.86,34822.68,33885.58,21347.77,21275.21,14278.21,14223.11,520.32,516.6,14421.69,13945.55,805.22,844.03,3280.88,3282.73,22696.15,52914.54,23772.24,344018.78,240590.3,180329.09,78368.01,78750,1776350.6,500894.1,17163.08,2695.69,488586.35,237259.45,111.48,75.03,104296.88,70449.4
S1:9,SJS-Std,10/3/2025 11:28,75742.08,74230.36,20227.91,19915.35,34537.37,33580.86,21406.12,21315.92,14293.04,14242.8,523.09,512.41,14418.78,14055.01,835.35,813.73,3287.18,3286.95,22859.7,52936.13,23760.16,344182.51,238625.36,178712.89,78590.18,78861.5,1778191.61,501585.59,17251.84,2674.56,488491.11,239162.79,115.61,72.55,104496.21,70539.74
1:04,MCS 4191,10/3/2025 11:30,71171.8,69669.69,7577.25,7361.54,25684.38,24940.92,24866.67,24578.38,3890.79,3845.69,335.09,328.03,8933.59,8618.79,206.64,275.46,3529.88,3525.97,25889.77,59835.05,10670.7,153707.15,214032.68,160091.96,111239.42,101643.01,586593.87,164139.38,13441.39,2084.42,369007.83,175453.5,35.29,33.12,135153.88,91155.81
1:05,MCS 4192,10/3/2025 11:32,66089.41,64765.11,6976.87,6776.55,41582.18,40398.08,21669.29,21463.93,4678.99,4657.5,583.87,576.2,6007.04,5853.48,215.78,307.3,5879.78,5865.36,27082.88,62643.39,11073.64,159390.95,389762.46,291652.89,109159.6,100334.85,793184.66,223502.87,25891.17,4038.6,283482.88,133020.28,41.32,40.1,253239.51,170616.48
1:06,MCS 4193,10/3/2025 11:34,61717.42,60526.54,6786.98,6629.67,19461.02,18893.01,31414.2,30894.6,3707.29,3667.38,278.07,275.75,8558.08,8225.69,210.23,180.08,2782.25,2772.44,24700.03,57206.79,10512.64,152283.72,178528.93,133507.42,155729.76,132711.87,614646.53,172130.79,12315.01,1934.2,387998.12,184469.66,39.36,25.48,117249,78882.11
1:07,MCS 4194,10/3/2025 11:36,61490.21,60325.27,4924.19,4768.68,24965.88,24221.63,24312.12,23997.67,3559.25,3519.67,219.28,212.89,5906.76,5699.66,197.51,215.79,3852.89,3841.19,25783.26,59720.78,7965.74,114916.58,239716.11,179140.3,125734.18,111824.97,618293.78,173090.45,10265.01,1581.57,285093.03,132497.23,38.77,30.48,169926.52,114401.34
1:08,MCS 4195,10/3/2025 11:38,77614.66,76071.29,7732.3,7589.57,22380.38,21735.14,30772.07,30283.45,2817.67,2770.52,279.74,277.05,11045.38,10676.61,240.39,244.29,3021.63,3013.39,31236.22,72205.43,12066.18,175311.36,206445.16,154435.84,153437.36,131164.53,471059.76,131135.23,12458.76,1954.29,498983.08,242501.71,45.11,32.62,128073.46,86238.17
1:09,MCS 4196,10/3/2025 11:40,79201.21,77728.42,5612.91,5472.76,30764.44,29809.21,22285.54,22087.27,3691.27,3662.13,268.73,265.52,8259.78,7960.58,167.98,240.25,4607.03,4591.23,31598.93,73135.07,8652.57,125488.41,281054.65,209760.43,109339.14,100509.64,610448.93,171448.15,11889.41,1861.19,374118.76,177883.98,31.6,31.95,193352.77,130129.07
1:10,MCS 4197,10/3/2025 11:42,80301.07,79302.61,5457.51,5340.49,49146.08,48097.98,22780.36,22502.18,5229.69,5186.8,587.56,577.88,5703.82,5531.99,339.37,363.39,7110.92,7085.31,35508.24,82650.54,9334.85,135702.06,497132.17,374721.69,124288.96,110864.89,956213.71,268466.74,28084.84,4365.66,290200.55,135831.8,69.35,49.56,330513.03,222437.83
1:11,MCS 4198,10/3/2025 11:44,77030.7,75566.1,4580.65,4444.12,43908.28,42566.9,31472.21,30980.79,4886.31,4864.35,781.68,775.68,4121.81,4000.68,1221.51,1185.67,7654.8,7622.28,29652.13,68622.7,6788.78,98430.67,386686.78,288735.35,150020.04,128774.36,778328.1,219338.71,32434.17,5084.69,188520.67,83542.67,214.75,129.81,309652.75,208260.47
1:12,MCS 4199,10/3/2025 11:46,61062.84,59480.79,5268.51,5095.72,22027.79,21383.32,18294.4,18217.71,4228.87,4212.22,291.93,284.47,5757.58,5503.65,123.92,57.11,3107.82,3096.64,23345.55,53728.38,7766.35,111953.23,192951.79,144280.49,85328.92,83690.04,669282.7,188714.88,12347.6,1907.2,255126.31,115998.74,22.67,11.85,125065.65,84138.49
1:13,MCS 4200,10/3/2025 11:47,50640.37,49458.8,4949.15,4834.44,10446.39,10161.89,27633.66,27269.22,1499.73,1474.47,129.49,125.48,7967.02,7665.27,147.38,190.75,1676.12,1668.2,20735.24,47886.73,7811.55,113706.51,98347.33,73704.95,139795.21,121782.97,256887.48,71517.33,6133.89,947.3,370153.65,175544.87,28.55,27.11,72408.03,48636.34
1:14,MCS 4201,10/3/2025 11:49,75262.16,73508.51,6371.32,6292.64,44420.53,43322.5,22750.43,22590.35,5753.73,5712.8,850.41,843.44,8402.93,8043.61,630.09,695.01,7823.98,7775.91,32507.35,74868.88,10658.53,156072.15,438919.12,329700.5,121152.42,109098.08,1027108.55,288685.33,39486.06,6185.3,410412.89,195086.99,124.81,87.42,355122.15,238394.76
1:15,MCS 4202,10/3/2025 11:51,67407.75,65713.52,4963.98,4853.4,35452.51,34432.12,28553.3,28027.15,4151.74,4106.87,489.67,482.73,4742.79,4548.61,471.11,546.76,8565.46,8507.45,27002.24,62135.77,7668.27,111762.71,324963.88,243093.22,141444.78,122409.91,688572.34,192823.02,21318.4,3323.4,222491.91,99783.11,86.87,65.37,360422.83,241800.77
1:16,MCS 4203,10/3/2025 11:53,62822.77,61323,4179.59,4021.19,32432.05,31373.28,28187.93,27729.7,3365.8,3328.93,477.98,469.94,4427.94,4263.96,391.21,402.98,8439.78,8385.73,27004.59,62220.88,6917.81,99429.46,319015.94,237697.26,150012.06,128698.11,599594.79,167884.6,22305.8,3467.82,222871.71,100405.11,77.53,52.94,381059.84,255743.69
1:17,MCS 4204,10/3/2025 11:55,86425.24,84662.58,5033.62,4755.78,36283.92,35151.54,31712.34,31354.59,4781.52,4754.38,661.04,653.06,6960.43,6629.58,238.72,261.78,4803.44,4765.59,37596.57,86788.81,8460.86,118967.5,361319.42,269612.49,171310.92,144394.09,860620.88,242242.09,31033.01,4844.14,345169.13,161096,48.35,36.85,219815.69,147286.42
1:18,MCS 4205,10/3/2025 11:57,66160.2,64240.55,4384,4101.61,35819.97,34615.85,24626.12,24777.79,3699.26,3670.34,439.96,433.99,4568.84,4326.32,235,266.8,7176.08,7109.27,27838.06,63794.8,7106.17,99281.58,344854.02,256689.65,127872.47,115139.62,644774.91,181101.39,20149.53,3143.55,224953.96,99691.52,46.07,36.4,317252.34,212289.65
1:19,MCS 4206,10/3/2025 11:59,75043.46,73292.66,3740.99,3510.26,42460.17,40921.95,27008.23,27065.47,3722.29,3689.87,690.09,684.6,4337.55,4113.49,277.09,267.34,7788.21,7704.11,32995.84,75986.14,6326.92,88879.65,427127.04,317064.41,147025.91,128566.96,677964.65,190253.35,32708.94,5126.23,223369.45,99051.63,56.51,37.84,359860.03,240445.77
1:20,MCS 4207,10/3/2025 12:01,83478.36,81747.32,9025.98,8617.4,43294.19,41743.49,21510.25,21747.76,6667.71,6647.43,896.18,891.62,11057.84,10475.72,141.94,255.81,5095.8,5038.72,36651.69,84587.51,15400.41,217082.32,434955.01,323011.71,116351.91,107220.16,1209386.65,341304.18,42270.72,6641.44,543635.91,260024.9,29.48,36.43,235317.21,157149.47
1:21,MCS 4208,10/3/2025 12:03,65689.7,63782.51,4458.44,4196.04,34965.18,33695.71,28440.11,28486.92,3683.05,3659.53,490.95,485.74,4538.87,4303.49,398.18,428.56,8366.86,8262.69,27257.28,62470.35,7126.73,100150.98,331975.81,246418.63,146029.99,127798.27,633109.32,178080.1,22120.86,3460.35,220703.67,97687.37,76.2,54.19,364688.51,243265.95
1:22,MCS 4209,10/3/2025 12:05,62114.77,60268.52,4777.91,4491.62,34536.38,33243.08,28112.06,28185.97,3528.84,3516.52,505.41,494.48,4439.41,4213.61,379.33,490.64,8881.88,8768.19,26749.87,61271.02,7938.56,111196.95,340287.54,252289.16,149880.55,130680.87,629570.03,177596.73,23598.56,3650.86,223787.06,99349.48,75.35,63.27,401733,267886.93
1:23,MCS 4210,10/3/2025 12:07,78493.23,76211.02,4486.31,4247.23,41757.19,40466.4,39296.25,39180.03,5285.61,5241.53,796.91,792.86,4715.21,4431.37,766.33,771.74,8438.66,8324.91,31003.41,71002.7,6823.59,96543.66,377389.21,281688.57,193040.41,161022.35,863483.98,242399.82,33908.15,5329.05,218485.1,95675.28,138.67,88.67,350238.82,233382.2
S1:8,QC MES 5 ppm,10/3/2025 12:09,5.34,5.25,5.28,5.22,5.44,5.23,5.37,5.36,4.88,5.06,5.24,5.27,5.14,5.01,5.36,5.41,5.29,5.23,16973.53,39482.22,65354.74,947048.8,394406.48,292483,212017.54,174952.51,6374372.8,1871982.24,1764603.33,279502.82,1787842.46,910305.98,7725.8,4664.81,1762508.85,1176737.3
S1:9,SJS-Std,10/3/2025 12:11,77674.66,75417.39,20761.11,19963.56,35776.05,34442.2,21571.42,22166.64,14917,14837.39,546.61,539.24,14709.12,14001.98,906.25,781.88,3422.18,3375.79,23441.42,53774.59,24389.37,345014.25,247156.11,183281.39,79219.61,81191.75,1855623.82,522472.39,18004.2,2809.97,498000.63,238240.67,125.33,69.94,108769.17,72439.36
1:24,MCS 4211,10/3/2025 12:13,75104.32,73039.97,3668.27,3488.62,24220.72,23313.42,30428.3,30453.45,3120.35,3082.79,216.1,210.4,7603.93,7152.13,200.37,330.23,3669.9,3614.69,33182.67,76091.32,6232.46,88761.68,245159.73,181767.98,166834.13,142688.48,571794.29,159927.26,10645.28,1644.15,381120.98,176973.96,41.38,45.54,170634.47,113497.54
1:25,MCS 4212,10/3/2025 12:15,51065.34,49138.59,3599.35,3365.91,23987.27,23069.02,18030.49,18338.5,2945.46,2925.51,238.03,229.18,3987.24,3742.56,213.9,183.28,3386.99,3334.82,22481.37,51131.04,6085.74,85282.82,241732.04,179074.73,97223.84,93743.47,537623.85,151165.38,11623.68,1775.56,206717.89,89685.87,43.91,27.82,156819.64,104266.87
1:26,MCS 4213,10/3/2025 12:17,85918.98,83766.51,10928.44,10489.07,36836.48,35479.22,23350.61,23659.4,6851.11,6824.71,508.28,495.34,11145.55,10529.39,248.03,354.17,4448.89,4377.98,35325.98,81183.95,17475.07,247344.16,346694.28,257198.88,118320.83,108842.47,1163778.64,328166.41,22690.74,3497.31,514005.85,244424.61,47.5,45.47,192459.22,127904.55
1:27,MCS 4214,10/3/2025 12:18,78836.65,76674.81,4462.48,4236.82,43175.4,41418.62,37066.9,36999.07,5498.79,5454.82,823.99,813.54,4526.43,4234.11,730.1,791.05,8044.76,7923.54,32388.22,74283.2,7064.02,100157.24,405835.78,299869.1,189354.41,158534.6,934058.42,262300.61,36430.91,5681.9,218193.15,95059.5,137.43,94.15,347317.48,231063.01
1:28,MCS 4215,10/3/2025 12:20,75675.2,73694.48,3427.16,3262.34,44225.97,42693.57,30906.99,30909.71,4499.44,4469.68,834.07,826.07,3671.81,3451.18,855.75,890.49,7257.15,7144.38,33582.09,77106.05,5841.82,83406.67,448989.57,333836.55,170267.45,145068.29,826155.37,232322.83,39787.87,6223.87,193208.26,83073.56,173.7,113.22,338468.63,225067.23
1:29,MCS 4216,10/3/2025 12:22,84986.86,82576.14,9334.17,8999.56,35881.7,34344.69,22718.51,22999.91,6345.57,6289.63,542.12,533.66,10206.36,9641.94,299.23,316.99,4409.23,4327.84,36459.96,83495.25,15562.74,221506.57,352377.77,259792.69,120167.2,110114.07,1124917.9,315634.65,25195.53,3920.78,491878.32,233321.61,59.49,42.85,199020.84,131928.72
1:30,MCS 4217,10/3/2025 12:24,75686.44,72991.27,3045.88,2898.76,42620.65,40958.94,31804.51,31886.3,4351.7,4307.29,771.39,759.88,3487.44,3298.42,823.32,881.69,6509.81,6362.33,32705.9,74381,5040.7,72240.95,421367.2,311894.87,170612.68,145626.72,778288.3,218076.19,35881.88,5583.94,179903.65,76946.14,162.8,109.36,295691.26,195196.78
1:31,MCS 4218,10/3/2025 12:26,78097.95,75010.46,5117.4,4941.17,27226.87,26107.7,36416.32,36512.78,4360.65,4325.34,306.27,298.58,6671.92,6225.62,280.3,350.98,3558.06,3476.59,30921.74,70059.24,7817.94,112492.44,246927.63,182387.43,179116.37,151769.75,714864.75,200730.4,13379.47,2066.64,303106.66,136877.64,51.58,43.65,148292.96,97846.56
1:32,MCS 4219,10/3/2025 12:28,85063.16,82162.47,9813.07,9556.01,27387.71,26383.12,27071.89,27328.63,4872.44,4833.85,372.71,363.8,11814.38,11100.22,302.52,281.5,4283.29,4180.37,35132.55,79996.79,15751.74,226409.12,259125.29,192275.75,138277.73,123008.54,832683.63,233852.49,16849.23,2603.4,546262.53,259149.72,57.93,37.5,186147.93,122693.91
1:33,MCS 4220,10/3/2025 12:30,58492.69,56079.32,5476.92,5264.85,11021.59,10590.32,27309.79,27569.88,1934.3,1901.67,167.37,161.56,9662.14,9042.38,150.24,137.06,1932.32,1884.98,24703.9,55945.59,8936.28,127713.99,107008.87,79220.63,142628.06,126171.86,340432.9,94765.32,8009.9,1229.66,459168.6,214836.94,29.97,21.63,86056.29,56669.71
1:34,MCS 4221,10/3/2025 12:32,71954.83,69134.46,4348.89,4172.13,35046.39,33758.88,29858.9,30091.59,4903.96,4852.3,643.57,627.79,4485.22,4178.36,239.6,279.67,4900.67,4781.93,28235.16,64026.47,6566.03,94212.94,314736.93,233520.04,144977.71,127694.08,796097.94,222992.64,27301.26,4210.06,207326.07,89273.56,43.86,35.71,202223.03,133265.84
1:35,MCS 4222,10/3/2025 12:34,75227.55,72439.2,4808.02,4653.45,28192.22,27276.85,27761.85,28003.43,3665.86,3623.47,326.59,318.51,6097.08,5661.34,229.13,319.9,3438.31,3355.36,32570.14,73962.71,8035.87,115841.93,279514.62,208306.66,148845.38,130597.23,657579.88,184005.44,15517.1,2396.29,302929.99,136093.71,46.23,43.53,156690.14,103260.42
1:36,MCS 4223,10/3/2025 12:36,52901.35,50622.99,3476.24,3295.57,24323.53,23391.87,19069.36,19487.43,2985.9,2948.96,234.83,225.47,4078.62,3778.43,220.79,210.29,3590,3497.46,21645.19,48972.58,5450.77,77648.57,227833.34,168776.58,95505.06,92828.65,506727.4,141683.17,10699.63,1630.83,197305.93,83819.17,42.16,29.27,154473.18,101626.63
1:37,MCS 4224,10/3/2025 12:38,66313.89,63832.2,4925.28,4773.51,20426.98,19673.53,27429.8,27677.37,2956.91,2939.5,170.45,165.15,7805.15,7286.82,137.27,251.47,2993.76,2919.59,28435,64595.1,8152.1,117647.75,200742.07,148929.87,145548.89,128239.8,526066.97,148046.81,8266.98,1273.21,379622.65,174876.77,27.89,35.19,135146.32,88997.42
1:38,MCS 4225,10/3/2025 12:40,79711.44,76737.75,4924.18,4750.57,28602.82,27528.97,26790.84,27076.49,3991.85,3932.88,364.04,353.61,6634.49,6190.76,293.88,304.01,3871.55,3773.06,32966.08,74838.84,7859.29,112981.01,270916.81,200844.2,136982.22,122186.38,683826.75,190732.26,16488.87,2535.89,314237.44,142393.32,56.38,40.06,168502.9,110899
1:39,MCS 4226,10/3/2025 12:42,68108.02,65640.87,4243.35,4109.43,32213.44,31093.86,37236.79,37430.08,3513.93,3476.97,522.52,506.94,6118.58,5668.77,379.75,395.8,6282.23,6124.88,26449.73,60185.09,6335.84,91840.22,286336.55,212887.13,179590.98,152445.79,565770.43,158483.89,22035.14,3381.8,274188.08,121644.44,68.13,47.64,256396.1,168836.67
1:40,MCS 4227,10/3/2025 12:44,83281.54,80881.44,7119.22,6943.68,41982.2,40635.37,21884.71,22270.06,4942.29,4928.53,620.01,607.67,10397.72,9721.76,253.94,286.95,5662.92,5518.36,35488.87,81243.46,11763.12,169886.32,409380.99,305197.37,114849.66,106683.84,871246.38,245941.68,28551.32,4422.76,497526.09,233673.36,50.33,39.13,253758.41,167017.13
1:41,MCS 4228,10/3/2025 12:45,64479.25,62042.53,4314.27,4187.26,24052.17,23194.78,25220.9,25491.27,2845.62,2802.01,400.95,390.48,6614.75,6156.62,213.87,194.91,2845.8,2774.34,28005.11,63599.98,7220.34,104591.63,239262.08,177729.08,135350,121005.44,512895.31,142982.23,18985.41,2925.86,328163.58,148898.9,43.35,28.9,130137.68,85667.71
1:42,MCS 4229,10/3/2025 12:47,74488.76,71739.42,6335.96,6165.25,29745.32,28779.44,26218.83,26513.8,3995.62,3969.77,513.75,503.52,7248.5,6761.22,181.85,223.49,4184.81,4076.32,32190.09,73115.71,10604.17,153001.07,294315.37,219334.6,140139.63,124542.41,714985.62,201091.73,24070.14,3729.93,356429.37,163233.54,36.86,32.15,190251.68,125156.49
1:43,MCS 4230,10/3/2025 12:49,76826.04,73956.55,4380.74,4248.16,28884.59,27725.47,32119.86,32296.59,3670.14,3634.74,395.47,383.16,5683.79,5294.04,239.56,367.39,3800.54,3703.47,32101.95,72883.35,7052.92,102129.54,276390.76,204352.8,166539.54,143046.37,635515.15,178174.5,18047.07,2767.83,274165.93,122310.31,46.64,47.6,167121.46,109978.04
S1:8,QC MES 5 ppm,10/3/2025 12:51,5.33,5.19,5.09,5.14,5.31,5.13,5.4,5.43,4.9,5.07,5.23,5.21,5.19,4.95,5.16,5.41,5.32,5.19,16922.95,39055.39,63040.06,933761.9,384946.13,286928.12,213399.25,176853.57,6395183.14,1873309.87,1759303.85,276543.12,1804906.76,899309.08,7438.7,4659.12,1769921.92,1166806.52
S1:9,SJS-Std,10/3/2025 12:53,77440.26,74497.12,20050.86,19716.36,35020.34,33722.3,21630.15,22282,14912.74,14842.79,545.65,528.91,14846.91,13896.65,789.49,849.01,3429.41,3344.04,23370.86,53124.56,23551.24,340749.27,241951.55,179463.09,79443.22,81507.71,1855094.51,522662.1,17973.59,2757.8,502513.7,236409.09,109.33,75.44,108997.93,71760.45
1:44,MCS 4231,10/3/2025 12:55,78522.48,76070.48,4740.41,4561.97,47622.9,46117.35,17515.54,17856.4,6178.7,6153.77,702.81,688.93,2549.69,2387.47,217.87,230.3,5852.37,5700.9,35375.56,80785.72,8248.3,118176.42,490801.86,366067.9,96730.69,93553.09,1150090.14,324247.71,34113.57,5283.57,141002.97,56788.26,45.76,34.1,277210.04,182390.33
1:45,MCS 4232,10/3/2025 12:57,65193.3,62434.76,1340.82,1368.55,28903.29,27922,29191.28,29465.72,3029.76,2972.48,359.35,351.48,2387.75,2242.72,210.21,256.31,5435.51,5297.19,26229.28,59312.62,2000.31,32062.82,266211.96,198091.28,145305.38,128103.14,505842.61,140508.81,15847.29,2453.99,120518.1,46764.36,39.57,33.91,229868.36,151301.53
1:46,MCS 4233,10/3/2025 12:59,88427.62,85749.89,3116.82,3007.66,48173.5,46651.45,32095.58,32306.5,5007.07,4979.47,732.18,720.23,3558.13,3302.87,277.93,342.34,5639.96,5489.24,38812.92,88685.83,5245.13,76125.19,483786.24,360842.57,175008.24,149308.78,909100.57,255928.83,34622.27,5380.67,185898.51,78376.38,56.6,46.73,260342.05,171141.45
1:47,MCS 4234,10/3/2025 13:01,51709.36,49432,3466.51,3305.21,30409.99,29293.29,24482.34,24806.79,2889.43,2840.36,472.22,458.43,3670.87,3442.41,290.25,350.75,7764.09,7569.07,20579.76,46533.28,5283.02,75752.41,276859.84,205424.16,119975.22,110050.79,477159.7,132800.2,20433.35,3138.54,174729.84,73672.09,53.58,43.78,324406.59,213617.96
1:48,MCS 4235,10/3/2025 13:03,54572.03,52280.27,3606.1,3442.13,29310.67,28201.69,25646.43,25956.75,3665.19,3627.69,467.64,454.77,3271.51,3058.3,474.75,549.05,6046.41,5888.99,22126.41,50108.73,5606.56,80351.27,271925.81,201531.23,128260.04,115980.79,615443.55,172446.19,20614.33,3171.55,160165.11,66196.36,88.54,66.31,257522.24,169406.92
1:49,MCS 4236,10/3/2025 13:05,69902.4,67009.78,5424.51,5205.5,26584.86,25624.35,18393.71,18809.88,3655.67,3628.95,339.58,327.67,7197.08,6749.34,140.47,168.11,3794.16,3698.71,27549.66,62340.04,8253.08,117909.74,239961.39,178159.47,88581.85,87785.43,597135.64,167807.51,14709.63,2248.89,324191.39,148088.29,26.3,23.91,157340.67,103579.95
