Rack:Tube,Solution Label,Timestamp,Al 237.312 nm ppm,Al 308.215 nm ppm,Ca 315.887 nm ppm,Ca 422.673 nm ppm,Fe 238.204 nm ppm,Fe 259.940 nm ppm,K 766.491 nm ppm,K 769.897 nm ppm,Mg 279.553 nm ppm,Mg 280.270 nm ppm,Mn 257.610 nm ppm,Mn 293.931 nm ppm,Na 588.995 nm ppm,Na 589.592 nm ppm,P 213.618 nm ppm,P 214.914 nm ppm,Ti 334.941 nm ppm,Ti 336.122 nm ppm,Al 237.312 nm c/s,Al 308.215 nm c/s,Ca 315.887 nm c/s,Ca 422.673 nm c/s,Fe 238.204 nm c/s,Fe 259.940 nm c/s,K 766.491 nm c/s,K 769.897 nm c/s,Mg 279.553 nm c/s,Mg 280.270 nm c/s,Mn 257.610 nm c/s,Mn 293.931 nm c/s,Na 588.995 nm c/s,Na 589.592 nm c/s,P 213.618 nm c/s,P 214.914 nm c/s,Ti 334.941 nm c/s,Ti 336.122 nm c/s
1:03,BLK 3,7/10/2025 11:11,15.12,9.86,4.48,4.28,30.87,30.23,6.93,2.23,8.7,8.39,0.57,0.55,0.43,0.72,0.73,1.71,1.63,1.61,390.5,609.13,481.28,5122.86,13234.78,8458,2414.59,14295.32,59574.66,18512.87,1073.59,152.98,11938.31,1608.17,9.43,12.3,2352.07,1482.77
S1:8,QC MES 5 ppm,7/10/2025 11:13,5.05,5.02,4.81,4.96,5.08,4.97,5.04,5.48,4.59,4.75,4.88,4.97,4.86,4.92,4.93,4.9,4.94,4.93,22319.95,42273.23,90977.88,1004147.45,420472.1,267304.06,285553.39,261770.97,5966293.36,1986257.43,1765913.42,266736.02,2538111.96,1277074.32,11758.16,5045.95,1354205.39,990360.66
S1:9,SJS-Std,7/10/2025 11:15,76461.07,75638.07,19082.5,19109.85,36108.69,35107.39,20672.01,22136.4,14842.15,14624.54,558.76,557.03,11836.45,11855.7,612.05,682.75,3438.74,3429.98,35673.81,67158.21,38178.26,409474.27,316387.87,199930.94,124168.44,119816.06,2045426.64,648057.97,21483.66,3174.65,661536.35,326145.45,155.48,78.2,99889.77,72814.74
S1:9,SJS-Std,7/10/2025 11:17,76409.82,75514.45,18990.02,19042.43,35990.52,34893.1,20600.24,22012.97,14748.57,14542.3,557.15,552.09,11796.09,11822.04,630.47,660.65,3427.4,3418.65,35649.95,67048.8,37993.61,408033.19,315356.04,198715.09,123739.26,119225.01,2032567.58,644423.95,21422.14,3146.61,659318.1,325221.37,160.12,75.8,99561.02,72574.02
S1:9,SJS-Std,7/10/2025 11:19,77729.67,76653.86,19285.39,19333.45,36536.05,35618.02,20973.33,22436.3,14971.51,14769.72,565.71,564.49,12056.65,12017.67,628.69,683.7,3482.54,3470.58,35706.36,67011.02,37989.55,407880.87,315199.69,199711.7,124036.14,119595.33,2031475.18,644408.35,21415.97,3167.6,663420.52,325504.2,157.23,77.16,99602.59,72540.14
1:04,MCS 635,7/10/2025 11:21,50775.5,50628.77,1260.45,1292.2,30364.73,29600.69,19732.5,21497.43,2927.18,2876.9,459.98,460.57,2173.86,2185.46,512.13,532.32,5311.58,5301.14,69848.09,132463.25,7505.96,82525.36,783622.56,496428.99,348819.51,317637.73,1193008.13,377019.82,52077.47,7730.36,363571.55,177772.26,382.21,174.86,454558.86,332348.4
1:05,MCS 710,7/10/2025 11:23,56149.01,55898.94,1134.59,1171.08,27959.36,27263.21,22384.17,24481.74,2789.07,2738.19,318.94,321.53,2447.89,2465.09,207.64,239.17,4633.42,4638.44,75716.52,143361.09,6632.96,73433.53,707479.65,448316.91,387859.41,353018.11,1114768.6,351913.1,35427.64,5294.36,400228.39,196502.47,152.64,79.21,388766.88,285080.36
1:06,MCS 713,7/10/2025 11:25,64967.19,64970.7,1307.92,1382.63,26077.47,25425.08,39692.53,44957.95,2487.86,2451.23,211.33,210.26,3409.54,3440.92,398.14,434.3,4240.69,4223.54,99293,188826.84,8644.07,97944.65,747983.54,473923.42,779129.33,719970.67,1127206.44,357108.71,26631.79,3927.9,625654.99,310526.12,330.39,158.92,403358.2,294273.76
1:07,MCS 723,7/10/2025 11:27,49827.04,49364.5,1268.11,1330.29,10222.15,9916.75,33719.21,37730.3,1947.03,1913.1,92.95,91.49,5952.55,5996.5,292.87,311.07,1651.45,1628.87,72099.79,135855.71,7939.09,89285.54,278208.9,175423.68,626578.6,574742.86,836466.2,264274.79,11135.69,1624.63,1026766.83,511735.11,230.39,109,148822.47,107383.55
1:08,MCS 724,7/10/2025 11:29,36489.33,35830.02,934.04,961.11,8948.18,8677.75,22142.6,24064.99,1734.5,1701.01,71.27,71.44,3605.42,3625.66,228.4,242.37,1212.78,1197.54,43692.22,81630.22,4866.4,53749.89,201696.18,127145.58,340508.15,309672.73,617727.83,194794.27,7091.44,1053.19,519719.82,256228.93,149.01,71.62,90469.65,65263.96
1:09,MCS 729,7/10/2025 11:31,75953.09,74914.47,1936.96,2006.67,56896.92,55118.22,18253.78,19786.6,5986.26,5929.11,877.72,877.45,5136.94,5137.59,471.4,562.21,7207.98,7132.87,90906.11,170513.47,10011.74,111175.73,1277156.85,804002.57,280924.91,257180.13,2118770.32,674771.43,86426.04,12809.21,736181.32,362935.79,306.41,161.04,536784,389182.25
1:10,MCS 758,7/10/2025 11:33,81819.1,80318.59,514.13,542.17,51131.67,49522.45,22382.16,24426.65,3904.52,3851.17,866.28,861.78,1505.58,1507.38,308.74,366.47,5346.04,5343.49,106530.25,198862.39,2947.05,33391.25,1248751.96,785951.3,374583.85,340683.69,1505221.03,477382.67,92797.56,13686.55,242163.9,116347.23,218.68,115.35,433196.51,317191.48
1:11,MCS 759,7/10/2025 11:35,92308.28,89895.53,734.32,769.25,55691.69,53884.14,26142.57,28408.19,4348.51,4316.46,883.93,879.3,1941.76,1949.58,377.22,411.72,6000.75,5997.24,96309.7,178364.46,3361.36,37823.71,1089962.41,685320.27,350605.1,318416.63,1343855.64,428911.09,75886.7,11191.73,249889.39,120547.67,214.11,104.23,389640.21,285245.03
1:12,MCS 793,7/10/2025 11:37,81717.39,79341.16,12005.36,12322.02,46841.27,45194.58,29554.07,32371.05,4454.43,4407.35,1135.28,1128.19,2600.38,2609.98,565.39,632.16,7746.78,7650.89,89737.8,165697.64,56566.31,621696.97,964969.84,605045.59,417048,379117.61,1448363.35,460783.53,102549.51,15108.74,347750.11,169552.8,337.06,166.01,529319.78,383008.29
1:13,MCS 794,7/10/2025 11:39,65926.26,64219.92,1157.56,1202.29,37889.26,36648.48,23570.21,25796.99,3714.94,3678.47,792.77,787.65,2036.23,2062.52,458.28,522.83,4664.86,4615.05,88347.06,163667.2,6724.9,74910.43,952521.46,598729.14,405896.28,369063.33,1473920,469269.89,87398.94,12873.82,332778.97,163531.41,333.42,167.51,389019.24,281914.2
S1:8,QC MES 5 ppm,7/10/2025 11:41,5.02,4.84,4.59,4.74,4.81,4.67,4.99,5.4,4.35,4.53,4.69,4.74,4.75,4.8,4.65,4.69,4.7,4.64,22179.95,40686.29,86816.99,959339.05,398647.39,251141.61,282930.57,258505.54,5659245.35,1896763.11,1697407.31,254347.75,2481341.49,1247571.99,11083.36,4832.43,1287459.97,932684.79
S1:9,SJS-Std,7/10/2025 11:43,75421.72,72208.27,18129.39,18166.21,34083.42,32969.29,20357.8,21627.85,13979.97,13935.39,535.78,527.56,11632.38,11566,556.09,573.7,3252.38,3217.15,35189.89,64122.73,36275.3,389304.23,298703.85,187799.63,122289.45,117380.85,1926943.01,617604.94,20603.53,3007.36,650318.86,318193.44,141.37,66.34,94488.87,68293.06
1:14,MCS 821,7/10/2025 11:45,66019.89,63859.6,2201.89,2279.41,21367.76,20868.19,30393.7,33181.66,2381.02,2363.24,286.6,280.99,9432.91,9383.08,289.27,344.03,3382.32,3347.91,63992.26,117739.81,9220.09,102318.92,389067.75,246945.85,378493.95,344216.7,686159.95,218964.84,22908.23,3329.49,1089121.11,536281.03,152.82,81.75,204062.36,147847.81
1:15,MCS 829,7/10/2025 11:47,101079.23,98338.11,1001.87,1044.19,209223.95,205920.9,9534.16,10121.71,3287.98,3274.62,1271.14,1260.22,1012.57,1010.49,2109.14,2421.08,9393.64,9315.77,104839.49,193959.16,4531.39,50691.32,4067922.42,2601657.34,127469.61,121710.43,1011618.45,323936.19,108457.24,15941.49,134791.38,62467.22,1184.73,590.34,606261.98,440531.63
1:16,MCS 846,7/10/2025 11:49,96469.87,93397.15,1243.11,1304.47,142224.02,138212.95,12216.04,13021.46,3658.19,3641.07,2138.64,2117.24,1326.59,1328.36,1220.57,1463.9,8867.33,8780.09,98361.6,181095.37,5509.62,62020.47,2718587.05,1716771.71,160405.83,150260.67,1105840.26,353892.59,179315.63,26319.61,170457.67,80510.18,674.46,352.47,562578.53,408134.88
1:17,MCS 857,7/10/2025 11:51,186.69,153.22,67.06,66.73,449.93,434.73,4.91 u,-180.81 u,18.42,18.09,2.86,3.23,-10.00 u,12.32,19.59,11.62 u,19.79,20.67,232.53,464.15,323.25,3613.91,8280.84,5245.13,602.55,12231.9,10382.93,3274.72,284.54,45.24,9879.13,1341.12,10.23,6.23,1279.82,745.51
1:18,MCS 874,7/10/2025 11:53,89418.96,86845.91,596.11,631.69,189469.75,185707.82,9451.64,10053.35,2944.14,2936.75,1801.3,1784.43,928.3,927.59,1217.04,1503.73,7772.24,7695.83,105332.25,194538.96,3087.53,35143.16,4183772.76,2664692.84,143447.37,135526.14,1028666.24,329906.97,174498.55,25629.15,139897.04,65094.43,776.82,417.58,569709.32,413314.09
1:19,MCS 878,7/10/2025 11:55,98719.86,95627.08,595.96,629.22,205861.57,202329.92,8777.37,9321.38,3026.71,2998.74,1218.65,1210.02,904.86,899.77,2005.52,2360.79,9514.27,9422.83,103670.59,190968.44,2760.33,31319.59,4052487.14,2588183.58,118852.87,114418.72,943240.59,300478.16,105277.66,15497.76,122992.83,56388.02,1140.62,582.87,621701.86,451154.7
1:20,MCS 888,7/10/2025 11:57,92205.56,89532.39,1362.71,1427.55,69571.09,67477.31,14772.71,15867.2,4806.32,4800.21,743.62,736.86,2167.46,2167.05,576.59,691.7,7765.53,7685.15,118652.96,219082.21,7593.49,85287.81,1679001.08,1058231.28,244557.04,223681.73,1830140.14,587702.13,78746.86,11568.64,339977.02,165019.42,402.65,211.8,621852.52,450926.74
1:21,MCS 890,7/10/2025 11:59,77147.89,74742.85,6302.25,6663.53,20880.31,20201.96,46223.92,51948.94,3116.87,3108.41,212.08,208.29,5876.55,5858.27,535,537.01,3118.44,3083.37,91056.22,167768.42,31950.19,361773.87,462901.71,291068.7,700702.66,643904.86,1090691.21,349730.39,20657.41,3007.53,829107.67,408020.88,342.79,151.92,229146.39,165869.79
1:22,MCS 895,7/10/2025 12:01,52055.73,50460.83,1279.43,1341.03,24281.35,23560.78,22749.76,24864.95,2609.93,2601.97,343.67,341.36,2982.1,3003.32,199.78,238.6,2447.77,2417.47,72227.58,133167.41,7683.21,86339.52,632274.35,398705.43,405554.33,368277.75,1073511.18,344105.82,39267.56,5782.19,498894.15,246138.38,151.12,81.2,211417.13,152843.54
1:23,MCS 899,7/10/2025 12:03,62277.14,60146.98,1095.46,1157.34,19401.58,18832.95,28692.49,31690.22,1804.16,1786.1,150.61,147.14,3532.16,3566.44,121.69,176.17,2478.11,2449.05,82747.41,151990.84,6314.54,71539,484115.02,305403.27,489763.91,446484.12,712666.82,226847.39,16530.49,2393.8,564482.75,279837.73,88.66,58.57,204999.42,148294.61
S1:8,QC MES 5 ppm,7/10/2025 12:05,5,4.79,4.52,4.71,4.72,4.59,5,5.4,4.28,4.48,4.62,4.66,4.74,4.79,4.59,4.63,4.62,4.57,22103.35,40350.26,85395.69,953436.79,391157.94,247015.38,283332.01,258514.54,5566308.47,1874426.73,1674213.6,250422.39,2472741.11,1244576.24,10946.87,4763.35,1267775.92,918825.52
S1:9,SJS-Std,7/10/2025 12:07,75709.25,72305.6,17959.96,18247.86,33768.5,32482.98,20557.37,21787.46,13854.53,13839.36,532.89,523.33,11679.56,11607.68,555.09,618.33,3233.69,3202.09,35323.76,64208.87,35937.01,391049.51,295954,185040.33,123482.88,118145.15,1909704.33,613361.68,20493.02,2983.34,652912.44,319337.59,141.12,71.2,93947.18,67972.92
1:24,MCS 903,7/10/2025 12:09,114734.23,112201.07,620.21,691.45,211868.16 o,207381.62 o,7423.77,7898.48,2522.97,2515.58,1213.02,1200.74,785.9,792.32,2392.53,2758.13,10543.2,10429.25,166897.91,310321.69,3945.54,47160.64,5778307.48,3675297.2,139187.18,131928.86,1088509.55,348955.48,145162.2,21303.98,145795.26,68639.51,1884.59,941.1,954435.89,691895.22
1:25,MCS 915,7/10/2025 12:11,76542.04,73873.94,3468.33,3642.54,27081.38,26231.79,33321.95,36616.75,3644.98,3626.01,554.83,547.6,6893.65,6830.39,117.95,177.96,2963.47,2930.51,77639.2,142516.71,15150.23,170464.17,515764.64,324676.43,434251.2,395443.01,1095979.09,350552.53,46332.38,6779.34,835655.5,408781.81,65.91,46.06,187158.11,135452.06
1:26,MCS 930,7/10/2025 12:13,53880.23,51553.5,941.05,1011.37,22028.96,21427.53,25522.45,27491.45,1892.51,1874.46,197.66,197.56,2338.68,2308.4,265.66,309.96,2988.7,2953.52,45534.36,82898.32,3483.3,40181.16,349665.92,221052.53,277129.55,252374.23,477053.07,151914.83,13802.59,2044.6,243850.27,115545.11,122.55,65.03,157192.35,113653.97
1:27,MCS 934,7/10/2025 12:15,83509.59,80773.37,607.26,642.74,106451.36,103479.08,12239.08,13078.18,3294.48,3287.97,796.66,792.6,1315.48,1301.51,808.82,988.12,8420.75,8327.65,100365.38,184608.72,3205.81,36443.15,2398640.2,1515169.81,189335.03,175350.29,1173553.29,376578.69,78783.23,11620.56,197405.41,92870.57,527.09,281.24,629711.77,456303.61
1:28,MCS 943,7/10/2025 12:17,90867.24,87130.15,1580.78,1659.61,40774.59,39495.02,23296.05,25074.48,5308.41,5288.57,367.56,362.55,7026.17,6974.93,486.98,585.64,4720.32,4664.31,75229.06,137199.55,5685.05,64021.7,633551.95,398810.05,248021.83,227107.89,1301648.48,416953.24,25090.55,3668.67,696984.39,340818.7,219.26,117.11,243242.94,175977.07
1:29,MCS 950,7/10/2025 12:19,98320.11,94360.61,1030.4,1120.99,95246.29,92341.32,13810.89,14700.66,4724.96,4729.31,643.53,636.79,1886.4,1872.09,707.52,863.97,8332.39,8245.9,88633.3,161775.02,4058.37,47360.13,1609993.72,1014317.19,160323.47,149997.65,1261911.19,406104.66,47763.96,7006.89,211490.06,100132.31,346.22,185.78,467391.94,338855.85
1:30,MCS 954,7/10/2025 12:21,41092.99,39034.49,443.42,467.1,9553.8,9153.77,23866.15,25764.48,922.82,905.33,93.83,90.82,2072.76,2052.42,159.51,195.44,967.14,958.04,39371.45,71173.26,1896.89,21513.22,172439.73,107412.17,293689.12,267219.08,266230.52,83982.67,7464.67,1070.94,244911.17,116434.21,83.78,47.59,57800.84,41748.82
1:31,MCS 955,7/10/2025 12:22,96787.14,92397.33,524.84,548.69,252685.03,247598.82,6955.13,7122.92,3106.33,3065.71,786.65,780.38,672.91,695.18,2646.11,3057.49,8555.02,8490.17,58915.75,106992.87,1446.73,16320.11,2882052.31,1835111.12,54857.45,58351.87,563157.76,178703.61,39423.09,5797.79,59183.56,25638.5,872.15,438.31,323969.87,235471.35
1:32,MCS 957,7/10/2025 12:24,114418.17,108797.34,582.92,607.19,149702.22,145181.67,10900.49,11489.16,4206.62,4179.24,1006.71,997.28,856.95,876.77,1085.01,1316.1,8849.28,8808.13,61267.35,110821.63,1415.35,15914.51,1502601.41,946956.72,75426.22,77011.21,669798.05,213948.03,44371.96,6516.49,64994.51,28367.19,315.37,168.41,294824.48,214900.16
1:33,MCS 958,7/10/2025 12:26,67573.54,64160.73,3795.25,3885.99,27323.83,26472.3,14427.95,15221.99,3835.92,3803.39,221.66,214.88,7142.98,7102.01,419.57,430.28,3511.15,3466.12,39462.88,71307.57,9565.21,104996.23,299793.8,188780.5,108567.4,105071.5,665722.18,212227.16,10712.09,1539.25,502466.2,244779.6,133.61,62.53,127626.43,92136.59
S1:8,QC MES 5 ppm,7/10/2025 12:28,5.04,4.81,4.52,4.75,4.74,4.61,5.01,5.42,4.26,4.48,4.64,4.68,4.74,4.8,4.58,4.64,4.66,4.6,22270.51,40517.05,85397.75,960646.33,392399.09,247963.57,284156.3,259428.37,5544656.05,1874604.76,1680037.37,251247.73,2477515.73,1245820.39,10909.52,4778.45,1277532.85,924144.82
S1:9,SJS-Std,7/10/2025 12:30,75865.35,71959.26,17802.23,18222.27,33564.68,32548.8,20487.41,21665.45,13745.46,13732.74,531.94,521.21,11665.15,11578.21,592.52,626.47,3228.17,3186.94,35396.44,63902.35,35622.1,390502.54,294174.37,185413.79,123064.53,117560.9,1894715.87,608650.25,20456.48,2971.25,652120.25,318528.83,150.56,72.08,93787.2,67651.06
1:34,MCS 959,7/10/2025 12:32,71262.35,67136.97,7297.9,7486.98,23581.45,22768.48,19978.74,21111.98,3883.93,3832.59,371.62,362.17,10995.65,10948.08,272.43,349.78,3049.12,3009.27,33562.18,60187.63,14784.98,162528.2,208920.8,131123.98,121134.87,115851.73,544470.44,172748.5,14448.98,2087.32,620944.5,304030.1,70.51,42.33,89420.84,64471.63
1:35,MCS 960,7/10/2025 12:34,37056.67,34704.47,1121.13,1160.93,3112.15,2990.82,32159.2,34603.78,370.89,366.78,64.96,61.95,3821.1,3821.52,126.02,101.7,513,513.05,22388.63,39941.07,2973.56,33100.32,36244.14,22683.16,249278.98,228126.61,71676.41,22775.85,3301.67,466.65,282549.35,136390.18,42.28,18.23,19459.85,14040.27
1:36,MCS 961,7/10/2025 12:36,53523.22,50159.57,5382.66,5520.35,8417.45,8127.43,26772.64,28451.98,1621.37,1589.29,76.46,74.22,8127.42,8264.08,128.12,69.3,1256.43,1244.1,25711.71,45887.53,11134.92,122400.64,76713.46,48177.75,165261.58,153982.51,234987.38,74065.42,3096.72,445.25,470517.43,234093.75,34.42,11.67,37692.57,27135.62
1:37,MCS 962,7/10/2025 12:38,111370.78,106603.01,507.56,545.14,84674.33,82212.42,14260.2,15206.17,4486.67,4488.16,1099.23,1089.41,1134.35,1133.84,805.61,910.89,10130.33,9998.48,105258.53,191596.78,2134.07,24642.75,1500852.23,946947.86,173530.61,161519.33,1256467.74,404115.96,85480.39,12559.91,137371.19,63853.98,413.13,204.96,595767.98,430839.42
1:38,MCS 964,7/10/2025 12:40,129671.06,123089.37,848.39,902.61,45333.73,43957.52,47673.5,51405.63,4222.92,4160.91,461.39,454.83,3298.77,3276.15,286.24,341.9,4819.13,4751.82,59966.09,108283.92,1758.8,20145.22,393776.25,248153.51,283361.36,258006.92,581450.63,184211.28,17613.63,2573.72,190769.8,89930.32,72.78,40.82,138779.28,100091.54
1:39,MCS 965,7/10/2025 12:42,45281.36,42243.84,3674.11,3712.4,17589.37,16997.17,15125.76,15917.43,2184.89,2142.84,115.16,113.49,2958.01,2932.65,138.86,185.34,2118.26,2092.03,23455.73,41680.48,8214.1,89011.45,171431.85,107692.63,100865.76,98348.39,338755.25,106829.54,4975.58,726.42,191218.6,89998.32,40.02,26.28,68315.38,49236.06
1:40,MCS 966,7/10/2025 12:44,88134.25,83525.48,1620.86,1709.95,39332.99,38152.46,23326.79,24905.56,4677.21,4655.49,494.15,484.83,5930.06,6017.7,481.76,556.89,4785.65,4716.83,57124.95,102990.94,4577.73,51821.3,478588.04,301698.17,194489.4,179624.26,899387.72,287828.59,26395.67,3839.22,464090.45,230369.43,170.03,88.16,193057.08,139267.31
1:41,MCS 968,7/10/2025 12:46,55202.23,51989.85,7731.62,7961.74,10405.56,10067.02,23452.12,24957.88,1468.87,1438.41,79.83,78.58,11516.39,11405.8,154.98,181.03,1394.33,1376.77,31579.61,56619.11,19001.12,209615.42,112473.16,70752.9,172462.79,160314.3,253194.75,79728.55,3831.74,558.64,786896.05,384492.8,49.09,28.06,49765.46,35798.27
1:42,MCS 970,7/10/2025 12:48,89542.12,84701.21,586.8,617.27,179749.95,174542.38,9953.02,10463.33,3369.21,3342.92,1077.3,1065,1071.95,1079.81,1290.17,1567.09,8809.36,8734.06,58764.08,105746.21,1727.77,19580.29,2210603.53,1394887.22,84337.96,84349.43,657563.38,209768.06,58166.73,8524.93,93836.5,42447.86,459.03,243.95,359638.72,261166.75
1:43,MCS 972,7/10/2025 12:50,74773.5,70402.62,1261.49,1303.55,34787.34,33719.94,18050.72,19059.93,3629.31,3601.3,212.6,206.29,2353.37,2343.04,230.56,284.26,3932.99,3877.81,39636.71,71023.44,2940.68,32669.83,346281.46,218154.88,123216.39,117533.23,572539.1,182657.55,9337.12,1342.82,157894.31,73808.31,67.24,39.06,129760.47,93566.34
S1:8,QC MES 5 ppm,7/10/2025 12:52,5.05,4.8,4.48,4.73,4.73,4.57,5.01,5.42,4.24,4.43,4.63,4.66,4.75,4.8,4.57,4.61,4.64,4.58,22310.8,40389.01,84636.02,957336.75,391971.33,245777.99,284145.22,259259.69,5511330.07,1855056.35,1678703.03,250358.86,2478784.19,1246134.39,10887.32,4748.15,1273199.51,919586.89
S1:9,SJS-Std,7/10/2025 12:54,76283.09,71955.83,17723.72,18207.84,33466.85,32325.58,20467.48,21665,13666.82,13658.02,534.29,522.4,11561.9,11595.2,595.8,721.16,3234.15,3188.27,35590.95,63899.32,35465.34,390194.03,293320.15,184147.29,122945.34,117558.75,1883908.08,605348.25,20546.65,2978.04,646444.51,318994.93,151.38,82.38,93960.55,67679.45
1:44,MCS 974,7/10/2025 12:56,96751.55,92013.25,668.69,780.7,254253.14,247923.81,6068.14,6320.16,2211.86,2179.3,1034.68,1023.93,801.32,817,2141.65,2547.95,9767.86,9629.57,64488.79,116662.81,1987.56,24868.1,3175652.06,2012223.72,52438.23,57091.17,440404.32,139518.52,56747.68,8325.61,73871.33,32790.05,773.16,400.35,405023.81,292488.64
1:45,MCS 977,7/10/2025 12:58,49394.58,46128.93,4824.09,4942.35,11346.3,10956.9,19981.34,21147.69,2126.92,2084.42,119.1,116.91,7169.47,7141.16,175.33,202.87,1945.04,1918.58,24356.12,43321.83,10248.08,112547.7,105703.61,66375.82,126711.64,120737.31,314370.2,99065.93,4900.09,712.59,427002.62,207685.35,47.86,27.22,59748.7,42980.59
