"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:07","MCS 578","28-04-2025 15:45",96513.05,88632.63,812.3,898.73,43117.9,41994.72,34856.91,33844.81,8677.47,8417.16,614.45,657.45,3400.03,3527.28,367.44,372.08,4951.42,4977.04,104983.91,255816.25,5132.02,62660.23,1191698.09,859038.34,465084.02,442951.06,3790472.59,1060009.14,80173.98,13262.49,458269.23,223742.89,306.07,114.64,594581.02,418905.44
"01:08","MCS 579","28-04-2025 15:49",75348.68,71078.14,1157.22,1167.94,32725.33,31936.97,24044.33,24100.65,6548.93,6905.19,566.85,561.64,3935.38,3717.37,390.03,433.91,4182.69,4218.68,84296.72,215594.74,7844.73,93799.88,987412.67,714819.76,356297.55,310037.57,2982342.92,839469.43,75913.27,11563.43,545680.04,268197,371.13,134.48,517365.25,365163.84
"01:09","MCS 580","28-04-2025 15:53",112219.52,108927.27,1360.34,1395.59,47128.58,51357.55,36094.65,35290.23,9969.22,9371.36,693.01,727.39,3821.8,4043.18,768.29,844.57,6361.78,6200.4,117342.2,300411.2,8804.2,101787.07,1442203.99,1011926.74,470930.38,473345.38,4310423.16,1162469.28,82672.03,12879.17,526496.44,263309.05,614.56,268.33,753874.58,475920.44
"01:10","MCS 581","28-04-2025 15:57",100357.14,93260.09,1132.92,1097.84,44799.81,46554.88,30236.62,32728.29,9615.68,9299.14,546.52,533.63,3916.86,3970.97,454.44,486.61,5768.91,5523.43,100800.43,238787.1,6171.26,76226.13,1274301.45,901926.54,394117.41,351086.73,3725418.28,1054614.71,62364.57,9983.08,493620.35,248632.57,349.03,130.53,605488.47,391319.42
"01:11","MCS 582","28-04-2025 16:01",84142.13,81260.22,1436.13,1458.36,40090.66,40757.49,26909.44,26760.33,8575.03,8316.19,597.49,573.36,3091.21,2780.57,332.06,396.28,4954.3,4689.03,75711.77,180871.9,7654.27,91787.39,956040.22,718181.71,304076.46,276206.59,3244823.68,923623.54,58363.78,9601.59,342287.68,155643.43,247.59,98.36,499469.27,339710.49
"01:12","MCS 583","28-04-2025 16:05",83743.04,85052.05,1757.83,1767.06,40401.96,38787.94,25895.09,24873.72,8193.27,8189.29,479.63,464.34,5088.54,5362.25,560.31,614.46,4944.96,4742.58,94205.72,234462.86,11239.82,133319.22,1092101.61,848295.47,361494.27,331295.95,3474675.63,915514.06,54313.83,9498.84,662178.85,332342.19,461.18,192.36,566531.18,374761.76
"01:13","MCS 584","28-04-2025 16:09",89957.43,86377.92,1375.44,1312.92,41733.69,43552.54,29081.45,27321.26,8191.17,8550.02,306.36,303.04,3248.48,3272.67,504.45,549.37,5343.23,5216.94,102753.31,249349.86,8527.64,102295.1,1187657.24,904484.91,380906.25,380775.11,3495025.66,967177.89,37869.72,5899.18,477161.23,232417.55,425.84,166.85,623016.55,410036.46
"S1:8","QC MES 5 ppm","28-04-2025 16:13",4.76,4.82,4.77,4.78,4.75,4.87,5.62,5.08,5.02,4.72,4.73,4.87,4.96,5.14,4.67,4.83,4.53,4.85,20610,51020.45,102143.98,1196932.53,513277.68,359330.72,262552.32,266877.43,7316073.15,2211721.88,2192546.86,355441.07,2367619.03,1239743.66,14915.17,5753.82,2053781.08,1422568.26
"S1:9","SJS-Std","28-04-2025 16:17",80791.4,82310.51,18874.26,19416.41,35644.85,37928.65,25110.4,23172.07,16033.77,15383.62,563.43,593.75,12786.24,13631.64,662.29,801.98,3643.44,3607.59,32352.97,80698.83,47290.94,546921.52,410685.86,289065.13,120224.22,121456.35,2499017.15,691347.73,25221.76,4000.04,670613.98,308182.17,228.82,93.47,153499.62,109285.46
"01:14","MCS 585","28-04-2025 16:21",69404.73,74623.18,2408.48,2288.89,30398.32,31066.03,22929.09,21601.7,5679.86,5998.32,277.72,286.55,4766.88,4725.12,848.7,916.84,3710.75,3702.81,80952.65,180321.62,13369.02,157624.41,765118.32,541340.91,276642.14,268093.52,2518022.32,645159.82,31293.06,5272.28,608313.02,298916.82,659.41,255.05,386855.54,264810.61
"01:15","MCS 586","28-04-2025 16:25",87856.5,85831.9,1005.68,1109.07,47262.13,47327.78,28956.75,28171.5,9262.42,9033.16,675.81,703.34,3156.03,3383.21,428.89,462.03,5178.5,5434.62,105772.77,243950.12,6547.44,82717.53,1373325.55,1013437.4,386982.2,368814.92,3895471.55,1179673.83,84043.51,14298.3,469795.08,224017.33,356.4,147.45,635678.4,424587.01
"01:16","MCS 587","28-04-2025 16:29",96048.82,100875.55,823.1,907.34,44374.45,44600.65,34428.67,33876.98,8716.97,8867.08,622.12,590.02,3003.83,3118.53,367.57,426.82,5663.07,5628.25,111347.46,262211.68,5432.39,68777.17,1250329.4,918209.02,468741.18,436595.23,3717169.73,1084277.84,67891.39,11446.54,434890.64,209028.11,315.03,130.47,640556.31,425047.37
"01:17","MCS 588","28-04-2025 16:33",84182.58,83074.36,1427.83,1507.3,39800.24,40250.7,28126.3,29319.63,7898.95,8016.32,458.82,443.82,3676.5,3685.51,350.41,408.48,4891.19,4684.79,96727.78,227438.16,8659.16,101782.8,1113767.22,759038.02,375550.48,370231.09,3614795.76,955041.65,53557.31,8304.3,513937.49,239165.11,282.51,121.13,556096.8,404887.24
"01:18","MCS 589","28-04-2025 16:37",84001.97,82352.66,1248.55,1237.31,38236.87,37998.94,22914.02,22510.17,7813.29,7340.37,881.76,831.46,3935.41,3610.93,430.05,503.58,4353.41,4397.89,89934.18,213980.93,7318.31,80847.93,1067159.94,780892.08,320245.25,283452.12,3043830.97,891153.37,96246.84,15487.41,482336.02,230463.18,362.54,151.1,522755.3,334141.98
"01:19","MCS 590","28-04-2025 16:41",60536.1,58930.97,1943.55,1918.46,26429.15,26154.3,18687.06,18059.23,4642.48,4705.3,541.99,509.61,4625.32,4625.52,356.16,398.1,2509.94,2372.66,71355.18,169598.5,12666.61,143201.83,696418.18,515705.57,257857.42,239842.68,2014874.81,533106.69,62263.63,9984.33,638333.74,302249.95,305.31,124.12,279053.65,193484.69
"01:20","MCS 591","28-04-2025 16:45",87676.82,95984.27,1295.23,1323.11,46333.87,45047.21,28617.2,27551.97,9135.47,9242.49,267.25,258.85,3615.81,3438.64,259.33,334.29,5057.47,5110.61,105047.3,255883.33,8822.62,100743.67,1298925.41,988695.9,412910.53,354184,3800107.67,1154344.31,32305.2,5214.05,504651.73,231509.69,218.97,107.73,640150.84,439079.46
"01:21","MCS 592","28-04-2025 16:49",61192.09,63956.69,2191.09,2327.19,31003.61,32256.9,17010.42,17177.34,5389.19,5235.43,209.81,204.31,4423.48,4506.53,495.56,522.1,3507.11,3488.07,72572.75,166419.46,14714.5,167241.84,907980.79,623253.58,242580.71,213809.5,2402187,656806.38,26741.51,4173.32,631412.93,292522,426.4,165.42,394760.63,281008.78
"01:22","MCS 593","28-04-2025 16:53",83838.28,83886.97,1405.28,1345.48,35053.27,36390.97,25876.86,25865.27,7192.61,6853.26,788.88,812.86,4516.73,4251.84,447.58,506.87,4226.15,4189.51,94834.25,230340.04,9288.97,105781.93,1090408.98,796502.64,363935.27,356879.68,3352111.63,860752.12,97862.98,15436.41,594700.35,294236.72,393.26,161.15,487566.07,332620.04
"01:23","MCS 594","28-04-2025 16:57",72734.32,69257.11,1904.77,1969.85,28411.28,29276.55,20063.4,21380.28,6859.62,6930.62,223.75,220.56,4188.83,4018.19,491.49,534.11,4297.15,4454.99,78324.11,186737.53,10827.79,137344.04,821430.24,536338.51,261490.51,235148.17,2800648.49,727874.93,24434.98,3947.29,536732.32,241641.88,358.25,158.69,475830.07,323904.51
"S1:8","QC MES 5 ppm","28-04-2025 17:01",4.8,5.06,5.07,4.63,4.61,4.72,5.18,5.36,4.82,4.48,4.84,5,4.74,5.03,5.07,4.96,4.95,4.56,20793.42,48481.81,106410.27,1210828.12,525358.23,381286.83,273254.77,249935.92,7072244.53,2230083.34,2144385.65,360794.57,2348252.67,1181090.16,14967.6,5632.78,2163331.93,1483130.36
"S1:9","SJS-Std","28-04-2025 17:05",76165.91,80828.64,19115.01,18709.17,35566.62,36860.76,24909.16,23873.84,16152.67,15892.62,603.35,581.32,12942.48,13636.99,628.07,756.56,3680.16,3407.6,35522.18,77598,46762.15,505127.26,406746.01,293449.16,124227.72,123490.25,2614261.26,725395.65,26934.86,4066.11,662153.28,316004.95,207.6,91.67,155649.72,100033.63
"01:24","MCS 595","28-04-2025 17:09",75887.91,80831.52,1715.92,1689.36,39762.55,40156.85,23424.97,22914.55,7085.01,6614.16,721.52,737.76,5451.19,5673.88,624.91,712.81,4054.43,4061.36,84357.38,200773.73,9902.49,116801.07,1075307.82,782982.07,321224.26,289457.79,2941298.72,833533.64,82753.77,13713.2,688097.69,324925.21,508.78,213.94,443844.01,299130.65
"01:25","MCS 596","28-04-2025 17:13",65249.2,65668.13,2177.48,2178.95,28535.51,28645.55,23053.41,24285.6,5376.9,5409.27,276.29,267.07,6054.54,5903.52,538.22,545.35,3106.09,3116.53,82694.28,190157.65,14127.88,175567.07,913233.23,639812.49,341167.8,330941.15,2423121.1,675204.3,33170.77,5513.55,808987.81,412087.24,461.38,183.57,408185.74,272809.96
"01:26","MCS 597","28-04-2025 17:16",91950.05,93763.44,1577.22,1723.36,43881.79,42660.64,26262.87,25608.11,7388.81,7069.48,343.7,363.9,4326.74,4176.16,584.56,619.72,5216.22,4885.69,109179.36,265886.37,11084.18,131144.16,1278639.75,926631.02,357952.38,344103.91,3514480.97,907285.82,43650.89,7032.65,571853.72,291652.39,481.55,200,587074.61,420608.13
"01:27","MCS 598","28-04-2025 17:20",89917.03,88126.73,1072.33,1140.73,48553.02,46266.27,24347.18,23415.59,9264.48,9175.81,513.94,537.37,3180.37,3203.2,447.8,519.29,5579.88,5340.1,95119.36,218792.08,5998.42,73078.31,1224749.62,890847.04,308090.44,284664.49,3627778.19,1050870.1,56368.81,9967.06,398771.31,188083.22,344.7,151.1,578403.06,405648.22
"01:28","MCS 599","28-04-2025 17:24",89647.81,93413.17,1248.05,1280.25,47470.84,48179.76,30086.84,29769.71,9649.43,9024.07,299.08,303.94,3053.46,3138.26,477.69,553.7,5575.98,5502.99,102228.69,257695.37,7676.62,90268.63,1438151.59,1001866.36,407117.94,398404.21,3993903.61,1140544.48,37440.57,5939.05,408197.68,213128.66,417.08,177.01,681571.99,453894.26
"01:29","MCS 600","28-04-2025 17:28",85475.5,83203.53,2762.11,2973.23,42757.34,43430.24,29831.57,30759.66,11016.92,11191.92,415.91,403.94,7083.49,6697.69,375.55,441.53,4783.98,4585.02,96661.93,224745.9,18754.39,224361.14,1257206.96,886397.08,432764.89,405691.93,4861971.56,1448588.27,49824.24,8014.45,946000.93,443475.6,338.42,140.79,577037.29,367386.71
"01:30","MCS 601","28-04-2025 17:32",76882.58,80094.42,1294.58,1408.22,32147.15,33831.85,24911.84,25319.89,6465.53,5927.08,596.29,577.68,4164.22,4302.02,339.3,386.37,3742.86,3749.19,94072.82,221106.45,8660.38,101111.52,977554.97,701575.39,351792.85,335709.1,2898358.46,791441.33,71816.29,11838.96,575661.92,294861.72,317.96,130.47,485159.82,314985.07
"01:31","MCS 602","28-04-2025 17:36",98795.26,94500.42,1355.25,1468.5,44976.04,45502.82,28299.24,30402.3,8456.43,9158.31,306.95,303.8,4846.15,4868.45,514.97,541.93,5390.71,5262.23,105580.91,254634.67,8251.61,104062.52,1314938.7,927957.33,383972.52,354236.76,3962574.42,1092908.43,35363.69,5830.46,601091.93,307294.9,407.5,175.25,611118.1,416313.33
"01:32","MCS 603","28-04-2025 17:40",93843.32,90910.91,1650.76,1638.61,41554.49,43158.03,28856.67,26764.91,8192.43,8137.66,276.65,280.13,4637.52,4428.49,447.02,491.64,5165.97,5165.18,112259.23,271990.17,11098.74,135022.87,1221620.17,866613.67,384513.04,379286.25,3746367.18,1057261.24,34604.5,5927.51,630877.84,320830.65,398.13,168.8,664280.59,438013.13
"01:33","MCS 604","28-04-2025 17:44",72076.31,70788.34,3273.04,3112.96,34692.36,35914.96,29710.29,28440.1,8858.73,9190.9,510.47,514.69,8713.66,8881.34,619.67,703.47,4249.69,4120.48,85968.81,194023.61,20761.22,230128.33,1066134.96,747362.24,386509.89,360769.72,4022272.96,1150893.2,60047.86,9764.61,1227782.17,573667.46,547.3,234.77,512032.41,322034.53
"S1:8","QC MES 5 ppm","28-04-2025 17:48",4.7,4.78,4.81,4.7,4.76,4.65,5.1,5.52,5.12,4.63,4.84,4.66,5.1,5.12,4.9,4.79,4.99,4.65,20887.92,50947.5,100483.05,1270416.75,531445.22,362453.22,266662.22,263745.51,7336925.23,2034696.35,2226086.92,355601.12,2422411.55,1264832.26,15014.86,5468.19,2099201.91,1466750.39
"S1:9","SJS-Std","28-04-2025 17:52",82558.68,79938.16,19823.92,18343.39,36264.54,38771.87,24073.03,22855.72,15058.72,15302.77,594.83,581.03,12485.79,12798.28,644.08,760.96,3540.82,3483.6,33086.52,84008.77,44022.04,497359.7,390313.8,276982.49,115734.72,122192.83,2558389.56,722129.57,26220.46,4077,642809.54,318138.9,202.64,85.86,160320.19,106099.83
"01:34","MCS 605","28-04-2025 17:56",68548.37,68242.92,1683.53,1600.63,30558.39,29968.39,21169.72,20814.77,5040.03,5200.44,558.77,548.35,4463.81,4792.87,534.5,586.29,3176.55,3102.07,80880.01,192313.99,11216.46,129155.74,923324.06,678750.03,299663.65,276447.84,2374996.11,645401.21,71443.17,11668.14,665943.82,334654.07,469.69,187.78,398663.67,276962.51
"01:35","MCS 606","28-04-2025 18:00",71620.04,70770.27,1550.2,1456.58,32356.27,32088.33,24940.18,22218.68,6285.1,5992.97,330.61,316.67,4463.87,4295.26,386.96,410.73,3817.49,3732.22,89068.6,204671.18,9838.43,123974.34,1029928.94,724761.17,348315.42,329973.98,2761964.64,773966.73,40890.7,6688.76,607411.93,285874.66,316.68,131.2,481731.54,331761.85
"01:36","MCS 607","28-04-2025 18:04",74348.43,76943.45,1684.2,1740.03,34260.69,33460.51,24722.75,24848.95,6833.79,6521.78,535.34,509.22,4670.76,4603.08,615.17,668.71,3989.22,3919.65,86462,207354.07,10710.62,118206.98,974782.44,670390.45,334772.74,284294.49,2876488.68,743626.65,58150.33,9278.58,637039.89,290268.81,492.31,196.56,438943.02,284292.37
"01:37","MCS 608","28-04-2025 18:08",74968.14,78595.18,1039.77,1094.63,38586.34,38839.6,25615.56,24544.72,8076.88,8086.49,442.88,453.76,3007.08,3113.4,344.04,387.34,4923.61,4587.1,83265.32,211127.35,6670.6,75869.08,1108759.67,769968.37,312584.31,279569.12,3409293.66,953324.84,50270.47,7587.4,410022.06,187970.51,291.81,118.51,540719.46,370531.37
"01:38","MCS 609","28-04-2025 18:12",86869.38,88411.67,1209.63,1245.73,38280.79,40261.27,26811.79,26119.13,6976.43,7248.21,515.48,507.24,4173.58,3971.94,504.7,525.46,4231.3,4432.6,107878.22,252527.87,8657.34,95618.61,1207083.91,856327.98,395154.95,347426.7,3593774.32,1006451.33,67158.72,10757.67,616206.21,302648.63,447.19,182.7,571416.71,381025.59
"01:39","MCS 610","28-04-2025 18:16",75968.34,75613.18,1811.7,1666.61,31097.01,31611.22,23785.86,24533.76,5929.42,6032.08,623.46,666.87,4189.63,4531.81,518.53,596.34,3756.45,3770.26,79406.88,184958.16,10160.05,124588.18,872556.4,618778.82,321655.1,282536.01,2637882.73,733270.31,73031.42,11905.91,551589.46,257321.78,426.36,168.99,400579.8,296006.32
"01:40","MCS 611","28-04-2025 18:20",88472.82,84894.63,1012.95,1116.2,42260.85,38931.67,27402.12,28051.83,7786.1,8348.97,700.81,695.5,3671.49,3404.57,446.77,489.08,4859.66,4927.85,92594.16,222640.92,6316.72,77103.45,1092047.3,802855.8,355259.02,353238.94,3462405.3,914270,85859.79,13658.83,482277.06,220936.67,330.82,142.71,540570.55,384052.64
"01:41","MCS 612","28-04-2025 18:24",89629.13,84375.46,1262.47,1273.39,41305.44,40400.13,26938.28,27337.01,7689.65,7834.16,330.27,335.33,3583.43,3458.4,365.99,428.04,5254.1,5023.71,92977.43,232359.09,7149.17,84523.13,1165255.81,788098.35,337135.79,327641.71,3116238.36,908295.32,36751.59,6178.56,446517.14,210871.47,284.35,132.28,571387.47,399785.89
"01:42","MCS 613","28-04-2025 18:28",89470.72,85054.8,1108.61,1143.38,42808.64,43076.11,28476.78,27550.59,7719.36,7877.98,516.17,526.1,3110.73,3287.87,325.85,345.63,4754.24,5003.78,93198.34,216503.68,6642.92,83055.33,1128885.44,774206.95,360618.54,335009.18,3163431.49,911242.03,54927.59,8857.66,430594.78,201422.36,242.62,101.31,527827.22,384720.21
"01:43","MCS 614","28-04-2025 18:32",76289.41,78507.11,1374.39,1397.87,40278.16,43380.88,24750.16,23550.77,6248.5,6615.21,739.61,724.53,4100.63,4181.8,413.81,465.95,4165.96,4313.04,96547.75,234724.99,9561.56,104163.68,1301238.77,906360,357573.59,325208.64,2927965.89,875781.86,93771.19,14255.44,626203.42,294377.75,390.4,153.12,543147.38,352863.15
"S1:8","QC MES 5 ppm","28-04-2025 18:36",4.71,4.66,4.93,4.66,4.96,4.98,5.53,5.36,4.76,4.76,4.61,4.64,5.01,4.95,4.82,4.98,4.86,4.69,20618.18,52251.21,106699.92,1265348.26,497007.62,357740.95,270160.82,253956.98,7237296.02,2061785.14,2074776.25,335126.33,2406727.19,1169490.41,14509.21,5275.89,2168798.62,1395323.21
"S1:9","SJS-Std","28-04-2025 18:40",81434.73,81233.87,18962.69,19437.92,38553.86,37138.88,24899.71,22415.88,15607.36,14602.41,582.18,599.87,12433.09,13427.31,689.46,801.69,3383.7,3664.09,33907.85,76045.86,45757.33,528390.06,390362.84,279957.78,119463.5,127552.42,2392499.33,679801.62,25846.91,4333.25,674067.72,319042.05,206.24,86.9,153239.68,102869.59
"01:44","MCS 615","28-04-2025 18:44",90938.53,88865.64,1156.49,1158.65,42458.94,40073.21,29240.41,29395.75,8529.08,8525.71,533.48,507.31,3994.3,3970.54,435.97,470.24,5391.54,5437.41,101211.44,245742.13,6877.66,82147.7,1147112.42,856164.77,429086.49,386330.96,3576930.89,1014640.36,65000.04,10451.3,542930.35,246455.69,372.2,141.6,637468.36,405674.29
"01:45","MCS 616","28-04-2025 18:48",74503.93,73459.68,1999.61,1982.28,28986.95,31294.32,22573.24,22030.8,5648.95,5110.6,190.8,194.4,5554.15,5469.16,454.38,500.79,3536.48,3665.67,88246.06,201198.89,12282.45,146253.53,860161.95,582858.89,297295.04,277686.77,2350139.11,681131.01,23582.09,3890.5,792534.63,376251.49,370.1,160.68,432601.34,279232.66
