"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:03","BLK 3","28-04-2025 16:13",0.55,1.83,3.38,3.62,40.31,37.84,0.77,6.8,0.37,0.39,0.15,0.14,2.94,2.71,"0.08 u","0.01 u",0.08,0.04,33.58,1097.74,774.97,9141.33,40456.94,28975.02,566.87,18262.79,6279.35,1702.19,754.05,99.25,33902.65,6698.56,10.31,0.66,439.36,212.06
"S1:8","QC MES 5 ppm","28-04-2025 16:17",4.76,4.68,5.07,4.42,4.76,4.76,5.45,5.14,5.02,4.82,4.91,4.98,4.7,5.07,5.04,4.92,4.74,4.7,21431.1,52119.17,106766.64,1300421.79,530557.57,389620.81,267934.06,245737.22,7103729.55,2168446.84,2136152.14,346891.67,2359849.83,1237512.66,14854.79,5509.84,2154743.29,1411762.34
"S1:9","SJS-Std","28-04-2025 16:21",76225.88,79561.91,20517.03,18689.39,37600.11,38492.68,24417.67,22832.13,15217.97,15446.17,560.61,603.8,13813.72,12966.95,661.1,814.51,3469.54,3653.8,34035.24,80187.35,45859.31,547876.76,419883.65,271784.64,121284.63,121966.69,2490313.77,676608.5,26629.82,4113.07,648884.3,334106.69,202.64,94.75,152091.47,108178.57
"S1:9","SJS-Std","28-04-2025 16:25",81413.95,82603.89,20218.38,18891.17,36449.4,39307.51,23477.95,22914.12,14828.28,14937.92,570.43,551.91,13065.87,12860.46,671.81,725.25,3539.36,3611.75,34849.9,76584.73,44498.56,521578.92,395687.51,298663.24,117845.47,129129.9,2580869.85,714381.52,24725.55,4137,657990.56,322596.21,211.19,86.31,153234.37,106234.9
"S1:9","SJS-Std","28-04-2025 16:29",82557.08,76298.01,19970.9,19411.91,38409.86,35553.18,24111.99,24350.21,15321.14,16053.96,598.56,589.58,12609.36,12532.91,656.85,795.21,3452.75,3531.19,32537.02,81755.99,47332.56,518470.84,387695.88,293146.42,120078.01,122728.53,2477560.11,693428.9,24982.87,4249.61,644340.21,322710.73,214.47,89.38,148031.21,101658.25
"01:04","MCS 575","28-04-2025 16:33",78407.69,84669.96,1386.3,1431.57,38054.55,38557.36,25557.78,27062.22,7584.99,7047.81,702.13,738.86,4094.56,4050.1,392.35,439.12,4496.61,4361.59,85276.39,203641.29,8220.58,99278.21,1067241.31,755896.36,346313.27,318433.57,2839735.04,851658.86,80310.53,13049.03,499889.06,239009.16,307.15,135.66,455175.54,325699.01
"01:05","MCS 576","28-04-2025 16:37",74077.17,77986.36,2124.24,2306.73,38527.08,37780.28,26703.53,24381.56,9293.33,9351.86,690.62,668.19,6294.43,6291.51,714.76,752.2,4289.09,4148.66,87231.11,201811.99,13778.5,159457.73,1123142.35,749370.76,352102.76,309786.85,4139124.93,1193204.13,84926.22,13372.95,793763.04,378057.67,598.85,241.59,462744.68,336528.8
"01:06","MCS 577","28-04-2025 16:41",93209,91948.07,1185.59,1197.61,47207.78,49266.79,31590.77,31373.87,9220.75,9149.65,320.99,344.22,3617.75,3413.1,502.27,601.84,5610.9,5412.19,101715.05,248268.49,6871.31,81313.94,1317889.42,884481.64,408091.34,372361.76,3907435.02,1071747.76,38900.76,6140.02,453356.38,211884.73,426.59,175.78,647969.81,431930.2
"01:07","MCS 578","28-04-2025 16:45",94815.22,97291.58,770.99,882.68,42472.05,41294.47,31743.46,32676.25,8353.83,8338.58,661.72,636.92,3477,3417.89,360.22,380.57,5188.87,5297.28,103417.36,262808.43,4894.49,63578.22,1182779.99,852877.2,460847.91,433775.77,3879149.59,1047932,76160.23,12384.22,500282.77,228049.87,294.52,112.87,602718.39,415329.76
"01:08","MCS 579","28-04-2025 16:49",74984.8,75081.6,1188.85,1233.89,32546.56,32502.45,23271.75,23487.91,6693.38,6477.99,610.55,600.26,3715.39,3967.59,425.7,415.54,4113.14,4488.07,84130.12,207933.86,7812.34,92500.96,1002297.88,684728.37,331164.21,321791.02,3149884.85,860322.7,71500.85,12116.49,540181.47,267892.95,346.27,142.81,518583.11,352854.68
"01:09","MCS 580","28-04-2025 16:53",106135.53,104676.08,1464.93,1488.1,47266.13,51439.01,34778.51,36952.98,9378.03,9451.49,678.69,707.2,3724.96,3795.02,756.7,829.94,5977.72,6122.72,126468.01,309321.78,8798.99,103590.43,1460735.28,979562.67,480882.1,441633.79,4143125.36,1176111.44,87394.94,13215.61,516400.23,259361.7,616.22,248.65,728411.1,481796.65
"01:10","MCS 581","28-04-2025 16:57",100832.89,96301.31,1150.24,1181.08,46395.71,43775.59,30254.15,32747.07,8976.75,9411.11,529.52,526.87,4042.82,3896.86,449.22,484.1,5420.25,5752.92,100601.44,236811.19,6124.14,79399.68,1174269.46,865769.73,406333.59,377048.15,3575024.43,1000494.52,59202.51,9759.09,494314.9,251196.16,332.42,131.76,617554.89,404107.68
"01:11","MCS 582","28-04-2025 17:01",79883.99,76963.02,1358.16,1451.36,41301.47,41468.28,27529.89,25895.56,8208.86,8209.53,562.25,584.19,3077.06,2830.91,332.75,370.78,4864.66,4967.56,82120.45,186035.7,7599.27,93736.49,1046239.43,728222.95,320043.52,279277.36,3082081.24,926589.07,60475.42,9536.9,350823.88,167363.5,241.65,100.96,470581.91,341040.16
"01:12","MCS 583","28-04-2025 17:05",84078.99,86897.53,1864.15,1870.33,39787.53,42075.47,27064.57,26782.64,7458.31,7449.48,490.05,476.9,4965.86,5014.33,544.85,613.66,4634.66,4931.61,94037.58,244557.3,10765.07,137610.06,1096636.49,797532.75,338567.9,322594.89,3363198.74,931642.79,54094.54,9141.19,690903.65,340285.1,443.04,180.69,546383.16,396006.54
"01:13","MCS 584","28-04-2025 17:09",91652.61,88365.71,1277.4,1350.8,41143.39,42970.72,29149.08,27975.42,7951.93,8071.05,314.66,315.7,3475.53,3331.95,497.21,530.09,4919.17,5224.25,105385.44,243810.41,8825.6,97147.87,1261195.41,903102.33,407824.71,384408.44,3554689.23,1010346.86,39191.49,5930.81,459445.96,219743.82,402.24,165.62,615585.33,430558.74
"S1:8","QC MES 5 ppm","28-04-2025 17:13",4.99,4.95,4.84,4.78,4.71,5.02,5.46,5.44,5.23,4.57,4.62,4.88,5.16,4.86,5,5.02,4.67,4.85,21040.75,49426.34,105583.04,1297421.02,548367.21,383750.35,269324.25,266761.13,7186984.69,2067978.66,2075423.31,350001.45,2477933.52,1254289.32,15470.47,5354.94,2175922.53,1451863.17
"S1:9","SJS-Std","28-04-2025 17:17",81722.08,77757.57,19811.34,20095.62,38134.36,37791.3,23082.18,23186.03,15031.4,15364.66,551.62,559.92,13265.4,13190.01,672.16,800.06,3527.87,3551.57,33573.6,82116.41,46849.12,515164.53,385879.88,291851.92,123348.82,127257.34,2592738.48,691877.32,24935.06,4011.36,696397.88,325700.93,216.7,95.05,151082.18,104499.08
"01:14","MCS 585","28-04-2025 17:21",70446.76,75458.64,2438.12,2291.18,29819.93,31036.98,22126.16,21108.57,6014.91,5625.47,278.68,271.2,4783.03,4994.92,834.68,927.53,3773.72,3456.18,76433.55,189645.73,14580.91,158514.18,770107.79,576588.19,292838.26,278894.44,2430049.24,673026.28,33544.3,5219.84,642976.03,302817.89,650.93,253.4,410784.05,284703.69
"01:15","MCS 586","28-04-2025 17:25",91025.16,88261.82,1084.73,1049.62,46797.81,45496.03,27496.13,27357.66,8791.86,8646.01,672.83,677.72,3371.38,3184.69,411.64,488.58,5474.97,5552.07,101375.62,254761.54,6698.86,83053.43,1427674.02,931892.01,376498.72,362726.69,3995585.9,1188414.53,86501.63,14155.43,454366.11,213436.51,359.76,150.31,613712.21,412928.48
"01:16","MCS 587","28-04-2025 17:29",93589.6,98286.93,850.42,983.23,46456.61,47027.05,35931.77,33146,9438.19,9175.9,574.79,616.55,3211.57,3008.64,355.9,430.96,5806.25,5577.79,109859.58,270743.64,5277.29,70089.23,1332875.39,946761.54,484182.35,422844.5,3918297.09,1127003.9,70814.52,11731.86,444117.59,206189.97,312.75,134.95,644773.19,459801.84
"01:17","MCS 588","28-04-2025 17:33",86484.35,88412.46,1455.09,1412.44,37904.02,39854.82,27312.91,29150.77,7625.42,7878.71,450.14,460.82,3716.83,3705.3,340.44,392.89,4926.11,4946.39,93582.25,223457.26,8842.78,109099.48,1064178.48,780289.64,382172.97,352032.08,3628194.28,947308,52606.44,8316.36,535482.57,241680.28,268.22,122.05,550401.26,380289.04
"01:18","MCS 589","28-04-2025 17:37",78042.72,83292.19,1158.4,1246.5,39949.04,40131.88,25083.67,23055.56,7592.92,7401.97,803.02,812.9,3657.44,3738.07,430.17,510.93,4328.02,4429.61,84636.22,213924.56,6844.13,85300.41,1071244.55,766487.91,299773.53,283758.19,3096198.05,849736.48,99606.17,15851.17,471820.99,221737.34,347.14,152.18,486430.66,354444.32
"01:19","MCS 590","28-04-2025 17:41",60240.61,58863.25,2044.03,1924.88,26686.04,25621.72,19297.82,17852.25,4478.3,4583.44,531.26,532.29,4996.27,4883.36,353.17,415.5,2385.94,2466.19,65845.3,171491,12139.09,146147.19,739178.67,510123.59,242603.17,238176.57,1985093.98,514568.96,60861.52,10052.95,625466.96,305456.23,300.02,123,284966.64,190305.04
"01:20","MCS 591","28-04-2025 17:45",94151.07,93770.82,1305.52,1373.73,44266.16,44066.73,29351.83,29315.58,9098.49,8688.47,267.52,270.33,3608.09,3409.51,261.02,313.94,5217.55,5370.6,111599.35,261872.56,8420.31,101282.22,1339886.46,971321.33,409804.21,359978.22,3906534.81,1054035.13,30816.2,5260.76,483532.72,234825.88,227.53,101.37,628375.31,413722.73
"01:21","MCS 592","28-04-2025 17:49",64408.9,65368.28,2343.04,2232.26,30660.8,29642.44,17980.79,16827.89,5604.66,5452.29,209.52,217.06,4715.89,4613.52,478.13,503.34,3381.34,3533.04,72782.33,172997.16,14360.01,176208.25,884483.16,609982.18,249016.56,219246.78,2366450.31,690670.03,25754.17,4017.93,619873.7,307733.27,416.69,159.07,396574.75,265974.71
"01:22","MCS 593","28-04-2025 17:53",82372.64,78170.79,1388.33,1359.84,36488.9,36825.89,26193.66,25513.66,7344,7216.03,740.61,775.36,4295.94,4638.38,443.09,497.99,4408.74,4362.79,92511.85,220098.67,9360.18,111687.24,1134964.78,782938.58,369641.93,355879.81,3344551.98,925387.53,98889.94,15419.9,647615.67,297617.23,368.66,150.79,514827.3,338054.42
"01:23","MCS 594","28-04-2025 17:57",69328.97,73588.21,1937.4,2026.95,31265.22,29341.02,21810.77,19671.1,6845.86,6917.17,214.34,215.07,3933.58,3995.82,490.07,508.21,4586.53,4511.96,76467.29,184887.89,11672.02,135872.91,803858.87,561650.3,266571.83,255597.16,2580876.65,749096.59,23866.23,3763.08,508702.14,251045.09,355.03,154.88,496531.58,306610.58
"S1:8","QC MES 5 ppm","28-04-2025 18:01",4.82,4.73,4.85,4.64,4.83,4.78,5.56,5.06,5.19,4.66,4.62,4.8,4.68,4.76,4.7,4.62,4.84,4.74,21918.41,50987.56,107879.97,1227731.73,538812.99,370519.36,284224.74,255031.22,7156799.73,2105895.81,2057538.61,347965.21,2449529.42,1262532.85,15035.49,5756.17,2186925.82,1374371.08
"S1:9","SJS-Std","28-04-2025 18:05",82255.44,80456.79,19277.99,18756.35,37223.88,35843.19,24264.98,23823.58,15698.87,15363.66,582.14,558.56,12548.97,12767.6,666.5,803.82,3371.74,3415.57,34135.78,83056.58,43902.53,507980.43,392520.76,275146.71,124184.98,128822.07,2488206.62,671386.6,25740.56,4008.09,674887.84,328509.13,212.3,86.78,154618.62,106362.57
"01:24","MCS 595","28-04-2025 18:09",80561,78946.38,1700.14,1782.38,37622.09,36847.64,24520.98,23056.18,6576.68,6525.52,761.94,754.56,5457.64,5276.74,632.12,667.17,4044.84,3995.78,87098.17,207487.15,10677.92,115894.93,1080501.15,731711.95,305871.72,286080.63,2910798.81,774026.79,85720.71,12919.44,731983.21,335794.8,482.93,195.96,443699.64,318372.99
"01:25","MCS 596","28-04-2025 18:13",66634.78,66775.04,2095.21,2137.93,29032.36,27307.75,23052.7,22640.19,5198.63,5311.28,261.94,269.94,5852.15,6008.43,540.53,580.89,3180.62,3179.43,81750.54,193313.54,14319.3,176361.74,892910.89,631084.52,333635.42,308366.53,2491444.14,651234.08,34668.15,5716.19,855674.23,381292.82,457.79,188.17,384365.3,258036.84
"01:26","MCS 597","28-04-2025 18:16",87072.52,92941.33,1680.8,1767.05,44291.35,42754.54,26050.57,25890.46,7782.33,7739.12,347.47,350.53,4090.17,4462.25,555.67,629.51,5027.22,5254.5,101942.74,267616.39,10269.83,125341.78,1355856.22,947053.14,374337.98,334038.53,3510191.1,919750.28,42603.55,6782.93,609162.82,276883.8,492.51,196.98,631804.12,412012.23
"01:27","MCS 598","28-04-2025 18:20",88426.91,94580.87,1055.87,1093.49,44966.28,45331.08,24358.34,24637.91,9367.21,9094.67,509.53,522.8,3293.74,3177.54,468.41,512.7,5229.29,5438.58,94141.48,215942.3,6004.01,77206.67,1208710.24,924988.43,307843.71,298579.16,3597787.85,1070661.18,59929.66,9841.08,390444.48,187188.11,343.44,142.19,578730.29,417310.6
"01:28","MCS 599","28-04-2025 18:24",92455.49,95168.61,1252.93,1304.08,50215.62,47492.3,30188.14,29366.16,9004.83,9615.7,303.96,305.53,3106.44,3240.54,481.71,538.38,5731.76,5863.84,105130.94,254880.89,7702.65,90071,1339499.52,1035214.95,403593.31,363979.06,4035017.88,1112566.73,37205.63,6182.34,438839.21,209231.29,382.97,175.84,665240.35,450695.6
"01:29","MCS 600","28-04-2025 18:28",80303.59,82119.46,2893.05,2863.11,42782.31,42336.71,30741.55,31456.58,11308.44,11147.32,417.53,421.31,6532.93,7114.29,403.67,448.35,4769.1,4701.35,93302.29,236829.97,18171.54,205448.98,1181947.31,850365.97,444371.68,390325.74,4941745.02,1394749.78,49711.01,8221.9,895274.23,456586.23,342.27,142.64,576794.86,380942.98
"01:30","MCS 601","28-04-2025 18:32",77407.4,76629.49,1373.37,1391.63,32444.44,31991.05,24653.06,25872.16,6136.4,6205.57,574.32,588.22,4164.29,4171.43,342.67,378.75,3927.92,3795.12,95534.09,225756.67,8547.1,103147.23,970148.74,663349.14,355410.72,333579.36,2901096.11,758581.48,75529.48,11330.53,590230.7,289724.95,297.29,126.52,476119.32,330848.13
"01:31","MCS 602","28-04-2025 18:36",93040.75,94179.76,1486.42,1527.37,44018.22,45121.38,29437.3,29234.31,9113.93,8626.07,298.62,320.44,4606.03,4618.88,529.12,540.72,5409.63,5374.18,104546.06,251178.01,8832.47,106088.58,1249073.87,868657.65,387843.67,351594.77,3718673.91,1081618.48,35833.31,5822.37,629023.76,303543.77,418.21,166.76,633946.41,432147.54
"01:32","MCS 603","28-04-2025 18:40",89246.92,94977.3,1627.25,1744.18,40810.05,41794.96,27080.08,29022.66,8280.51,8317.17,271.52,291.42,4465.71,4508.01,451.31,519.01,5096.55,4974.25,110918.48,249944.45,10403.61,127543.93,1220469.57,914046.78,405762.36,365744.64,3694455.42,1025417.68,35157.34,5888.19,666173.64,319711.04,390.37,170.56,620495.63,442044.03
"01:33","MCS 604","28-04-2025 18:44",73450.2,76301.84,3181.34,3327.99,36632.87,37385.78,29421.83,27825.85,9099.22,9018.92,515.69,508.28,8596.69,8967.62,630.51,710.2,4034.44,4278.06,87307.1,211523.27,19776.32,232327.76,1031911.79,742486.78,411706.92,354891.41,4118533.68,1123774.45,58763.99,10306.5,1174106.88,591191.15,518,221.35,492191.79,322653.9
"S1:8","QC MES 5 ppm","28-04-2025 18:48",4.71,4.66,5.08,4.42,4.73,4.98,5.51,5.21,5.06,4.4,4.68,4.94,4.77,4.9,4.61,5.02,4.9,4.64,21733.73,48839.46,102304.29,1198915.97,503590.39,373115.41,261174.78,262238.93,7019988.22,2062956.12,2210563.87,365285.25,2422553.38,1198719.62,14206.46,5455.99,2083806.13,1482732.46
"S1:9","SJS-Std","28-04-2025 18:52",81232.88,79094.09,19689.41,20041.57,38255.97,35379.42,23127.88,22893.02,15439.32,15588.38,553.93,559.89,12562.87,12798.39,666.78,704.66,3446.99,3400.63,34710.65,79210.55,45623.47,535530.67,412295.76,294820.5,124364.17,117881.26,2583984.51,667868.12,25566.3,4180.9,646651.19,329156.26,208.43,85.96,149306.91,103856.26
"01:34","MCS 605","28-04-2025 18:56",66409.62,68530.6,1663.07,1586.17,30465.63,31161.8,20350.3,20086.52,5099.11,5260.61,564.14,551.06,4761.51,4739.17,544.2,582.92,2985.13,3025.85,83697.36,201863.31,10487.14,125564.79,975595.89,685068.55,285556.4,270870.2,2301276.95,662213.22,71603.99,11041.55,667206.33,322168.1,448.32,189.6,383186.53,258040.05
"01:35","MCS 606","28-04-2025 19:00",76056.73,70951.76,1465.24,1523.74,33130.47,32365.81,22716.9,23785.74,6040.6,5862.41,321.53,331.05,4358.82,4404.46,363.01,416.38,3735.37,3688.89,88731.24,216286.53,10310.72,124276.32,956009.42,714195.64,360489.77,331023.29,2734144.57,769258.01,40928.33,6542.15,616121.47,309996.43,333.88,133.93,494013.18,336239.95
"01:36","MCS 607","28-04-2025 19:04",76296.56,77254.7,1781.92,1789.66,34665.56,35833.63,24098.32,25188.38,6460.5,6449.62,491.47,517.9,4708.62,4913.74,669.75,714.2,3924.22,3671.25,81279.98,202424.54,10055.66,121680.74,985121.98,691046.34,312279.84,289900.29,2683799.82,755537.08,59151.22,9596.36,583278.23,297460.7,504.62,202.04,439519.51,294243.73
"01:37","MCS 608","28-04-2025 19:08",79179.01,78541.17,1050.19,1091.57,40740.89,38950.48,24150.4,24289.74,7969.62,8399.79,415.48,410.99,3061.5,2921.7,366.67,407.79,4951.38,4933.12,86517.65,204737.12,6674.63,75786.68,1068556.89,736139.2,325863.86,289156.25,3412674.71,1007732.94,48227.74,7754.31,387530.84,188455.93,294.4,118.39,536016.72,343043.92
"01:38","MCS 609","28-04-2025 19:12",81518.56,86781.52,1265.11,1209.18,41143.54,39209.06,26110.29,26343.57,7101.85,7475.29,483.85,514.81,4206.48,4087.74,484.71,505.63,4432.03,4624.64,108570.86,257171.72,8547.8,97854.84,1260435.11,854797.52,370675.99,349770.7,3559722.76,920584.38,66410.89,10343.23,605715.95,277898.5,423.12,182.9,581609.74,387741.51
"01:39","MCS 610","28-04-2025 19:16",73673.32,76867.45,1778.71,1796.53,32398.55,33097.63,23931.68,22952.6,6088.56,5837.31,634.64,643.67,4304.7,4472.57,509.55,568.68,3782.52,3759.41,77358.88,187097.28,10562.47,119541.24,908467.48,604519.19,304352.43,291728.8,2652519.18,699018.14,73636.68,12169.32,534046.5,277295.68,432.66,172.1,402878.02,274158.82
"01:40","MCS 611","28-04-2025 19:20",87470.87,88813.84,1053.51,1092.67,39366.67,41304.96,27980.55,26905.77,8419.52,8301.46,731.19,710.47,3683.14,3404.63,443.79,471.52,4775.66,5148.03,93126.54,215928.08,6589.24,76958.3,1135221.72,760675.41,367005.18,353290.23,3327648.24,976747.02,81461.49,13566,472509.23,219976.35,360.55,150.31,551107.65,383135.07
"01:41","MCS 612","28-04-2025 19:24",83119.6,83816.79,1309.87,1341.28,40854.92,41456.88,26861.09,26979.88,8158.34,7795.34,310.62,344.02,3574.76,3571.49,359.64,447.86,4958.52,5123.17,94669.89,216198,7543.11,90011.76,1087811.58,772065.48,362442.82,335082.39,3267063.93,869220.39,35943.15,6090.35,455507.6,221745.82,303.32,127.81,580558.83,384228.17
"01:42","MCS 613","28-04-2025 19:28",84447.96,84616.52,1115.75,1140.8,40050.97,42100.85,27061.5,27681.84,7820.74,7890.99,513.49,485.67,3309.94,3239.14,310.15,360.64,4710.37,4851.79,92680.21,228648.97,6738.29,83423.36,1123927.12,841500.53,359820.85,327046.71,3295036.64,903071.27,55767.8,9462.11,432242.62,197335.63,258.41,99.63,555326.08,366087.2
"01:43","MCS 614","28-04-2025 19:32",81588.97,76810.69,1442.08,1448.92,42919.2,42319.56,25623.96,23809.33,6204.51,6520.36,685.93,705.53,4248.49,4309.13,415.38,467.43,4125.6,4228.31,100723.85,229760.72,8745.09,110211.1,1240815.8,890768.86,372349.12,337201.58,3047003.32,854808.41,96668.48,15394.01,627318.65,313253.09,378.64,153.12,525721.79,350034.5
"S1:8","QC MES 5 ppm","28-04-2025 19:36",5.05,4.75,5.12,4.43,4.67,4.77,5.12,5.39,5.13,4.41,4.83,4.62,5,4.9,5.01,5.01,4.68,4.53,21640.47,47564.84,107523.03,1220850.9,507436.55,372758.1,280978.49,266346.81,7540442.44,2194490.2,2238006.93,334824.02,2351046.58,1187238.52,14955.33,5365.96,2176787.71,1474908.93
"S1:9","SJS-Std","28-04-2025 19:40",76889.19,77962.35,19268.87,19215.93,35913.74,37170.62,24889.79,22284.95,14702.82,15480.41,597.57,551.22,13062.57,12763.12,645.74,768.49,3566.75,3598.73,33085.52,82910.51,44019.76,511392.32,402558.79,282855.64,125173.14,117338.02,2488632.73,711472.43,24663.7,4075.59,636099.17,317420.84,209.78,91.97,156927.73,107162.86
"01:44","MCS 615","28-04-2025 19:44",83586,90962.22,1138.27,1149.7,41892.17,39479.94,30967.48,31142.02,8210.63,8457.37,528.1,537.01,4024.71,4010.16,426.13,500.18,5201.5,5416.94,98978.56,245746.33,7492.26,83735.64,1206704.19,796545.88,397514.76,382293.8,3418153.01,1004972.68,64135.8,10509.29,534356.17,250811.71,338.46,145.59,606618.19,408077.55
"01:45","MCS 616","28-04-2025 19:48",72107.76,71817.53,2040.27,1903.02,30890.49,28984.52,23076.53,21410.63,5631.75,5362.93,190.42,189.19,5478.62,5357.81,431.49,490.21,3591.28,3639.11,85514.84,195588.41,12245.52,138929.27,883891.56,582563.71,309318.31,291512.95,2437327.02,670931.68,23881.42,3867.04,792499.68,379616.46,368.54,154.08,431389.05,283606.11
