Rack:Tube,Solution Label,Timestamp,Al 237.312 nm ppm,Al 308.215 nm ppm,Ca 315.887 nm ppm,Ca 422.673 nm ppm,Fe 238.204 nm ppm,Fe 259.940 nm ppm,K 766.491 nm ppm,K 769.897 nm ppm,Mg 279.553 nm ppm,Mg 280.270 nm ppm,Mn 257.610 nm ppm,Mn 293.931 nm ppm,Na 588.995 nm ppm,Na 589.592 nm ppm,P 213.618 nm ppm,P 214.914 nm ppm,Ti 334.941 nm ppm,Ti 336.122 nm ppm,Al 237.312 nm c/s,Al 308.215 nm c/s,Ca 315.887 nm c/s,Ca 422.673 nm c/s,Fe 238.204 nm c/s,Fe 259.940 nm c/s,K 766.491 nm c/s,K 769.897 nm c/s,Mg 279.553 nm c/s,Mg 280.270 nm c/s,Mn 257.610 nm c/s,Mn 293.931 nm c/s,Na 588.995 nm c/s,Na 589.592 nm c/s,P 213.618 nm c/s,P 214.914 nm c/s,Ti 334.941 nm c/s,Ti 336.122 nm c/s
1:03,BLK 3,7/1/2025 11:02,7.23,10.33,145.33,141.01,0.9,0.87,-0.16 u,-4.07 u,2.65,2.59,-1.82 u,-1.87 u,-0.78 u,0.47,-4.38 u,-3.65 u,0.02,0.03,178.4,1130.94,12829.48,140890.22,769.6,523.07,275.34,15331.59,19583.05,5352.24,129.81,10.24,16361.9,1693.86,7.36,-2.63,201.44,145.84
S1:8,QC MES 5 ppm,7/1/2025 11:04,5.36,5.18,5.15,5.32,5.26,5.28,5.5,5.88,4.85,5.05,5.18,5.24,5.49,5.47,5.22,5.08,5.19,5.21,23924.62,50177.17,100271.3,1170733.97,564460.86,368051.27,265243.35,249526.31,7270554.27,2114276.13,2255338.93,361956.69,2388968.52,1182407.55,16666,6339.89,2016197.08,1369875.78
S1:9,SJS-Std,7/1/2025 11:06,82824.58,79138.85,20691.13,20698.86,37945.34,37855.1,23229.06,24495.97,15705.33,15585.18,524.48,518.36,14013.87,13684.71,514.73,631.62,3654.01,3657.11,40917.89,84457.52,44735.7,506058.45,451558.05,292355.78,124296.3,123867.01,2610506.78,723469.31,28911.79,4551.7,687922.21,328792.55,250.89,104.8,157463.73,106712.48
S1:9,SJS-Std,7/1/2025 11:08,82788.34,79274.34,20731.43,20775.44,37932,38062.53,23276.78,24565.11,15676.43,15544.47,524.37,517.53,13969.87,13696.06,471.91,619.68,3664.65,3667.17,40900,84600.94,44822.53,507923.85,451399.4,293956.43,124551.02,124171.33,2605707.37,721581.01,28906.64,4545.39,685818.18,329064.27,235.82,103.15,157922.09,107005.77
S1:9,SJS-Std,7/1/2025 11:10,83432.89,79805.33,20770.43,20941.42,38090.46,38143.43,23363.26,24652.37,15753.78,15615.66,527.47,522.21,13960.21,13776.53,521.03,560.88,3684.73,3689.27,41218.16,85163,44906.55,511966.5,453283.69,294580.68,125012.61,124555.34,2618554.95,724883.15,29055.61,4581.2,685356.59,330990.34,253.11,95.05,158786.56,107649.83
1:04,MCS 811,7/1/2025 11:12,62886.4,60747.6,958.89,997.5,24802.88,24905.45,36868.39,40049.56,2119.87,2086.88,150.12,148.63,3332.4,3242.59,276.79,329.35,3456.34,3458.03,73712.08,153308.68,5061.75,59567.47,700374.94,456390.14,467382,434417.64,837506.34,230262.63,20819.67,3285.32,396046.73,185453.29,300.95,125.49,353324.05,239351.16
1:05,MCS 812,7/1/2025 11:14,40023.84,38724.91,2469.17,2561.63,7686.13,7639.45,30053.57,32987.62,871.49,848,51.62,50.19,5118.39,5034.77,233.09,267.87,1066.79,1066.76,64960.93,135397.86,17640.58,206946.41,300703.61,193977.57,527479.39,493178.1,477472.99,129766.89,11837.82,1848.95,822130.71,397280.12,339.35,139.08,151085.58,102300.01
1:06,MCS 814,7/1/2025 11:16,66518.28,64830.03,2938.62,3132.66,4388.53,4376.28,63640.51,71617.16,678.18,659.59,146.7,144.54,10159.51,10031.5,188.61,207.78,829.13,829.56,83568.81,175272.33,16265.12,196019.27,133102.13,86162.66,864497.58,817947.42,288330.47,78332.32,21633.7,3399.72,1253696.39,612108.15,238.61,90.6,90967.38,61631.31
1:07,MCS 815,7/1/2025 11:18,46603.54,44595.96,1031.78,1073.28,21046.55,21100.96,16645.6,17619.25,2420.03,2377.16,145.25,142.64,2455.15,2398.48,184.41,251.21,2454.15,2456.34,52363.6,108068.89,5214.97,61366.72,569645.13,370634.92,202414.76,192452.42,916156.54,251336.06,19573.26,3068.95,284901.22,131829.12,217.37,96.51,240490.1,162982.41
1:08,MCS 817,7/1/2025 11:20,59708.64,57547.03,397.36,452.55,17647.86,17833.34,32506.22,35148.33,1524.5,1492.79,140.77,138.79,2639.8,2562.88,166.22,216.49,1694.73,1695.85,69212.16,143662.14,2167.81,27772.66,492899.89,323238.55,407546.18,379141.72,596104.17,163025.69,19573.06,3078.74,314119.91,145220.98,207.04,87.78,171402.07,116135.9
1:09,MCS 818,7/1/2025 11:21,70389.87,67631.07,1095.49,1149.85,28055.21,28230.57,38424.3,41694.21,2799.11,2757.74,269.86,265.36,3327.86,3248.55,92.38,156.58,4268.18,4272.37,74592.52,154303.86,5222.9,61998.55,716214.2,467693.54,440399.66,409819.46,999443.35,275001.35,31538.98,4942.14,359305.19,168089.04,139.49,64.06,394444.2,267337.3
1:10,MCS 819,7/1/2025 11:23,82597.99,79739.43,1062.37,1100.94,36305.2,36305.52,24840.24,26621.37,4425.6,4375.33,317.78,315.55,3041.77,2960.13,228.89,297.31,3865.64,3871.06,94066.29,195350.9,5437.05,63745.34,996004.26,646353.84,306091.73,286271.99,1697150.52,468590.34,38940.08,6153.03,353290.41,164644.87,255.53,112.25,383962.4,260343.37
1:11,MCS 822,7/1/2025 11:25,102150.29,99009.76,2212.75,2309.62,104917.93,105257.89,14537.72,15449.77,5878.35,5820.25,1277.45,1270.63,2786.79,2712.98,1122.87,1189.64,9923.95,9960.27,134182.1,279508.83,12841.19,151563.07,3319529.11,2161083.59,206748.01,196956.87,2599478.25,718792.68,167209.8,26440.04,372360.95,173998.04,1121.21,453.96,1136765.51,772499.65
1:12,MCS 823,7/1/2025 11:27,58949.45,56485.09,1209.86,1261.41,22072.89,22015.84,35358.07,38162.38,2168.53,2115.9,206.87,204.71,3323.63,3243.61,36.49,89.52,3591.22,3594.62,58832.4,121503.44,5425.38,63983.66,530711.68,343526.09,381658.88,355442.01,729596.46,198825.95,23788.81,3750.96,338979.91,158117.29,95.67,42.68,312556.66,211831.98
1:13,MCS 824,7/1/2025 11:29,60804.5,58395.79,5826.61,6059.35,18659.57,18660.58,25564.71,27513.97,2353.72,2320.76,340.03,339.28,9822.54,9650.3,135.49,179.98,2221.01,2222.85,73951.48,152916.39,31073.04,365367.29,546787.56,354866.58,336357.35,314276.64,964593.67,265622.02,43969.51,6977.53,1174497.69,570102.36,187.17,78.84,235632.56,159680.03
S1:8,QC MES 5 ppm,7/1/2025 11:31,5.47,5.23,5.15,5.4,5.27,5.26,5.52,5.89,4.84,5.05,5.23,5.26,5.48,5.46,5.16,5.01,5.23,5.25,24394.21,50621.62,100292.25,1188717.7,566185.64,366599.61,266167.42,250187.26,7250919.72,2113493.85,2274960.4,363870.08,2382395.28,1180458.55,16478.03,6245.2,2033496.04,1381723.85
S1:9,SJS-Std,7/1/2025 11:33,84370.99,80192.04,20761.94,21049.95,38061.61,37829.49,23415.59,24629.97,15718.96,15585.41,528.93,523.05,13951.66,13749.71,475.91,626.82,3701.36,3705.48,41681.23,85572.34,44888.26,514610.02,452940.68,292158.19,125291.92,124456.79,2612770.76,723479.82,29125.86,4587.63,684947.63,330348.39,237.23,104.14,159502.44,108122.39
1:14,MCS 827,7/1/2025 11:35,57386.22,54572.16,1268.26,1312.36,19293.5,19219.77,27577.47,29449.41,1744.52,1710.65,195.01,191.7,3655.85,3575.84,58.06,134.29,2475.3,2478.33,54193.34,111131.46,5382.57,63015.56,438983.59,283804.65,281738.85,263864.21,555772.36,152211.17,21615.24,3390.55,352072.27,164880.13,108.79,53.13,203897.38,138230.18
1:15,MCS 828,7/1/2025 11:37,90636.97,86029.73,857.97,996.06,43681.62,43632.79,30404.22,32309.45,4067.52,4006.67,394.61,387.83,2897.41,2823.28,284.91,376.69,5166.1,5179.61,64730.09,132369.29,2831.35,36983.07,751456.94,487114.41,234978.62,221680.95,978743.61,269257.49,31132.26,4876.48,218195.23,98955.86,214.73,92.82,321758.63,218431.49
1:16,MCS 830,7/1/2025 11:39,69524.66,67017.38,2247.14,2403.3,17520.24,17541.89,43333.65,48238.51,2175.93,2146.83,439.35,436.48,11676.61,11536.34,209.3,235.59,2855.35,2861.34,95631.62,198293.13,13644.19,164959.28,580681.98,377307.18,644600.17,607446.48,1008551.22,277902.29,62564.87,9885.9,1573060.23,770427.07,274.93,108.2,342570.21,232439.09
1:17,MCS 831,7/1/2025 11:41,68161.6,65254.2,746.65,858.04,26397.18,26400.5,30111.6,32517.61,2785.02,2735.81,174.91,170.61,3220.59,3133.89,149.13,213.67,2919.88,2925.19,80859.26,166615.52,4022.67,52105.51,754391.4,489624.94,386400.56,359850.24,1113036.2,305359.21,23892.18,3721.92,387781.95,181433.06,195.81,88.49,302121.3,204938.1
1:18,MCS 832,7/1/2025 11:43,108600.03,104426.11,655.39,773.18,151368.76,152004.52,12890.49,13620.75,4417.01,4381.36,1115.99,1106.43,1336.34,1313.97,1118.35,1198.64,10049.6,10088.57,130632.71,269978.08,3598.38,47780.15,4385471.65,2857755.88,167930.48,162100.18,1789184.13,495641.71,134499.78,21201.93,173530.1,77857.4,1028.72,420.22,1054153.65,716516.35
1:19,MCS 833,7/1/2025 11:45,55530.16,53058.02,1492.26,1570.4,31280.12,31118.95,25494.93,27627.08,2359.67,2326.45,173.49,170.53,3629.98,3598.33,311.74,358.65,2866.93,2873.62,82608.58,169876.59,9843.4,117128.33,1120867.57,723626.49,410249.17,382345.96,1182504.22,325600.76,28822.84,4516.31,540722.3,260698.93,400.26,166.66,371963.23,252442.06
1:20,MCS 835,7/1/2025 11:47,52574.99,50103.14,913.46,973.83,15221.02,15150.01,42633.26,46817.52,1084.23,1054.69,127.94,125.32,3360.99,3278.98,274.65,330.83,1753.6,1755.93,59382.67,121970.91,4658.93,56143.56,414254.21,267592.27,520699.27,487263.92,413595.77,112375.28,17752.91,2779.24,385367.99,180720.64,290.79,122.02,172799.67,117160.55
1:21,MCS 836,7/1/2025 11:49,90639.91,86125.36,1450.7,1515.93,41288.48,41168.18,30897.24,33004.29,5336.35,5269.68,532.4,525.68,4142.22,4035.16,182.94,232.14,4273.37,4280.15,74686.17,152797.64,5373.25,63507.73,819536.57,530287.85,275473.59,258419.15,1480718.05,408365.9,46418.97,7295.37,348324.36,162389.76,177.16,71.13,307113.21,208275.63
1:22,MCS 838,7/1/2025 11:51,73432.08,70279.9,2301.58,2431.49,25547.31,25561.45,30414.76,32856.72,2938.43,2903.89,262.01,258.5,10027.01,9856.34,306.02,357.81,4033.84,4040.89,84317.59,173666.03,11688.2,139608.43,706720.14,458882.7,377786.37,352299.77,1136663.16,313716.2,32990.13,5184.22,1132643.61,549804.31,320.17,132.42,403949.94,273989.61
1:23,MCS 841,7/1/2025 11:53,77257.17,73733.02,3900.13,4085.17,32011.13,31869.2,26393.11,28400.5,4355.38,4325.91,260.08,257.29,4225.4,4147.51,481.65,510.25,3751.88,3760.77,90477.95,185787.54,20086.11,237882.26,903112.02,583472.33,334412.33,312497.94,1717521.22,476414.97,33354.77,5254.05,497012.72,236678.88,471.79,184.53,383221.91,260091.81
S1:8,QC MES 5 ppm,7/1/2025 11:55,5.51,5.24,5.14,5.4,5.25,5.25,5.52,5.9,4.83,5.03,5.21,5.25,5.46,5.45,5.13,4.98,5.23,5.26,24584,50756.59,100097.79,1187931.97,563703.44,366102.63,266209.75,250418.62,7243738.71,2105024.97,2264529.45,363300.17,2376253.8,1179164.19,16380.42,6206.69,2034156.45,1382870.41
S1:9,SJS-Std,7/1/2025 11:57,78684.79,74103.53,19175.14,19653.61,35762.31,35406.23,21113.81,22079.54,14864.09,14713.9,493.88,487.5,12492.27,12287.61,413.06,529.06,3400.44,3403.98,35799.34,72917.41,38198.96,442700.14,391930.19,251828.97,104083.77,105538.45,2275292.99,629011.97,25557.91,4020.54,567879.4,272065.81,203.6,84.89,134957.96,91478.66
1:24,MCS 843,7/1/2025 11:59,88384.57,84180.8,4869.87,5031.67,47900.78,47935.88,26269.55,28007.69,6239.12,6195.61,2855.85,2815.57,3605.94,3531.56,125.24,200.11,4739.86,4750.34,80373.78,164773.37,19478.47,227580.85,1049238.21,681391,258509.34,243045.06,1910154.01,529738.14,256726.86,40239,335358.28,156896.28,150.89,68.54,375910.02,255089.15
1:25,MCS 847,7/1/2025 12:01,59333.33,56300.96,1230.07,1283.67,23864.45,24025.91,23297.09,24913.99,2981.28,2948.16,178.35,176.55,2787.11,2737.46,234.75,270.52,2975.18,2979.56,68157.01,139304.09,6322.46,74624.83,660398.52,431468.43,289541.19,271097.95,1153581.63,318592.53,23635.67,3728,327829.28,153641.18,261.91,104.47,298071.25,202120.63
1:26,MCS 850,7/1/2025 12:03,56400.15,53598.96,3922.84,4121.02,12690.32,12664.48,35196.84,38250.74,1583.68,1548.23,69.68,67.91,7146.93,7110.93,164.98,215.45,1940.7,1943.43,64449.79,131959.73,19713.06,234144.29,349495.54,226361.45,434984.19,405571.25,610396.55,166665.13,11432.3,1789.13,808529.43,395054.68,204.08,86.45,193467.45,131183.44
1:27,MCS 851,7/1/2025 12:05,84110.54,79864.5,7190.31,7495.33,26559.95,26631.1,25369.52,26982.37,3662.37,3614.73,288.59,281.91,12854.6,12616.69,151.95,230.07,3471.1,3479.79,72719.32,148684.97,27277.86,321506.43,553255.86,360005.87,237369.3,223953.86,1066748.51,294047.26,27984.79,4361.9,1093871.86,529924.43,163.35,73.26,261762.82,177683.33
1:28,MCS 852,7/1/2025 12:07,106607.24,101645.42,796.45,844.51,120551.45,120568.16,15214.84,16044.71,4234.47,4198.62,1110.6,1100.93,1715.95,1689.54,822.57,937.02,10563.62,10602.02,108230.06,221903.21,3686.39,44192.82,2947708.91,1913092.24,167280.84,161244.12,1447906.43,400943,113550.92,17898.53,186557.13,84383.52,665,283.28,935172.97,635491.57
1:29,MCS 854,7/1/2025 12:09,55606.48,52959.76,1483.44,1584.87,12454.8,12388.22,49028.01,54545.06,1228.08,1199.69,162.58,159.68,5761.19,5661.13,92.11,121.6,980.6,982.37,68485.85,140488.46,8128.62,98168.91,369683.95,238642,652917.48,614725.96,510458.83,139276.73,23183.49,3632.93,704826.71,339161.49,150.57,59.54,105434.81,71523.75
1:30,MCS 855,7/1/2025 12:10,107815.47,102967.86,1084.82,1145.22,101749.29,101524.59,14382.93,15190.09,5437.22,5375.92,1058.39,1047.67,1885.54,1851.92,984.89,1082.8,8990.53,9022.46,113969.48,234024.13,5161.93,61617.24,2590619.03,1677396.34,164661.59,159180.12,1935265.26,534379.66,112703.86,17740.59,210874.61,96133.83,811.87,337.24,828756.96,563130.45
1:31,MCS 859,7/1/2025 12:12,65240.48,61790.53,2343.82,2453.79,22587.74,22546.8,32199.22,34647.3,2861.52,2815.03,328.28,324.6,4986.71,4899.84,242.87,287.21,2913.86,2917.53,64374.67,131363.21,10247.01,121308.72,536972.13,347847.02,343679.76,320712.72,951382.55,261388.81,35234.47,5547.15,494234.84,235555.03,240.51,96.83,250780.11,170017.62
1:32,MCS 861,7/1/2025 12:14,113700.87,108985.82,1327.9,1410.07,122167.69,121866.29,15337.57,16257.76,5521.62,5462.79,1401.6,1390.22,1764.69,1738.77,1119.84,1233.07,10992.11,11036.02,134761.02,277613.67,7025.89,84344.76,3487602.66,2257586.18,196825.09,187817.36,2203410.32,608801.64,165570.55,26109.4,220411.22,101141.52,1015.9,425.7,1136091.96,772299.69
1:33,MCS 863,7/1/2025 12:16,75903.32,72400.02,25147.3,26101.57,30369.84,30282.13,34899.66,37821.55,3334.89,3286.14,309.83,307.32,4846.69,4774.23,390.73,452.94,3547.37,3554.05,79866.56,163978.37,115595.85,1356505.88,769821.1,498133.82,397216.83,370731.53,1182046.79,325297.03,35440.55,5595.21,511635.93,244725.31,362.76,150.76,325549.86,220844.45
S1:8,QC MES 5 ppm,7/1/2025 12:18,5.55,5.28,5.15,5.47,5.26,5.28,5.57,5.95,4.83,5.03,5.22,5.27,5.51,5.5,5.12,4.95,5.28,5.3,24760.2,51169.51,100367.13,1204544.55,564766.83,368021.3,268441.37,252465.31,7246786.31,2108394.92,2271341.47,364574.11,2395197.19,1189835.37,16347.8,6169.45,2051256.69,1394904.07
S1:9,SJS-Std,7/1/2025 12:20,78830.85,74160.44,19212.98,19706.21,35723.83,35486.89,21098.45,22073.51,14871.58,14731.72,495.55,484.21,12362.22,12311.2,410.35,549.59,3407.7,3415.18,35865.73,72972.88,38274.03,443879.84,391508.83,252402.06,104008.28,105514.05,2276438.36,629773.31,25631.54,3997.37,562153.4,272585.71,202.72,87.5,135245.76,91779.39
1:34,MCS 867,7/1/2025 12:22,94734.86,89948.77,1186.83,1295.09,44121.2,44063.64,29285.99,31342.91,3735.57,3689.04,505.56,499.03,3828.21,3729.65,642.63,665.01,4154.93,4159.77,85385.37,174467.49,4825.33,59475,957940.73,620837.69,285614.65,267831.33,1134276.18,312834.8,48075.27,7553.21,351951.22,164175.27,482.57,185.03,326629.73,221417.86
1:35,MCS 868,7/1/2025 12:24,123641.35,118020.26,1087.47,1152.23,134837.42,135384.19,14825.52,15615.49,5554.82,5521.24,1263.92,1253.56,1626.81,1602,1249.31,1339.16,10750.69,10787.38,119758.7,245751.69,4754.39,56954.47,3145681.5,2049569.71,155541.1,150874.78,1811767.24,502922.26,122979.91,19393.79,170454.22,76456.9,932.35,379.81,908056.98,616928.36
1:36,MCS 869,7/1/2025 12:26,99870.25,96523.53,1005.28,1073.54,240343.24 o,243553.72 o,7877.8,8261.05,2579.71,2538.48,3224.12,3189.81,1179.16,1167.56,2232.27,2343.42,15493.38,15555.38,129676.79,269375.67,5854,70664.26,7516252.36,4942544.71,110887.41,111670.38,1128619.76,310164.9,411660.46,64740.27,166133.87,74728.96,2136.01,867.12,1754197,1192484.41
1:37,MCS 871,7/1/2025 12:28,67621.95,64351.09,1972.23,2074.54,20068.92,19935.74,42157.53,45709.18,1997.13,1970.59,125.78,121.91,6363.89,6326.01,98.08,147.87,3407.41,3409.21,61063.12,125227.83,7927.08,94285.19,436663.24,281507.84,411717.99,383867.76,608264.42,167623.99,14740.48,2292.08,574195.49,278081.03,132.84,55.01,268356.38,181800.11
1:38,MCS 872,7/1/2025 12:30,67289.81,63551.98,2239.93,2340.37,21328.42,21234.03,34266.08,36680.19,2228.92,2196.56,223.02,219.74,9632.12,9495.21,203.01,273.48,2890.12,2896.06,53116.08,108193.51,7870.51,92999.27,405654.41,262100.8,292598.25,274046.31,593420.12,163329.75,20824.17,3273.1,753870.3,364448.61,183.91,77.98,198994.82,135018.05
1:39,MCS 873,7/1/2025 12:32,125938.6,120666.98,937.76,996.85,117884.26,118023.43,16392.89,17389.69,5104.77,5087.25,1083.78,1072.28,1471.72,1454.33,885.66,963.03,10011.07,10053.48,136286.7,280635.77,4586.52,55117.27,3072751.71,1996322.21,192084.26,183802.01,1860218.79,517727.61,117974.75,18561.02,172098.42,77532.35,752.97,308.66,944757.29,642389.29
1:40,MCS 875,7/1/2025 12:34,107539.27,103327.7,642.36,775.91,201796.03,204636.4,12332.55,12983.3,3816.66,3779.11,1267.91,1254.96,1249.15,1232.98,1684.54,1813.99,11296.17,11333.15,120178.09,248233.18,3290.68,44674.37,5431410.96,3574129.66,149293.09,145384.8,1436614.58,397266.09,141759.47,22309.65,153045.99,68031.26,1411.71,583.6,1100803.43,747774.57
1:41,MCS 876,7/1/2025 12:36,110130.37,104557.4,2045.6,2145.21,43763.97,43804.04,37650.74,40279.19,5020,4948.83,272.69,265.62,5685.72,5543.7,353.34,439.03,5662.09,5667.12,77244.5,157878.64,6417.78,76111.6,739472.13,480321.32,285734.36,267837.1,1186055.7,326545.89,22310.76,3472.62,403980.12,189698.85,246.36,103.69,346358.36,234726.15
1:42,MCS 877,7/1/2025 12:38,118134.49,113362.21,12661.06,13280.35,110585.45,110287.29,15911.69,16839.14,7872.79,7834.48,2291.41,2258.96,2920.85,2859.22,932.07,1008.96,9271.83,9300.17,128879.33,265820.29,60428.04,716608.35,2905882.73,1880602.22,187963.56,179807.77,2891193.88,803504.35,247296.74,38758.99,326442.3,152451.61,794.6,325.01,882096.91,599078.77
1:43,MCS 879,7/1/2025 12:40,58075.49,55200.09,5061.41,5361.68,16850,16622.97,38590.21,41922.25,5157.71,5090.85,256.64,252.13,6221.56,6133.67,120.04,174.77,2064.96,2068.38,65170.53,133450.15,24934.91,298629.49,455607.58,291699.38,468321.9,435282.54,1948372.94,537080.16,31733.46,4968.76,693779.23,334823.69,165.72,72.48,202145.69,137101.69
S1:8,QC MES 5 ppm,7/1/2025 12:42,5.55,5.26,5.12,5.44,5.26,5.25,5.56,5.94,4.81,5,5.22,5.26,5.48,5.46,5.11,4.93,5.26,5.28,24774.81,50983.91,99723.45,1196792.88,565355.28,366061.5,267978.32,252034.93,7218948.96,2094546.46,2269364.59,363881.89,2381423.69,1181491.55,16301.6,6152.83,2044931.85,1389234.67
S1:9,SJS-Std,7/1/2025 12:44,78804.75,73934.19,19089.45,19624.87,35589.31,35315.01,21075.56,21993.36,14771.79,14618.8,493.21,480.95,12483.96,12258.16,390.69,512.26,3393.82,3397.88,35853.86,72752.34,38028.96,442055.51,390035.82,251180.82,103895.74,105189.19,2261175.95,624949.38,25528,3974.44,567513.63,271416.71,196.35,82.76,134695.35,91315.03
1:44,MCS 884,7/1/2025 12:46,69766.56,66511.49,2188.09,2321.67,36496.46,36287.04,34290.27,37201.83,3083.79,3048.83,485.05,479.94,3613.74,3534.37,886.69,917.9,3640.6,3644.2,85719.13,175857.07,11887.44,142598,1080145.62,696927.62,455693.38,423431.63,1276232.27,352384.2,61746.04,9719.89,447773.45,211723.98,846.25,332.52,390110.85,264403.36
1:45,MCS 885,7/1/2025 12:48,82892.3,79759.65,2529.55,2752.95,22745.01,22770.2,53814.22,60405.7,3809.76,3780.06,293.09,289.35,9612.06,9511.37,92.9,126.6,2310.43,2313.6,107793.55,223032.93,14510.75,178491.27,712641.17,462983.28,756770.99,716206.75,1668351.55,462297.25,40816.45,6415.32,1228235.13,600809.61,155.83,63.7,262106.76,177716.65
