"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:03","BLK 3","28-04-2025 16:43",0.56,1.95,3.57,3.34,37.51,38.46,0.81,6.63,0.37,0.36,0.15,0.14,2.82,2.87,"0.08 u","0.01 u",0.08,0.04,33.6,1002.2,793.29,9979.22,40999.45,31379.55,574.13,18706.03,6343.43,1782.78,774.53,102.31,34244.61,6988.63,10.61,0.62,451.95,221.13
"S1:8","QC MES 5 ppm","28-04-2025 16:47",5.08,4.73,5.03,4.73,4.72,4.94,5.63,5.31,5.11,4.68,4.62,4.75,5,4.98,5.12,4.9,4.88,4.66,21252.93,51404.8,101160.23,1237352.16,543698.84,390229.73,269963.62,265146.51,7157152.75,2099834.54,2148218.68,360762.17,2569576.93,1286753.8,14344.89,5738.11,2000159.68,1422924.24
"S1:9","SJS-Std","28-04-2025 16:51",78752.12,79289.6,19552.33,19293.26,36687.49,36754.56,23078.05,23143.2,16302.01,15901.24,588.47,597.11,12907.32,13637.87,705.89,800.45,3647.68,3624.57,34620.14,83166.94,44460.01,509312.36,403947.95,296756.16,117813.78,125372.7,2580580.37,733156.09,25043.06,4263.73,683564.21,322010.77,215.9,90.16,151238.95,104881.99
"S1:9","SJS-Std","28-04-2025 16:55",82713.29,77817.47,18816.63,18829.43,35603.88,37428.79,25144.83,22794.03,15577.74,15021.61,577.8,579.24,12620.08,13147.01,692.86,719.14,3588.78,3589.52,35150.28,79409.56,48006.03,505288.17,390412.54,289105.55,124779.9,122267.53,2519260.72,696266.75,25012.98,4143.21,654204.3,331773.02,205.61,87.29,151297.54,107466.26
"S1:9","SJS-Std","28-04-2025 16:59",80843.01,82421.4,19457.32,18862.17,39198.75,35693.51,23401.39,23861.15,16273.2,15796.86,603.35,603.34,13186.99,13490.29,653.69,772.76,3484.39,3641.67,35071.31,77084.25,46165.08,514244.31,412043.27,285234.98,125077.87,117773.73,2585057.64,733396.55,24932.22,4150.85,666644.22,308409.03,210.76,85.65,151029.83,101447.85
"01:04","MCS 575","28-04-2025 17:03",85399.38,85119.38,1396.79,1524.57,39829.73,39004.48,25724.81,26889.43,7496.63,7208.64,742.87,710.49,4084.8,3967.28,417.31,430.78,4521.99,4214.79,90597.35,214496.34,8021.03,102416.18,1062918.71,701685.04,335511.57,313511.24,3090467.69,801424.63,81660.71,13348.32,504297.44,239170.84,329.06,127.54,496392.46,328435.61
"01:05","MCS 576","28-04-2025 17:07",73121.68,78024.13,2067.26,2164.54,40610.49,40116.03,25908.61,26291.32,9391.94,9283.91,695.74,692.47,6131.3,6056.62,729.03,787.12,4396.27,4100.55,85007.25,201801.31,13656.68,163421.94,1100176.73,749226.28,348160.64,336236.59,4171701.05,1096254.35,84811.56,13767.75,784095.78,400715.56,614.54,234.13,495667.27,318142.46
"01:06","MCS 577","28-04-2025 17:11",92339.13,91269.54,1194.16,1266.49,47475.03,45008.92,31083.18,31756.21,9424.59,9186.07,335.6,334.13,3522.05,3398.81,488.49,595.43,5687.22,5772.03,106579.55,250055.79,7239.47,85619.91,1353234.08,882587.62,400163.49,353191.79,3946843.12,1038857.18,39356.66,6215.18,448646.28,228377.16,423.39,173.59,629136.47,431659.47
"01:07","MCS 578","28-04-2025 17:15",93971,97338.3,788.57,889.5,41592.2,42491.76,34044.65,33499.42,8616.92,8848.17,652.12,655.16,3502.03,3419.44,364.79,377.85,4924.28,5132.23,110665.21,264066.24,4747.4,63903.01,1213716.09,902953.51,451647.24,444970.03,3838824.3,1099897.69,79395.46,12349.97,459822.98,233207.08,293.33,115.02,596003.35,439687.62
"01:08","MCS 579","28-04-2025 17:19",71546.67,73816.15,1173.85,1132.42,31964.82,33002.05,25466.06,24106.76,6596.43,6427.42,563.09,563.97,3833.54,3996.63,424.17,414.55,4253.22,4382.78,89476.77,214602.65,7266.41,89216.34,975023.95,742297.69,331644.88,306486.03,3037612.85,850600.82,72936.89,11764.96,567533.61,258782.39,368.7,135.64,505765.91,345110.73
"01:09","MCS 580","28-04-2025 17:23",103238.83,104176.59,1480.95,1506.62,49183.51,48396.28,36301.77,36140.48,10055.45,9905.27,703.88,693.11,3989.21,3926.15,772.92,848.24,6396.23,6175.35,119979.3,281866.55,8744.72,103529.86,1426397.64,1036805.53,475245.63,472114.47,4183699.46,1198284.61,82764.14,13561.69,554126.87,257037.09,630.75,258.88,723326.8,500908.13
"01:10","MCS 581","28-04-2025 17:27",96461.62,97312.33,1108.95,1157.03,45730.42,47797.84,31127.17,32732.32,9423.63,9599.12,512.57,521.71,4005.23,4166.36,429.12,477.5,5493.81,5787.33,96889.9,253746.07,6326.32,73167.64,1268214.33,852903.08,391898.78,360006.05,3568458.07,1029198.82,58625.01,9167.66,501081.94,244788.54,354.22,133.03,622337.89,400727.97
"01:11","MCS 582","28-04-2025 17:31",80833.97,79371.21,1472.75,1463.27,40946.74,41272.59,26528.06,26236.81,8762.35,8165.54,586.48,575.38,2848.28,2844.71,338.1,396.55,5064.51,5002.24,77114.88,183470.25,7749.79,90610.34,989864.02,735674.36,305916.86,297704.13,3080230.33,932828.54,56597.36,9654.46,349992.94,155462.36,234.81,103.81,471476.24,338060.92
"01:12","MCS 583","28-04-2025 17:35",84081.75,92434.32,1832.31,1832.74,41751.5,38670.49,27686.66,27152.31,7867.94,7982.19,482.45,475.19,5192.26,5428.26,558.89,629.32,5068.34,4853.51,97879.61,235273.71,11438.55,129256.99,1182886.98,832307.72,350414.31,321704.62,3486377.38,968719.7,58941.33,9264.77,680079.08,342214.86,458.32,177.51,530845.77,381908.54
"01:13","MCS 584","28-04-2025 17:39",85303.39,87222.5,1351.99,1382.19,44421.43,40784.96,28841.71,27324.83,8061.9,8322.68,296.01,301.15,3274.88,3294.65,482.48,545.6,5310.83,5134.72,99975.25,237380.96,8506.64,106111.25,1211872.46,912306.22,397025.09,377662.38,3498309.3,1042731.15,36041.97,6136.46,483660.82,226159.21,408.18,171.19,609749.67,431934.31
"S1:8","QC MES 5 ppm","28-04-2025 17:43",4.92,5.1,4.84,4.79,5.05,4.9,5.34,5.12,5.04,4.71,4.59,5,4.88,4.97,4.65,4.77,4.69,4.61,21234.16,47888.94,109622.85,1225720.34,520470.08,367469.68,262273.91,244525.3,7095944.88,2143284.3,2209143.35,356784.67,2429514.47,1199204.29,14725.08,5402.4,2065986.99,1370447.41
"S1:9","SJS-Std","28-04-2025 17:47",80036.55,76433.11,19857.02,19941.32,38878.7,38678.22,24910.78,24547.27,15163.59,15372.87,572.99,582.47,13169.76,13618.9,694.16,759.33,3682.66,3652.02,33621.14,81907.57,43803.46,505071.62,398547.71,277407.6,125904.76,118860.33,2537194.4,685879.47,24924.36,4180.98,657197.29,312360.12,228.52,88.85,151018.38,100507.49
"01:14","MCS 585","28-04-2025 17:51",71382.31,71190.81,2297.79,2324.52,28735.22,28485.38,23277.34,20855.97,5904.59,5646.18,295.42,286.49,4879.7,4844.48,832.63,931.7,3536.67,3663.58,80662.2,192709.68,14481.47,157966.72,833456.04,572618.82,279823.03,252646.45,2320289.71,704604.48,30846.55,5320.68,653586.12,313256.69,633.48,267.03,401304.93,285650.59
"01:15","MCS 586","28-04-2025 17:55",91402.22,91958.25,1032.8,1092.5,48966.38,48615.03,28999.18,27996,9231.69,9178.02,704.83,678.51,3156.18,3084.68,415.24,476.57,5499.09,5318.38,103529.26,249301.21,6442.99,78812.67,1413663.12,988290.82,379927.55,354078.67,3844218.79,1084965.96,83880.61,13264.44,430867.69,222818.22,343.64,148.18,658463.99,411669.7
"01:16","MCS 587","28-04-2025 17:59",99945.8,96011.34,866.86,980.57,45417.74,46649.93,36091.49,34674.07,9212.24,9063.63,612.26,617.94,3192.91,2998.79,377.21,443.35,5483.96,5622.8,106302.37,253087.39,5263.25,68034.52,1349186.21,890861.11,464325.27,433641.24,3909472.34,1112748.4,67642.17,11727.76,429603.08,209473.76,303.52,137.73,621012.17,457505.84
"01:17","MCS 588","28-04-2025 18:03",89518.79,81830.42,1462.68,1442.31,40037.59,37676.63,29904.92,29415.96,8021.4,7998.27,440.3,473.42,3965.49,3856.26,344.15,402.46,5023.14,5026.32,100782.57,222678.08,9133.13,103226.59,1153187.4,784665.51,398873.31,358060.23,3525687.29,953591.35,54697.76,8930.66,529702.64,239203.28,285.17,127.16,542800.41,391089.7
"01:18","MCS 589","28-04-2025 18:07",82567.87,78762.83,1212.22,1203.79,41200.07,41340.55,25015.21,24513.84,7784.02,7318.71,803.78,850.91,3806.28,3706.07,433.86,505.4,4595.09,4497.23,82560,210896.2,6945.31,81357.07,1119432.91,722778.87,298313.91,274868.65,3155763.22,826800.24,99551.76,16074.95,468598.07,228101.82,357.01,156.64,480355.13,354340.18
"01:19","MCS 590","28-04-2025 18:11",60113.9,62864.24,1909.1,1989.73,26604.35,25833.35,18509.62,17997.13,4329.54,4288.03,509.72,520.19,4815.55,5057.87,374.86,408.98,2453.02,2536.31,70244.64,162027.26,11968.76,149591.07,755332.72,528806.56,259306.51,241173.22,1955442.15,533119.41,62457.96,9497.43,658946.45,311499.24,285.4,125.44,284033.66,188410.35
"01:20","MCS 591","28-04-2025 18:15",87571.37,87950.73,1268.48,1299.17,46817.12,47280.69,30453.31,28337.66,8902.89,9254.11,246.59,271.61,3381.19,3511.21,254.46,335.75,5002.16,5311.46,103314.69,244413.74,8103.2,99964.88,1335580.53,940811.31,383620.18,356500.7,3830739.69,1053361.9,31233.48,5187.53,490418.68,230266.97,232.63,106.88,636876.13,430433.23
"01:21","MCS 592","28-04-2025 18:19",62266.9,64975.03,2335.65,2333.5,30816.38,32085.58,16790.49,16466.04,5406.04,5572.39,218.25,220.63,4512.59,4357.11,495.53,503.29,3539.57,3253.58,72590.47,178756.84,13842.67,174862.41,927936.87,615779.53,247302.89,224074.19,2431381.75,678336.34,25423.76,4069.06,608537.78,301144.69,390.98,167.19,378859.96,257029.53
"01:22","MCS 593","28-04-2025 18:23",79337.76,83086.52,1415.72,1368.84,37697.84,35455.97,27934.74,27386.08,7376.51,7187.45,745.29,750.78,4303.8,4428.42,457.08,491.02,4367.2,4102.09,96560,217804.71,8488.93,104599.26,1079955.14,811510.75,376091.88,337662.32,3053591.53,855224.11,92584.15,15487.37,612015.03,295318.49,361.11,152.93,524621.18,340226.09
"01:23","MCS 594","28-04-2025 18:27",75696.17,71786.16,2024.61,2001.06,30326.93,29054.63,20222.58,20174.34,7002.49,6784.61,217.09,219.75,4211.26,3986.94,467.42,512.58,4170.74,4542.42,77562.65,191016.15,11432.98,128189.79,771049.41,555546.49,253330.39,241494.66,2604931.18,767432.49,24978.69,3943.37,537706,251598.36,379.89,145.96,482270.61,323696.95
"S1:8","QC MES 5 ppm","28-04-2025 18:31",4.74,5.01,5.1,4.73,4.67,4.96,5.37,5.17,5.13,4.44,4.9,4.86,5.16,5.23,5.04,4.9,4.84,4.74,21070.43,51771.55,99864.25,1253847.47,525965.43,359475.68,262791.77,252672,7648104.71,2157492.5,2194527.02,365347.21,2402129.31,1224854.55,15355.65,5733.97,2128206.01,1431702.09
"S1:9","SJS-Std","28-04-2025 18:35",79171.42,79948.53,18661.94,19359.91,37878.4,36296.82,25052.01,24483.95,15186.06,14831.46,570.45,601.65,13557.3,13124.9,662.29,772.64,3522.69,3420.89,35134.59,82633.46,46552.02,502723.59,392034.16,289961.91,121655.09,120092.82,2536136.34,730288.24,26296.03,4345.43,653879.6,324120.47,205.99,88.59,161159.27,108371.44
"01:24","MCS 595","28-04-2025 18:39",77372.88,77369.7,1662.94,1723.15,37974.38,38759.42,24849.35,24432.28,6764.18,7108.04,734.76,731.83,5579.96,5709.4,638.72,677.05,4166.57,3950.57,83319.03,204139.75,9767.86,119624.83,1084794.39,753729.39,306729.26,286826.07,2745603.24,794070.71,84805.85,13737.58,732899.79,353605.42,479.11,213.27,440663.89,309264.37
"01:25","MCS 596","28-04-2025 18:43",66874.91,68362.82,2131.16,2240.74,27422.52,27791.67,24660.57,24260.38,5274.67,5052.8,251.68,254.71,5663.41,5481.19,575.1,556.15,3141.47,3074.01,78895.52,190032.71,13883.47,178220.7,909220.19,630938.32,355064.5,306616.67,2451435.4,677980.7,33727.09,5271.74,784055.24,384775.82,473.7,185.05,403986.05,258675.87
"01:26","MCS 597","28-04-2025 18:46",91707.42,95923.92,1727.43,1675.4,45506.9,42924.2,25351.32,25978.18,7487.07,7192.05,357.56,340.46,4291.09,4465.27,558.42,581.24,5009.79,5177.61,105015.67,264162.98,10539.52,127142.94,1254672.18,881935.6,368953.8,349102.03,3327186.88,919152.96,41914.73,7119.68,574465.62,294505.74,475.99,197.38,592152.88,410891.37
"01:27","MCS 598","28-04-2025 18:50",85789.89,93560.2,1074.88,1091.04,47402.96,45395.39,26074.35,25019.41,9211.06,9375.45,534.99,509.51,3178.37,3152.63,448.31,517.13,5425.28,5453.94,93436,225688.17,6423.69,71255.8,1271828.43,917850.44,318271.41,295445.45,3579834.81,1030016.43,56619.48,9971.63,405669.65,180942.38,368.42,151.86,592955.12,396228.96
"01:28","MCS 599","28-04-2025 18:54",94789,91507.82,1211.79,1298.68,49700.56,47606.39,30389.46,30244.28,8973.58,9360.5,323.32,319.07,2936.14,3014.93,477.57,570.25,5969.74,5818.98,106162.3,258790.21,7596.34,96085.63,1455821.69,1028170.22,403597.66,386623.9,3970208.11,1213160.02,37352.32,6014.83,407213.74,212783.43,416.88,176.3,642482.29,451314.53
"01:29","MCS 600","28-04-2025 18:58",84352.39,81770.31,2815.25,2937.09,43409.19,40846.38,30866.87,29528.28,11474.38,11604.93,416.9,394.35,6524.74,6936.28,393.31,467.97,4611.15,4805.89,94817.99,238860.56,18562.11,217192.85,1232934.11,823115.44,428159.85,407534.61,4649883.73,1405607.4,48607.01,7883.22,889760.27,469678.02,319.51,135.55,582292.95,388741.09
"01:30","MCS 601","28-04-2025 19:02",79590.39,81325.02,1347.2,1331.68,33749.69,32508.72,25928.4,26591.43,5932.78,6238.63,558.11,580.89,4020.58,4420.21,349.79,372,3771.39,3701.24,87521.17,229006.25,8871.3,103716.88,973429.71,675308.75,353435.06,345135.72,2702124.35,800617.32,73770.69,11964.19,596300.29,300462.71,292.77,119.58,490206.62,325000.89
"01:31","MCS 602","28-04-2025 19:06",94462.83,92916.47,1390.85,1428.72,43089.75,44412.56,30185.77,28621.72,9272.28,9137.67,322.41,309.15,4636.75,4724.46,530.77,551.41,5224.47,5270.96,99840.33,254676.19,8842.23,107641.57,1290341.4,868058.73,406504.4,360966.79,3654725.34,1029325.85,36253.84,5782.67,629153.86,310132.18,432.29,168.64,627486.73,420199.25
"01:32","MCS 603","28-04-2025 19:10",95309.73,88607.87,1650.37,1682.22,39652.94,40752.81,27273.31,27923.81,8241.75,7816.5,272.08,273.62,4701.12,4415.43,465.44,510.84,5320.92,5283.81,110776.72,275452.14,10652.12,134781.18,1207057.84,919105.87,379412.43,386655.16,3626008.86,1020818.16,35156.63,5763.63,618339.83,306780.24,407.53,162.65,645289.09,455091.63
"01:33","MCS 604","28-04-2025 19:14",74328.83,73936.69,2975.43,3280.11,34154.29,34200.71,28135.24,29158.64,9059.67,8661.39,489.78,510.01,8518.72,8491.23,652.42,714.16,4139.21,3899.68,87917.84,209931.67,19916,244199.73,1100255.24,730334.07,375478.82,351670.49,4046509.17,1135686.52,58528.73,9543.81,1132180.98,551006.44,521.32,221.39,467632.82,346368.14
"S1:8","QC MES 5 ppm","28-04-2025 19:18",4.7,4.73,4.83,4.69,4.69,4.62,5.29,5.42,5.19,4.56,4.9,4.9,4.94,4.86,5.06,4.98,4.54,4.54,20381.56,48993.22,108635.18,1205398.63,495872.93,373432.9,273612.54,261973.41,7306167.79,2207961.53,2195822.24,358297.9,2400787.89,1269926.98,15387.06,5690.1,2066157.11,1392849.83
"S1:9","SJS-Std","28-04-2025 19:22",82487.22,82071.7,19996.34,19662.61,38081.94,35724.89,24757.99,23694.33,14849.13,14679.01,555.44,594.87,13441.21,13303.72,699.06,695.55,3600.33,3395.92,32427.76,83246.44,47397.35,544049.08,414161.36,281233.41,123520.73,117309.09,2579495.4,730964.46,25018.93,4060.69,685861.19,308342.01,219.32,86.71,148185.15,103883.11
"01:34","MCS 605","28-04-2025 19:26",67555.94,65441.71,1652.38,1713.62,31585.58,30171.36,19488.6,19626.97,4962.22,5153.92,565.07,561.97,4584.11,4723.12,536.66,603.6,3183.98,3068.24,84198.72,198479.5,11334.07,131747.92,963459.02,645561.24,309694.87,292240,2478569.94,689350.29,73047.2,11790.28,674809.42,334843.27,458.42,188.84,380777.45,266556.56
"01:35","MCS 606","28-04-2025 19:30",75047.01,75601.11,1451.97,1455.57,31624.16,32999.86,22685.14,22563.71,6297.24,6251.8,314.24,326.41,4393.85,4162.14,354.51,403.74,3669.63,3870.41,85197.04,206658.45,10280.99,122041.16,973465,711946.25,348587.39,335973.55,2793209.37,818358.9,41446.81,6839.05,661095.88,296934.08,325.28,131.27,498829.53,329952.9
"01:36","MCS 607","28-04-2025 19:34",82032.42,77579.56,1654.11,1704.82,35471.72,34387.31,24790.96,23688.18,6969.05,6776.29,502.03,513.94,4570.49,4573.78,633.65,656.82,3718.94,3791.56,85567.89,194677.43,10533.77,116160.52,963506.72,638763.31,311300.36,307466.53,2937919.41,814542.65,61598.03,9798.05,590696.29,285880.96,531.12,196.32,454007.6,306583.6
"01:37","MCS 608","28-04-2025 19:38",80500.27,79177.71,1122.74,1043.04,40524.42,38049.98,25359.74,24377.81,8664.34,8210.29,423,419.44,3001.43,3127.88,375.02,381.28,4888.69,4660.38,83525.25,201187.92,6317.56,72209.34,1102998.44,777671.02,303602.44,303902.17,3312813.53,1001695.03,48593.64,8298.63,418524.62,189319.21,286.83,117.18,506660.44,364804.67
"01:38","MCS 609","28-04-2025 19:42",83934.45,86763.63,1181.57,1262.79,41163.25,39012.86,25966.5,25399.56,7449.19,7183.85,522.42,518.59,4100.15,4209.62,503.89,537.95,4596.1,4204.48,105751.47,244043.8,8379.77,98863.36,1261820.98,889963.5,384240.05,360576.6,3520679.78,941152.38,65656.86,10843.94,584310.12,294761.66,452.36,182.05,583947.53,380912.21
"01:39","MCS 610","28-04-2025 19:46",71912.01,72975.83,1741.01,1791.53,30627.26,31217,24207.23,22859.58,5940.34,6209.04,654.1,639.38,4207.37,4383.62,536.68,564.37,3843.24,3677.59,84685.52,193010.71,10622.37,127015.53,848254.16,632343.63,298532.52,300511.27,2640457.11,719496.5,74634.72,11651.29,557120.84,270142.4,406.52,175.02,432591.72,295904.95
"01:40","MCS 611","28-04-2025 19:50",88732.73,86962.85,1044.56,1070.56,41611.37,39139.42,29326.37,28259.64,8148.59,7865.8,720.37,737.08,3585.16,3374.84,423.15,503.64,4980.49,4999.63,91205.9,224088.24,6511.21,72799.83,1161877.25,820822,380766.31,339451.51,3472105.37,959211.66,83817.27,13812.38,448843.41,221174.67,340.32,147.39,540348.82,385857.99
"01:41","MCS 612","28-04-2025 19:54",83077.1,84162.17,1293.96,1232.07,39038.85,42744.77,28130.07,27241.78,8108.54,7571.15,338.25,331.08,3640.09,3322.6,358.67,454.9,5307.52,5121.96,92763.02,224650.45,7729.51,89631.13,1104960.81,772107.72,362626.95,327750.22,3274377.92,934092.29,38668.01,6120.31,466386.07,211114.09,287.92,130.63,550979.18,373113.32
"01:42","MCS 613","28-04-2025 19:58",85917.81,89165.67,1133.02,1158.18,41410.89,42016.2,28797.38,26493.22,8157.19,7746.73,501.01,510.46,3108.4,3239.14,306.58,341.45,4898.56,4711.36,96174.16,211017.78,6877.97,83620.91,1080781.8,822203.45,336148.52,327400.03,3323030.87,929249.72,56983.12,9431.24,406441.53,197796.17,260.79,96.81,564748.74,370166.77
"01:43","MCS 614","28-04-2025 20:02",78059.87,82162.41,1421.76,1434.95,39523.24,41454.45,24505.87,25497.88,6528.66,6629.14,691.61,702.12,4462.5,4348.37,428.6,461.89,4042.32,4095.94,97292.79,238522.45,9339.15,106599.1,1326060.59,923536.41,362254.87,320809.73,2946125.68,870952.94,91415.98,14970.11,648318,305082.31,381.19,153.87,524906.27,356634.19
"S1:8","QC MES 5 ppm","28-04-2025 20:06",4.65,4.88,5.09,4.44,4.86,4.7,5.53,5.04,4.93,4.71,4.91,4.79,5.01,4.74,4.64,4.7,4.76,4.67,21328.49,50813.18,108396.74,1255974.46,530591.36,359187.02,272529.14,256735.73,6904245.39,2137595.2,2173194.35,336322.67,2380652.07,1203882.36,14347.75,5673.78,2057074.3,1385668.52
"S1:9","SJS-Std","28-04-2025 20:10",76590.09,76650.35,18727.56,18580.63,37051.71,38005.88,23788.09,24121.15,14930.8,14607.09,576.01,548.2,13207.52,13113.82,659.14,821.42,3520.89,3568.84,35006.82,81578.77,45867.08,538994.83,399088.86,275838.42,115428.82,127220.67,2420705.87,730541.33,25374.08,4120.52,686396.38,312115.91,208.94,91.28,152666.5,101733
"01:44","MCS 615","28-04-2025 20:14",88176.37,84935.35,1119.31,1239.2,41219.09,42021.95,30555.82,30680.3,8375.27,8418.96,531.6,524,3925.75,3943.46,439.86,473.92,5312.29,5360.09,98936.51,232017.26,7319.52,90122.92,1201929.15,826999.45,414426.36,395827.96,3668126.55,1027154.8,61017.16,10187.72,526855.09,265575.41,353.91,147.9,596406.43,435775.87
"01:45","MCS 616","28-04-2025 20:18",75607.56,76405.72,1917.11,2070.16,30720.8,28593.3,22590.65,22568.26,5248.33,5221.53,189.33,205.39,5549.67,5412.26,443.36,533.84,3482.84,3666.23,82214.33,203387.06,12130.27,150557.6,867992.51,593432.83,304196.71,283886.01,2465996.15,658062.66,24246.88,3763.59,754097.77,358391.3,372.28,157.52,427546.55,272038.11
