Rack:Tube,Solution Label,Timestamp,Al 237.312 nm ppm,Al 308.215 nm ppm,Ca 315.887 nm ppm,Ca 422.673 nm ppm,Fe 238.204 nm ppm,Fe 259.940 nm ppm,K 766.491 nm ppm,K 769.897 nm ppm,Mg 279.553 nm ppm,Mg 280.270 nm ppm,Mn 257.610 nm ppm,Mn 293.931 nm ppm,Na 588.995 nm ppm,Na 589.592 nm ppm,P 213.618 nm ppm,P 214.914 nm ppm,Ti 334.941 nm ppm,Ti 336.122 nm ppm,Al 237.312 nm c/s,Al 308.215 nm c/s,Ca 315.887 nm c/s,Ca 422.673 nm c/s,Fe 238.204 nm c/s,Fe 259.940 nm c/s,K 766.491 nm c/s,K 769.897 nm c/s,Mg 279.553 nm c/s,Mg 280.270 nm c/s,Mn 257.610 nm c/s,Mn 293.931 nm c/s,Na 588.995 nm c/s,Na 589.592 nm c/s,P 213.618 nm c/s,P 214.914 nm c/s,Ti 334.941 nm c/s,Ti 336.122 nm c/s
1:03,BLK 3,7/11/2025 11:16,3.38,5.51,1.88,1.88,9.37,9.27,0.89,0.51 u,1.3,1.31,0.05,0.03 u,1.66,1.94,-0.07 u,2.04,0.03,0.11,154.82,456.97,282.24,3186.3,4643.95,3051.5,867.39,13208.91,14308.43,4460.4,169.56,31.1,14682.64,2932.33,3.47,7.05,262.63,64.16
S1:8,QC MES 5 ppm,7/11/2025 11:18,5.07,5.1,5.03,5.22,5.16,5.12,5.1,5.14,4.51,4.88,4.94,5.05,5.02,5.38,5.07,5.01,5.04,5.01,22429.95,43683.18,95314.63,1056086.76,426866.45,277872.17,298423.2,272794.11,6115408.38,2039762.57,1775461.48,271500.91,2584868.88,1306881.84,11870.95,5108.41,1420639.78,1034253.17
S1:9,SJS-Std,7/11/2025 11:20,96050.06,95767.92,24533.49,24900.28,45742.74,45314.32,25764.96,25804.73,17995.79,18651.96,701.4,696.92,15472.37,16219.12,877.1,1020.74,4231.31,4214.09,43987.08,84868.02,48338.82,523346.89,393089.18,255127.17,156768.78,148291.45,2538055.57,809728.58,26272.06,3910.78,833696.52,409020.61,217.11,105.78,124089.46,90181.8
S1:9,SJS-Std,7/11/2025 11:40,76854.53,76066.92,19491.06,19818.49,36514.88,36005.79,20417.82,20394.88,14311.85,14832.81,551.54,551.52,12388.53,13131.59,652.35,756.33,3346.55,3345.04,35213.97,67460.31,38429.03,416844.36,314031.71,202886.9,124365.6,119948.04,2019812.86,644345.4,20679.45,3099.7,669701.58,331316.19,162.55,77.8,98190.51,71576.98
S1:9,SJS-Std,7/11/2025 11:42,76672.69,75839.97,19379.42,19733.1,36373.72,35940.23,20327.73,20272.02,14247.98,14750.04,549.29,543.69,12296.31,13077.53,639.44,756.78,3333.9,3332.77,35130.86,67259.77,38209.63,415054.8,312822.33,202518.97,123819.63,119304.31,2010827.81,640761.12,20595.46,3055.98,664797.09,329955.69,159.42,77.85,97820.38,71314.3
1:04,MCS 3370,7/11/2025 11:44,64289.94,64311.08,12720.65,13328.3,26842.92,26316.61,33156.63,34100.43,6471.25,6712.95,397.52,395.36,11253.11,11931.86,319.28,396.75,3128.55,3120.29,73508.54,142237.95,62590.89,699464.26,575832.01,369858.68,502695.21,459516.9,2281194.12,728398.56,37165.87,5534.03,1506201.23,751175.56,197.86,102.67,229061.81,166880.06
1:05,MCS 3371,7/11/2025 11:46,80541.37,80925.03,10696.63,11294.42,32120.91,31653.05,31526.52,32450.08,6581.54,6849.18,472.11,471.21,12498.41,13284.37,396.43,486.81,3981.5,3988.14,98101.09,190638.79,56097,631750.7,733921.99,473806.61,509324.3,465776.28,2471707.07,791750.25,47008.51,7022.15,1780610.41,891025.44,260.42,134.92,310551.49,227297.71
1:06,MCS 3372,7/11/2025 11:48,73132.64,72767.06,3620.81,3774.27,22934.29,22507.98,27834.11,28173.79,3069.91,3151.53,186.74,183.48,7690.31,8124.57,215.78,296.86,3142.91,3140.02,70246.88,135207.48,15060,167526.9,413621.98,265959.86,354680.95,322927.8,912962.62,288489.65,14724.24,2171.43,869310.62,430021.57,114.14,63.71,193338.73,141065.85
1:07,MCS 3373,7/11/2025 11:50,93615.97,93806.98,2369.38,2491.93,56104.37,55351.88,23308.17,23625.34,5713.27,5921.85,768.03,768.24,3268.03,3423.17,510.74,624.55,6735.47,6736.63,112940.78,218870.95,12405.5,139243.11,1268985.49,820158.73,373183.12,339571.78,2126364.25,678408.01,75696.91,11326.68,469280.11,228063.85,331.2,172.07,520262.02,380356.66
1:08,MCS 3374,7/11/2025 11:52,45136.42,44582.69,3828.18,3960.64,12974.95,12681.23,21818.33,21962.18,1255.29,1283.22,172.93,170.12,6800.87,7189.83,115.73,126.67,1137.77,1138.06,46377.95,88641.72,17005.38,187750.85,250629.87,160513.09,297316.52,271287.84,402723.11,126720.23,14577.36,2152.52,822425.57,406858.15,67.23,27.85,74962.93,54635.42
1:09,MCS 3375,7/11/2025 11:54,75808.68,75883.66,1382.43,1478.94,40363.96,39834.32,35522.22,36891.5,3974.96,4107.64,688.86,689.13,3374.04,3565.15,787.26,861.15,5922.22,5914.74,104154.12,201637.49,8283.83,94590.71,1039853.63,672274.18,647184.88,593630.35,1686006.81,536290.12,77312.12,11569.58,549813.76,270323.95,578.18,271.43,520915.03,380287.54
1:10,MCS 3376,7/11/2025 11:56,61829.01,61495.73,5655.39,5994.47,22524.54,22138.4,31523.24,32450.06,3381.29,3507.43,307.47,306.3,7287.17,7696.77,354.66,433.05,3218.84,3212.52,75810.3,145852.17,29906.21,338138,518298.14,333744.06,512521.05,468668.17,1281090.07,409026.43,30844.52,4601.76,1049314.5,519892.07,234.89,120.55,252712.02,184255.57
1:11,MCS 3377,7/11/2025 11:58,77056.67,77206.01,1680.2,1765.46,60133.64,59358,20420.82,20734.41,4487.44,4645.27,538.22,536.36,2541.15,2729.31,323.75,402.49,5308.65,5307.11,108208.71,209682.39,10261.06,115085.93,1582822.72,1023516.25,380547.51,346599.85,1944517.62,619590.39,61761.72,9208.91,425763.45,211709.2,245.47,128.52,477300.43,348770.19
1:12,MCS 3378,7/11/2025 12:00,86747.89,86396.33,2058.44,2151.32,53429.31,52456.95,20549.87,20690.53,5816.57,6018.77,728.48,727.29,2890.89,3124.96,344.75,476.2,6411.17,6411.31,88960.23,171367.77,9191.64,102559.46,1027260.31,660720.43,279778.64,256085.85,1840643.01,586261.2,61037.01,9117.51,355498.17,177122.79,191.78,110.71,420902.53,307631.2
1:13,MCS 3379,7/11/2025 12:02,84038.42,84310.84,4223.24,4453.12,51367.12,50551.28,22308.96,22691.83,6390.55,6669.54,751.94,751.13,3373.86,3593.9,385.5,442.65,6553.66,6550.44,117075.02,227151.67,25403.51,285752.88,1341592.02,864913.43,412401.54,375205.63,2744665.58,881711.26,85568.15,12785.6,557368.93,276321.05,289.21,140.43,584540.51,427091.43
S1:8,QC MES 5 ppm,7/11/2025 12:04,5.12,5.06,4.96,5.19,5.12,5.03,5.13,5.17,4.43,4.83,4.91,4.99,5.02,5.39,4.94,4.93,4.97,4.96,22645.98,43344.55,93970.95,1048814.43,423803.06,273040.94,300188.98,274340.42,6009706.62,2018713.67,1765210.54,268126.49,2585548.65,1307274.89,11568.02,5023.56,1401332.95,1023307.76
S1:9,SJS-Std,7/11/2025 12:06,79813.21,78486.28,19961.38,20346.44,37615.99,36923.49,21055.01,20953.81,14737.02,15270.11,570.25,564.02,12701.18,13430.66,626.15,759.15,3446.45,3440.59,35315.26,67219.8,38008.03,413285.94,312413.65,200930.96,123851.4,119111.62,2008528.43,640605.54,20647.85,3061.54,663164.85,327251.38,150.98,75.34,97655.1,71096.53
1:14,MCS 3380,7/11/2025 12:08,58181.19,57927.93,2910.4,3078.62,16658.63,16433.16,29178.4,30043.55,1713.02,1759.9,183.44,180.57,7164.91,7545.73,201.56,260.56,2353.61,2347.27,76320.3,146985.73,16521.12,186464.52,410348.42,265209.92,507542.63,464346.68,697322.74,220511.49,19722.42,2910.75,1103214.7,545253.72,144.46,76.81,197740.26,144025.92
1:15,MCS 3381,7/11/2025 12:10,58193.13,57991.36,1694.74,1805.13,22163,21744.75,33332.86,34679.27,2380.27,2464.3,280.15,277.5,4366.07,4624.5,235.06,274.52,3649.86,3642.88,87197.83,168072.93,11032.18,125400.59,623084.79,400504.96,662210.22,608177.17,1103171.68,351539.82,34338.4,5093.24,771341.04,382019.44,191.07,92.91,350152.1,255392.04
1:16,MCS 3382,7/11/2025 12:12,57530.41,56968.2,1543.14,1621.21,30924.09,30431.39,32572.55,33348.67,2610.51,2679.38,628.49,626.74,3294.49,3535.52,563.44,636.71,5884.46,5866.52,61069.53,116990.78,7157.13,80295.11,615644.56,396906.15,458421.56,418314.07,858182.45,271124.25,54493.65,8131.63,417216.05,207194.53,321.4,154.01,399719.9,291242.06
1:17,MCS 3383,7/11/2025 12:14,99053.08,98447.34,2733.8,2853.18,46613.7,45810.66,22083.04,22230.25,6148.33,6354.49,601.05,598.85,5159.77,5427.89,256.17,332.9,4198.96,4189.15,91795.97,176462.21,11007.23,122626.14,810182.01,521623.38,271722.57,249031.26,1758586.12,559459.14,45535.24,6790.43,566736.96,277556.67,130.16,69.13,249218.83,181638.57
1:18,MCS 3384,7/11/2025 12:16,82942.73,82750.58,2820.22,2999.07,48325.85,47589.23,21604.58,21993.39,4757.04,4934.48,507.85,506.41,5471.29,5765.5,350.3,427.08,6209.87,6198.24,118336.74,228328.21,17412.61,197556.97,1292670.57,833917.29,409025.85,372531.64,2093947.16,668574.66,59216.07,8835.17,918489.22,453451.69,269.44,138.73,567253.46,413881.36
1:19,MCS 3385,7/11/2025 12:18,69530.43,68638.38,2912.29,3039.98,37564.65,36928.82,27629.61,27937.71,4275.08,4400.25,644.71,642.04,3804.91,4039.24,1004.76,1075.18,5565.46,5552.52,65301.8,124707.63,11868.99,132238.92,661633.53,426121.82,344232.45,313471.46,1240639.83,393060.8,49471.73,7373.04,426125.59,209444.99,504.71,231.22,334551.7,243903.53
1:20,MCS 3386,7/11/2025 12:20,79128.42,78577.88,4533.15,4741.71,30420.53,29883.5,20936.47,21074.85,4142.69,4283.23,341.84,339.91,7920.47,8329.32,224.84,271.22,3637.44,3626.13,81902.79,157319.43,20277.93,226308.02,590792.45,380221,287656.37,262884.89,1324872.04,421635.22,28956.53,4312.65,963763.34,475059.36,127.67,62.7,241106.45,175583.16
1:21,MCS 3387,7/11/2025 12:22,92460.93,91502.6,1829.02,1907.65,55281.69,54267.04,20417.63,20453.15,6261.78,6468.78,661.76,663.24,2581.39,2700.21,382.38,489.81,6345.94,6356.96,81620.71,156240.81,7058.82,78631.46,914978.35,588414.52,239355.86,219844.63,1706035.21,542492.31,47745.4,7161.52,275749.82,131945.73,183.28,97.77,358630.94,262537.39
1:22,MCS 3388,7/11/2025 12:24,102698.6,102242.93,1294.45,1378.98,55472.33,54523.45,24612.28,25017.96,6896.48,7181.64,606.6,605.2,3664.74,3862.66,169.68,249.6,4767.96,4775.82,124117.58,238970.02,6845.83,77861.98,1257010.3,809381.4,394751.53,359452.51,2570096.75,823807.51,59916.5,8944.23,525870.14,257709.18,113.03,67.56,369032.07,270133.78
1:23,MCS 3389,7/11/2025 12:26,66544.13,65814.98,5451.46,5700.89,63320.15,62294.68,18487.47,18608.66,5815.17,6026.15,597.76,596.64,3576.6,3816.73,685.06,818.09,5597.6,5590.65,75301.08,144063.51,26618.69,296964.95,1342764.19,865394.62,277694.04,254201.76,2029546.04,647375.43,55264.65,8254.11,481260.81,238380.68,415.45,211.83,405444.37,295951
S1:8,QC MES 5 ppm,7/11/2025 12:28,5.13,5.04,4.92,5.17,5.07,5.02,5.11,5.15,4.42,4.79,4.88,4.97,4.98,5.34,4.92,4.89,4.94,4.93,22688.52,43129.68,93240.48,1046689.13,419817.26,272369.64,299193.37,273162.18,5997245.13,2001637.24,1754867.77,267419.06,2565590.68,1295014.44,11507.76,4981.62,1393822.53,1017096.42
S1:9,SJS-Std,7/11/2025 12:30,80017.95,78406.69,19933.73,20391.72,37634.15,36951.21,20952.59,20868.11,14683.57,15206.84,570.25,563.23,12713.35,13342.87,608.82,740.65,3443.89,3436.98,35405.63,67151.89,37955.55,414202.33,312563.89,201081.19,123251.99,118678.01,2001267.07,637959.69,20648.01,3057.26,663789.66,325117.94,146.91,73.45,97582.9,71021.87
1:24,MCS 3390,7/11/2025 12:32,69407.63,68695.66,5693.82,5940.18,30824.46,30322.8,23269.81,23481.3,4809.86,4958.51,296.14,291.8,4711.19,5013.24,231.83,295.77,3510.76,3500.18,72022.46,137891.69,25498.39,283798.44,600039.75,386712.61,320401.95,292068.3,1540835.11,488941.6,25158.12,3714.29,579017.37,286937.23,131.81,68.74,233269.68,169885.84
1:25,MCS 3391,7/11/2025 12:34,74937.83,73840.8,1822.57,1896.91,30719.37,30166.44,21504.42,21570.39,3274.07,3373.33,386.21,381.59,3131.29,3323.23,141.7,205.18,2792.45,2786.29,67025.82,127763.76,7123.99,79191.75,515560.77,331693.21,255323.36,233966.11,906642.29,287525.59,28265.05,4183.36,336337.06,164290.45,71.42,40.21,159984.93,116544.75
1:26,MCS 3392,7/11/2025 12:36,80529.63,79724.26,2770.92,2917.82,46717.46,45891.38,25935.43,26294.03,3129.4,3227.87,743.55,740.09,5253.84,5577.43,355.54,472.29,2992.23,2980.43,83873.12,160609.22,12520.26,140700.62,912321.84,587107.08,358414.88,326697.55,1008635.38,320228.07,63265.21,9421.47,646914.22,320370.27,200.66,111.53,199620.81,145215.39
1:27,MCS 3393,7/11/2025 12:38,73019.5,72061.99,1708.19,1787.25,33497.82,32764.87,25684.79,25892.76,4505.21,4669.69,271.45,267.72,4569.19,4809.37,422.33,483.01,4459.81,4442.34,68553.36,130875.7,7010.67,78337.8,589953.98,378051.25,319949.69,291400,1306678.86,416878.26,20878.6,3086.9,509380.3,249143.54,214.51,102.62,268052.34,195070.48
1:28,MCS 3394,7/11/2025 12:40,53017.12,52717.04,18637.4,19529.98,25664.45,25210.09,25339.74,26040.24,6380.69,6659.79,398.79,396.73,10587.39,11288.95,326.02,393.52,3120.8,3152.94,76444.06,147031,115543.78,1291276.87,694059.19,446650.12,484518.06,443010.97,2834998,910805.45,46993.85,6996.97,1785081.76,896111.77,253.57,128.98,288097.66,212665.95
1:29,MCS 3395,7/11/2025 12:42,54362.68,53449.04,2311.36,2393.15,19980.52,19595,17497.57,17536.04,2079.63,2131.83,211.33,208.85,3904.71,4080.58,157.81,206.28,1894.97,1889.45,56954.89,108340.34,10520.25,116287.77,392986.77,252512.47,243322.11,223375.97,676063.62,213321.49,18146.97,2689.56,486150.89,235880.35,91.87,47.73,127187.61,92545.76
1:30,MCS 3396,7/11/2025 12:44,79675.73,79105.33,2885.24,3060.36,44174.56,43341.74,25604.26,26130.6,5010.59,5187.73,691.54,689.41,3613.64,3846.51,547.89,632.91,6183.69,6165.89,100964.86,193876.53,15831.46,179169.89,1049593.38,674634.51,430457.7,392345.98,1959104.66,624348.65,71589.89,10676.8,543240.23,269001.86,372.62,183.28,501663.26,365633.18
1:31,MCS 3397,7/11/2025 12:46,66415.68,65597.87,3944.74,4134.47,36912.21,36254.53,25594.97,25924.02,4729.25,4879.15,580.86,580.04,3049.24,3255.79,255.74,337.11,7628.89,7602.94,70100.02,133934.89,18004.48,201347.16,730586.21,470099.6,358375.01,326362.32,1540946.97,489351.33,50094.58,7486.17,384896.71,189820.37,147.38,80.04,515295.3,375377.63
1:32,MCS 3398,7/11/2025 12:48,80700.52,79885.75,5697.07,6014.36,26958.9,26397.25,24804.46,25123.97,3402.7,3515.09,299.46,296.64,9910.79,10455.14,310.58,432.35,3511.73,3499.39,86026.75,164715.34,26211.15,295185.21,539346.61,345994.88,350865.38,319793.88,1121799.16,356695.23,26135.8,3878.75,1238910.96,613916.83,179.86,104.36,239744.96,174519.67
1:33,MCS 3399,7/11/2025 12:50,57324.56,56323.94,7288.92,7628.08,32747.27,32004.86,27867.22,28131.09,4034.74,4174.39,488.96,486.09,5088.8,5448.64,411.72,506.36,7959.77,7950.09,50922.73,96810.57,27917.56,311680.02,545551.08,349319.31,328294.87,299062.04,1107756.76,352767.01,35501.91,5284.32,535963.48,266894.92,198.11,101.73,452313.14,330194.5
S1:8,QC MES 5 ppm,7/11/2025 12:52,5.16,5.07,4.92,5.2,5.1,5.02,5.11,5.16,4.42,4.78,4.93,5,5,5.35,4.93,4.9,4.98,4.97,22812.59,43458.26,93327.64,1051315.6,422183.25,272575.25,299313.55,273704.06,6001461.16,1998118.3,1774550.83,268899.53,2572713.6,1299621.99,11540.99,4993.58,1404404.91,1024818.3
S1:9,SJS-Std,7/11/2025 12:54,79938.81,78252.59,19820.64,20364.91,37528,36822.05,20902.33,20824.41,14652.11,15160.44,572.05,562.68,12580.41,13309.78,659.7,740.27,3449.57,3442.82,35370.7,67020.4,37740.92,413659.76,311685.66,200381.2,122957.86,118456.92,1996993.1,636019.55,20712.76,3054.31,656962.58,324313.62,158.84,73.42,97743.41,71142.67
1:34,MCS 3400,7/11/2025 12:56,60003.32,59270.83,2825.3,2967.46,32287.09,31686.58,25706.5,26105.24,3063.12,3161.58,350.53,348.27,3954.39,4169.52,442.68,477.76,6020.99,6006.48,67603.69,129182.01,13793.39,154604.19,682194.71,438616.35,384150.66,349814.15,1067335.08,339086.55,32301.91,4806.04,528609.32,259172.76,268.75,122.22,434136.52,316538.4
1:35,MCS 3401,7/11/2025 12:58,83877.1,83009.58,1406.8,1486.8,44013.2,43108.43,25187.48,25522,4542.86,4677.02,394.82,391.65,2713.2,2877.96,279.84,379.8,5180.44,5172.7,91130.23,174438.93,6689.59,75496.22,896706.37,575372.75,363124.69,330654.9,1524202.85,483022.32,35088.95,5211.73,353554.26,172845.41,165.52,93.21,360365.34,262957.19
1:36,MCS 3402,7/11/2025 13:00,88180.68,87372.73,3415.68,3611.28,49454.4,48492.6,20763.73,20954.44,4915.48,5072.34,691.21,688.81,7703.63,8113.98,285.05,378.63,5480.97,5493.43,98212.1,188212.62,16467.22,185763.53,1032757.87,663411.93,306986.02,280389.25,1690052.56,536816.84,62901.24,9378.41,1008321.03,498013.09,172.66,95.31,390854.76,286298.56
1:37,MCS 3403,7/11/2025 13:02,63172.18,62542.3,947.75,1004.43,34523.58,34074.08,18541.8,18783.25,3437.07,3541.36,398.85,398.22,1965.43,2081.91,199.73,278.22,4840.66,4829.11,90051.49,172439.63,5927.25,67086.65,922799.96,596664.22,350744.33,319730.56,1513059.98,479867.36,46476,6944.88,336565.87,164092.16,155.27,89.5,441744.38,322096.34
1:38,MCS 3404,7/11/2025 13:04,65482.93,64581.33,4290.39,4518.7,25915.23,25523.13,22836.22,23117.54,3628.99,3749.61,268.35,266.17,5955.33,6311.73,178.17,241.8,2978.64,2967.29,74466.91,142064.25,21078.58,236849.39,552975.25,356797.9,344554.6,314100.39,1275212.47,405561.92,24985.21,3713.21,797958.69,395605.22,111.68,61.36,216919.96,157837.85
1:39,MCS 3405,7/11/2025 13:05,57762.72,57081.75,3238.12,3401.42,27880.05,27490.02,20082.37,20311.34,3079.88,3181.07,189.6,186.79,5166.89,5436.43,253.15,331.82,3091.5,3083.09,72446.92,138489.66,17566,196879.94,655871.58,423670.65,334192.16,304766.4,1193998.38,379591.3,19490.24,2879.1,764001.03,375835.95,172.62,94,248264.43,180872.27
1:40,MCS 3406,7/11/2025 13:07,67282.04,66469.43,2749.88,2909.49,54252.45,53187.24,33420.82,34257.69,3575.47,3694.48,692.76,691.06,3867.03,4135.83,1323.25,1423.25,8010.61,7979.1,69364.69,132562.37,12298.63,138865,1048311.44,673274.68,456898.51,417444.53,1139621.26,362451.13,58340.56,8707.98,474178.67,235323.95,727.84,337.01,528496,384793.35
1:41,MCS 3407,7/11/2025 13:09,84565.24,83658.07,10397.26,11028.29,21650.77,21154.55,48337.35,49861.47,4211.56,4336.09,293.45,289.12,13042.09,13823.94,366.84,421.45,2814.94,2809.39,67478.25,129135.27,35751.69,404490.34,324617.25,207822.55,511373.5,468587.33,1039504.78,329425.72,19191.32,2835.22,1220197.11,607448.9,159.46,75.53,143901.99,104833.35
1:42,MCS 3408,7/11/2025 13:11,76488.82,75759.16,4377.88,4678.72,30553.45,29984.5,33108.28,34150.58,3322.35,3433.49,384.63,381.82,7632.64,8099.6,252.38,299.09,3464.7,3455.53,90333.79,173055.26,22334.31,254624.92,676933.41,435224.07,518572.06,474985.18,1213009.33,385856.03,37151.76,5521.56,1058715.04,527055.96,162.34,79.47,262044.9,190937.15
1:43,MCS 3409,7/11/2025 13:13,77687.18,76843.62,3123.51,3280.81,24110.44,23726.75,26601.51,26872.28,2864.15,2936.23,224.6,221.36,6747.77,7102.42,237.48,306.52,3249.88,3234.95,71895.45,137565.28,12538.15,140550.5,418944.24,270113.38,326649.93,297826.42,821328.73,259176.42,17047.66,2520.36,736604.47,362328.34,120.78,63.37,192621.55,140025.18
S1:8,QC MES 5 ppm,7/11/2025 13:15,5.16,5.08,4.92,5.19,5.08,5.02,5.11,5.16,4.4,4.78,4.91,5,5,5.36,4.93,4.88,4.97,4.96,22797.93,43510.4,93287.71,1050244.94,421034.89,272271.69,299143.57,273586.29,5977415.21,1997219.24,1766538.71,268777.11,2571752.32,1299702.99,11546.05,4975.18,1402757.17,1023838.26
S1:9,SJS-Std,7/11/2025 13:17,80194.94,78473.53,19871.52,20356.53,37692.44,36926.8,20883.18,20820.64,14659.89,15155.28,573.39,565.15,12678.09,13322.39,659.82,790,3467.16,3452.21,35483.74,67208.93,37837.47,413490.15,313046.18,200948.91,122845.81,118437.81,1998050.98,635803.87,20760.85,3067.59,661978.94,324620.03,158.87,78.5,98240.72,71336.72
1:44,MCS 3410,7/11/2025 13:19,93043.24,92613.28,1349.42,1442.57,66581,65534.76,14595.76,14728.13,7772.09,8201.87,812.73,812.08,3580.07,3786.61,308.52,402.05,8115.72,8079.53,131493.33,253119.54,8318.49,94917.7,1763847.67,1137318.66,273952.36,251539.73,3385039.04,1099545.47,93821.31,14021.84,599200.3,295313.17,235.62,129.22,734330.44,534456.04
1:45,MCS 3411,7/11/2025 13:21,38000.74,37487.42,2185.38,2311.49,11541.56,11297.96,30365.39,31411.49,1888.15,1950.43,130.12,129.3,2765.3,2957,124.05,163.14,1361.33,1353.78,52956.5,101077.25,13197.3,148957.91,302190.94,193826.06,560771.17,514055.56,815020.52,259130.9,14878.42,2218.65,458533.99,227365.55,95.85,50.32,121531.76,88187.53
