"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:03","BLK 3","28-04-2025 15:43",0.56,1.84,3.45,3.55,39.48,40.97,0.78,6.68,0.38,0.37,0.15,0.14,2.85,2.83,"0.08 u","0.01 u",0.08,0.04,32,1089.72,790.48,9697.51,42177.81,30561.83,545.82,18276.42,6047.53,1764,716.15,105.06,32859.69,7116.11,11.1,0.66,456.78,217.59
"S1:8","QC MES 5 ppm","28-04-2025 15:47",5.05,4.69,4.83,4.52,4.94,5.03,5.28,5.38,5.12,4.47,4.92,4.76,5.01,5.09,5,4.78,4.88,4.84,20900.93,52028.19,101643.34,1273450.87,521770.66,356623.97,285312.3,254718.3,7331240.15,2024619.99,2106785.22,358761.65,2347090.02,1266568.72,14905.19,5713.81,2111355.2,1376511.35
"S1:9","SJS-Std","28-04-2025 15:51",81102.23,77276.52,18800.21,20312.8,39322.45,37365.25,23853.42,23217.4,16197.13,15502.35,572.33,550.29,13143.85,13457.62,646.44,801.61,3535.93,3553.98,34456.89,83375.55,44734.79,539490.61,385463.7,287948.16,124005.56,123805.25,2496730.21,727226.51,25207.4,4152.69,698734.8,334802.55,209.53,93.25,155909.07,104174.35
"S1:9","SJS-Std","28-04-2025 15:55",78667.08,76160.26,19421.39,19146.4,35628.29,35823.46,24283.25,23829.92,15728.02,15662.17,549.08,591.15,13101.17,13215.06,670.91,713.33,3684.14,3534.49,33126.4,78927.17,47989.17,539248.77,398658.05,285288.83,122954.97,125698.32,2468132.44,735412.05,24649.66,4232.7,693131.23,308708.54,203.52,84.71,146866.44,106746.24
"S1:9","SJS-Std","28-04-2025 15:59",79871.85,77447.74,20222.94,19348.2,36883.08,38158.41,23506.9,23187.31,15660.45,15302.01,601.18,568.63,12861.69,13249.44,675,786.02,3661.23,3517.36,32802.88,83508.34,45713.04,542324.16,401718.41,271019,122303.21,125652.69,2621953.8,699618.68,27068.97,4329.11,637655.43,336975.5,210.37,87.77,149927.53,108772.14
"01:04","MCS 575","28-04-2025 16:03",85666.12,86069.74,1455.72,1506.94,38580.81,39385.3,27449.54,24861.39,7204.68,7437.3,698.18,733.27,4245.35,4092.89,424.07,436.77,4259.3,4532.09,84617.75,205394.38,8089.98,94778.51,1010840.43,709582.38,329179.67,304435.55,2894035.08,792006.72,83699.83,13484.33,514850.54,239449.01,310.96,134.11,460002.64,338248.36
"01:05","MCS 576","28-04-2025 16:07",72883.23,75778.01,2126.94,2279.73,40686.87,38108.49,24941.03,26423.92,9600.99,9045.52,726.86,714.16,5878.36,6241.98,747.14,755.45,4233.22,4262.48,87541.85,206875.21,13369.5,150742.76,1147148.8,755583.72,340874.16,319559.78,4012609.02,1094196.78,80743.96,13439.58,815395.76,392466.46,593.55,226.47,466322.56,343589.49
"01:06","MCS 577","28-04-2025 16:11",93374.16,91212.06,1160.99,1246.53,48053.58,46636.46,30724.14,31061.72,9384.18,9611.04,345.27,325.6,3547.24,3464.51,531.54,620.12,5629.33,5642.15,107254.75,257808.19,7145.4,83174.36,1343844.94,913878.82,388788.07,376338.2,3858843.69,1046450.73,37767.16,6337.67,472181.52,212071.52,416.16,174.67,643844.77,441015.67
"01:07","MCS 578","28-04-2025 16:15",87724.52,90016.53,771.14,898.02,42620.19,43048.95,32720.32,33945.91,8164.4,8751.06,675.61,674.45,3411.06,3420.83,334.44,376.95,5313.23,5007.06,105834.9,252499.6,4891.78,63368.55,1220536.89,877160.39,450629.46,438377.58,3776578.14,1121021.51,83836,13459.55,472845.54,220166.09,295.34,114,590749.36,410177.86
"01:08","MCS 579","28-04-2025 16:19",76588.08,73277.45,1128.84,1139.03,33769.58,33612.52,24514.85,23725.34,6653.37,6500.06,569.35,587.26,3825.3,3973.98,416.79,424.99,4386.22,4477.26,92300.86,208665.46,7762.83,87781.63,1036992.82,744481.48,338400.14,316038.19,3044912.13,865558.72,69715.72,12372.94,573291.71,272156.04,344.07,135.15,552459.19,375822.13
"01:09","MCS 580","28-04-2025 16:23",103706.7,112457.83,1401.83,1484.07,48884.74,50472.96,36392.82,37593.43,9901.09,9641.94,658.17,722.85,3794.34,3844.28,771.11,876.55,6081.69,6146.31,120011.19,301481.26,9193.63,109714.01,1426332.04,997709.41,509376.24,471722.77,4290755.34,1195022.35,79112.59,13044.57,545526.35,262607.39,645.74,263.29,753701.38,509562.27
"01:10","MCS 581","28-04-2025 16:27",92122.45,96562.84,1102.39,1125.13,45159.7,47202.53,33002.98,31016,9401.12,9150.03,525.2,518.02,3910.49,3899,429.42,487.52,5344.86,5806.02,99700.66,241123.39,6286.07,79514.18,1255341.2,831615.55,409189.62,364637.63,3636568.42,995295.54,62507,10024.41,516617.48,236995.66,347.94,137.18,603578.74,400477.17
"01:11","MCS 582","28-04-2025 16:31",83142.84,84578.11,1393.78,1365.68,38718.26,40756.78,27659.58,27413.82,8296.74,8336.42,590.79,554.46,2878.83,2758.46,325.25,377.12,4861.19,4612.6,80151.97,190164.78,7475.48,93541.59,1031523.57,682964.31,313367.76,293114.84,3266000.25,913042.39,61711.09,9264.23,364745.75,163306.86,231.72,102.67,504536.42,333806.24
"01:12","MCS 583","28-04-2025 16:35",91584.78,90274.16,1833.73,1763.83,39702.96,41595.86,26818.56,26633.02,7698.25,7907.35,486.72,480.57,5212.73,5195.14,582.36,619.28,5023.77,4788.7,95368.38,240558.68,10674.29,139271.75,1097148.16,836612.61,365804.99,332630.83,3526353.18,971713.02,54281.21,9463.95,691579.71,343687.84,473.94,186.75,551303.97,368992.66
"01:13","MCS 584","28-04-2025 16:39",93627.98,86469.37,1362.54,1352.81,44121.16,42494.39,27954.18,28336.1,7799.57,7872.16,315.67,327.84,3558.34,3554.12,478.63,569.63,4916.8,5389.38,103371.44,254858.82,8503.21,101983.24,1229235.24,845588.11,389823.21,349674.24,3781573.98,979837.4,36758.05,6099.56,475448.53,215170.5,388.67,179.12,625840.12,435398.02
"S1:8","QC MES 5 ppm","28-04-2025 16:43",4.97,4.79,5.07,4.65,4.82,4.95,5.26,5.54,4.76,4.82,4.75,4.65,4.7,5.2,5.02,4.67,4.78,4.92,21635.14,49652.79,99700.2,1241195.37,507899.55,373812.79,274512.73,257627.86,7428882.76,2222577.79,2166904.53,338154.21,2553194.75,1208581.6,14331.07,5382,2191605.88,1402101.7
"S1:9","SJS-Std","28-04-2025 16:47",79887.94,78399.03,20062.12,18432.68,39057.63,35912.13,25255.14,23853.1,16017.07,15953.55,599.06,568.64,13695.29,12625.09,672.86,780.35,3700.58,3621.49,34731.94,82434.1,47017.66,531117.67,415595.77,283921.64,121307.78,118270.9,2636524.3,723337.96,25794.19,3978.35,661764.15,312416.11,224.89,93.88,149335.16,106715.37
"01:14","MCS 585","28-04-2025 16:51",71329.97,75948.85,2304.44,2374.45,31081.91,30723.92,23011.02,21757.1,5677.53,6180.85,291.36,278.58,5019.1,4838.12,822.74,927.87,3481.69,3725.87,80455.49,183683.66,14474.32,157572.4,784159.85,565502.56,282126.26,265608.69,2488448.69,677723.68,31957.72,4930.71,652066.64,287695.92,654.44,252.68,385326.47,262944.06
"01:15","MCS 586","28-04-2025 16:55",88973.19,87912.42,1020.3,1033.26,47717.18,47547.59,29031.42,27315.69,9051.58,8845.09,697.08,708.8,3240.83,3377.96,403.8,498.46,5266.93,5231.72,98432.78,235078.6,6334.17,76003.36,1319707.37,991985.88,404469.7,370733.5,3994775.51,1089532.08,85611.23,14119.49,459246.72,214272.1,339.88,153.91,609327.83,421851.93
"01:16","MCS 587","28-04-2025 16:59",95717.5,94221.97,864.19,923.78,44933.77,44104,35042.6,35916.48,9257.54,8977.99,617.39,588.36,3066.67,3158.42,367.97,431.47,5527.15,5409.21,107384.23,252985.05,5420.87,65639.2,1261510.85,959140.93,442273.4,435540.82,4051332.99,1114025.55,67823.7,11060.84,431032.54,197459.89,304.19,136.88,644675.22,444275.14
"01:17","MCS 588","28-04-2025 17:03",86186.99,84705.3,1469.35,1427.7,39170.54,37543.68,27715.52,29230.14,7664.17,8309.78,430.38,457.24,3935.08,3959.93,338.32,408.41,4818.4,4826.11,91657.09,237016.44,9041.09,100699.48,1075637.28,754176.99,375676.9,346350.73,3509018.64,1008379.65,52741.78,8316.02,503244.37,240567.31,289.29,124,560796.98,379139.88
"01:18","MCS 589","28-04-2025 17:07",83826.24,77988.76,1214.91,1245.76,39636.13,37731.84,23606.14,24169.18,7829.63,7680.58,877.21,852.83,3609.53,3760.46,444.39,516.12,4595.45,4703.98,86906.62,211844.45,7049.72,85872.89,1086144.94,734675.46,306677.37,274053.65,3184618.93,876644.29,94456.58,14734.27,500884.52,226674,335.85,152.62,474522.65,344336.93
"01:19","MCS 590","28-04-2025 17:11",60329.34,63806.83,1982.12,2033.78,27030.77,26657.34,18723.38,17415.76,4548.48,4303.61,528.59,497.11,5046.7,4662.99,349.68,414.79,2440.89,2413.19,65885.46,171565.25,12303.4,140893.81,756677.01,538595.95,236407.04,231219.43,1883977.26,555093.01,58692.26,9572.22,619808.23,303347.91,305.18,128.41,271040.71,198589.47
"01:20","MCS 591","28-04-2025 17:15",88558.88,91242.79,1376.66,1341.41,45742.13,46295.47,29327.64,29785.41,8598.48,8900.61,267.82,257.43,3653.45,3735.08,258.32,313.62,5180.67,5319.42,101260.05,251424.34,8335.03,101502.06,1288328.9,927976.32,382477.4,375168.2,4090323.08,1148580.45,30546.38,5326.17,482519.1,230619.04,232.79,101.59,586729.3,437666.86
"01:21","MCS 592","28-04-2025 17:19",64602.12,60713.1,2248.94,2357.84,32426.08,30821.63,16977.15,16983.6,5380.29,5477.16,219.36,207.29,4474.23,4442.52,490.12,509.44,3320.58,3462.9,71647.8,178916.66,14225.04,168696.59,894778.37,623442.79,230565.95,218191.92,2372810.67,679766.71,25647.02,4293.36,610590.07,307288.61,406.08,166.56,391875.25,280710.54
"01:22","MCS 593","28-04-2025 17:23",77253.42,80180.87,1448.16,1387.32,35133.58,36312.5,27115.91,26896.73,6916.82,6881.24,763.27,742.25,4351.72,4323.5,435.34,483.34,4139.9,4027.35,96548.52,215764.25,9297.32,105635.3,1081051,771041.87,368140.93,334996.82,3250123.77,857726,94493.91,15537.11,622128.54,315561.05,378.29,154.84,497830.88,340378.96
"01:23","MCS 594","28-04-2025 17:27",72102.8,74946,2000.08,2054.99,28630.87,30152.48,21236.15,21325.81,6536.59,6980.43,207.82,206.99,4173.38,4056.69,474.1,552.98,4383.87,4474.35,75340.92,176019.88,11389.83,132905.01,810617.08,541664.85,257959.59,244494.86,2838239.31,732043.42,24638.95,3707.84,532911.2,244309.03,349.03,153.57,493065.48,316223.44
"S1:8","QC MES 5 ppm","28-04-2025 17:31",5.06,5.04,4.93,4.71,4.97,4.84,5.63,5.25,4.86,4.74,4.76,4.84,5.05,5.13,4.8,4.8,4.79,4.66,21491.71,51784.24,104860.73,1215823.61,496893.56,390663.84,276369.53,255858.2,7470317.84,2124671.87,2106901.83,346554.28,2475673.54,1212096.05,14604.04,5795.53,2102159.54,1398816.11
"S1:9","SJS-Std","28-04-2025 17:35",75832.23,78711.15,19149.66,20184.78,39127.92,36170.78,24162.53,23895.96,15756.55,14685.5,557.98,595.69,13038.88,13445.25,622.8,768.69,3691.67,3537.3,33853.47,77376.67,43755.43,537727.55,394910.83,282512.85,125256.26,126443.95,2604567.62,703585.11,26492.23,4299.47,634913.18,331648.19,212.34,94.52,152294.44,101771.94
"01:24","MCS 595","28-04-2025 17:39",82986.32,78522.65,1643.93,1758.69,38588.14,39168.16,23539.29,24699.33,7126.96,6953.54,726.67,732.03,5567.22,5271.69,646.48,683.62,4061.13,4229.51,86114.84,200957.61,10164.98,120472.21,1072107.31,744916.25,323745.22,278425.68,2947035.4,774758.81,83237.33,13812.38,710420.53,340206.82,491.59,208.66,448258.05,309735.11
"01:25","MCS 596","28-04-2025 17:43",70112.21,66666.72,2266.95,2316.77,28738.43,29665.07,23460.11,23185.58,5474.25,5448.35,274.12,253.84,6065.45,5907.11,559.9,592.08,3074.02,3109.89,83303.02,193874.77,14271.9,164976.08,878699.57,607035.01,350873.01,319455.19,2490843.31,699872.02,35271.3,5334.07,797558.63,411493.34,470.01,178.5,406287.03,263657.79
"01:26","MCS 597","28-04-2025 17:46",90725.56,94363.09,1599.04,1773.79,44097.77,42275.46,25462.71,24765.78,7095.89,7310.86,347.11,338.49,4327.63,4334.89,571.91,612.52,5067.27,4901.96,109618.43,252535.97,10711.62,133858.14,1356413.91,929418.03,365727.01,351480.29,3477894.04,924229.03,44398.68,6719.93,595318.79,303313.79,482.03,185.48,627685.34,426393.16
"01:27","MCS 598","28-04-2025 17:50",89912.96,87520.64,1129.03,1109.05,48771.82,45215.84,26261.29,25261.45,9328.43,9024.53,548.98,516.39,3210.75,3247.18,469.53,534.68,5614.17,5545.24,90760.39,231794.95,5911.04,77607.71,1214053.85,935137.13,328363.9,295321.85,3671895.03,1032569.82,58979.86,9476.8,385363.12,198326.82,372.41,148.05,596684.7,404012.54
"01:28","MCS 599","28-04-2025 17:54",91991.98,94590.85,1285.69,1233.8,49916.98,48380.29,28747.26,29346.72,9481.32,9158.76,306.78,298.21,3062.05,3245.26,460.72,560.39,5573,5984.57,108373.03,262653.48,7594.35,96843.09,1376603.31,1027525.74,427781.51,377337.7,4299621.96,1153721.59,36945.86,5975.44,439908.25,212086.68,408.84,169.29,641669.68,451133.36
"01:29","MCS 600","28-04-2025 17:58",81501.42,88461.1,2789.1,2945.93,42419.21,39862.5,30843.73,29558.32,10566.75,11522.32,382,419.09,6973.52,6885.01,383.53,465.68,4680.57,4764.7,92380.33,237902.03,17438.91,217526.8,1164430.17,875584.49,408887.91,400673.16,4790161.92,1404654.87,48907.76,7851.98,967255.89,446084.23,329.92,139.29,590620.94,379730.35
"01:30","MCS 601","28-04-2025 18:02",76352.58,79890.71,1379.11,1296.42,30963.57,32070.96,26509.18,25788.04,6088.41,6144.27,568.72,608.67,4359.38,4281.42,335.44,398.58,4039.94,3719.92,93039.08,224163.04,8536.36,107074.29,985319.44,676317.67,372389.33,322629.01,2937166.43,821888.95,72401.63,12313.24,593261.4,277359.41,308.91,130.42,476108.38,321364.42
"01:31","MCS 602","28-04-2025 18:06",94499.19,98434.39,1428.04,1438.03,44358.68,46428.11,29332.63,29372.46,8641.19,8737.95,321.59,326.28,4749.1,4709.09,503.48,565.09,5583.03,5581.15,106726.86,249863.72,8288.49,105730.31,1271123.14,897254.24,387760.48,347468.12,3851599.13,1078043.46,38310.47,5634.29,604411,284385.57,433.94,164.6,643005.82,414138.13
"01:32","MCS 603","28-04-2025 18:10",94927.6,89360.23,1637.02,1696.25,40418.51,41412.96,27345.08,26631.7,7899.84,7986.34,271.93,284.01,4791.82,4714.89,460.65,519.41,5173.24,5225.51,109747.57,261584.37,11277.47,126667.5,1225660.71,906900.61,409310.26,387492.95,3476152.09,983217.29,36763.64,5926.94,661838.03,317442.55,412.57,157.6,624251.28,427525.3
"01:33","MCS 604","28-04-2025 18:14",70825.01,75804.13,3106.02,3051.47,37032.02,36033.98,27858.83,27794.59,8734.08,8809.95,483.71,503.85,8858.28,8301.74,618.69,728.79,4086.18,3932.03,82762.83,193093.45,19779.37,234379.25,1066416.26,724781.45,412389.33,364433.31,3998646.56,1072847.48,64294.01,10101.53,1120959.39,602590.3,552.79,234.7,475646.84,341143.6
"S1:8","QC MES 5 ppm","28-04-2025 18:18",5.1,4.99,4.89,4.34,5.01,4.97,5.39,5.48,4.98,4.39,4.57,4.78,4.69,4.88,4.69,4.89,4.76,4.62,21233.77,50059.4,105372.53,1205863.6,528080.46,359463.55,267502.21,260628.5,7168853.58,2104087.44,2058270.81,358844.33,2463522.6,1211930.59,14346.76,5536.35,2001320.71,1492438.85
"S1:9","SJS-Std","28-04-2025 18:22",78787.8,82508.69,18748.85,19531.17,38524.03,36289.42,23946.25,23618.26,16216.27,14778.29,579.71,603.38,13135.44,13423.55,673.74,689.68,3354.04,3626.97,34392.72,76562.2,45949.11,498009.25,395281.4,289165.15,126339.87,121230.1,2581403.16,718794.32,26650.94,4345.79,629283.67,314868.62,201.35,84.99,157805.58,107020.37
"01:34","MCS 605","28-04-2025 18:26",65737.44,70247.4,1633.01,1634.11,31392.61,31996.45,20147.14,20233.29,5339.39,5307.32,566.64,561.9,4843.81,4675.87,527.59,592.98,3132.65,3099.35,86804.18,207274.65,10628.36,134984.66,933489.98,686453.67,290732.67,274079.96,2480438.28,669157.5,69743.46,11098.55,665874.97,334136.56,475.91,201.27,387963.89,255654.56
"01:35","MCS 606","28-04-2025 18:30",75447.4,73862.2,1492.82,1504.74,33133.95,32425.56,24840.13,22510.68,6251.94,6132.78,317.6,329.82,4313.3,4149.54,379.66,425.39,4010.16,3728.29,84641.36,223827.28,9661.34,119146.24,1023433.59,675662.48,335411.21,335374.86,2969737.83,836242.72,41155.97,6715.35,634177.7,307438.81,323.59,132.67,499219.58,332755.68
"01:36","MCS 607","28-04-2025 18:34",80970.48,81542.2,1698.77,1742.88,34087.89,32521.94,23800.36,23322.97,6786.06,6581.17,520.05,538.93,4452.18,4927.08,645.06,689.12,3794.91,3692.63,84387.76,198134.06,10494.3,125943.22,963296.3,692815,331311.07,289751.65,2875026.94,793334.37,61872.27,9302.92,587587.45,284194.34,511.19,191.55,442638.84,300001.54
"01:37","MCS 608","28-04-2025 18:38",82138.24,76761.31,1106.15,1086.88,39210.24,40251.84,24456.56,25164.42,8458.4,8425.45,431.15,435.82,3027.63,2922.43,371.56,406.42,4566.25,4844.57,81547.23,199631.15,6527.71,74104.58,1100212.6,791350.99,327221.85,283182.51,3596691.56,964648.06,48478.23,8140.46,390362.47,191924.01,285.71,116.54,504235.5,375477.01
"01:38","MCS 609","28-04-2025 18:42",84494.7,84156.99,1240.79,1218.21,40056.39,38047.31,25389.6,27005.87,6891.05,6969.49,493.81,503.05,4045.32,4180.95,472.64,546.25,4392.15,4315.5,103206.75,263082.75,8548.98,101973.93,1215651.23,925596.09,407836.84,367568.5,3500732.03,920553.58,64106.7,10910.43,612460.92,294221.47,452.52,181.72,531784,380684.98
"01:39","MCS 610","28-04-2025 18:46",72897,78072.8,1674.67,1690.1,32205.05,31292.38,24892.11,24523.58,6183.86,5928.07,674.29,668.83,4450.39,4306.95,518.23,596.75,3811.24,3759.02,80380.07,185664.65,9908.17,123895.51,893520.69,606502.7,312389.58,280693.08,2627590.12,683509.45,77620.83,12528.64,561017.93,269992.23,420.02,172.55,430393.69,271122.53
"01:40","MCS 611","28-04-2025 18:50",82734.57,86744.79,1097.36,1089.95,42464.49,39395.19,29906.42,28821.12,7862.09,7913.96,692.12,734.18,3721.7,3529.77,449.07,486.13,4841.69,5093.71,89488.71,233579.79,6082.68,73399.65,1086026.96,819436.13,364418.22,355088.43,3480754.55,953163.87,80916.3,13633.19,450463.3,215509.84,351.3,146.8,531002.49,370574.83
"01:41","MCS 612","28-04-2025 18:54",89137.75,84429.45,1217.01,1291.65,40968.3,42836.98,28070.5,27330.7,7914.36,7666.96,338.06,326.36,3327.22,3461.99,356.75,420.73,5264.91,5207.22,91849.81,211000.96,7090.73,86754.26,1131508.2,759253.46,355164.29,344664.33,3319295.06,924042.5,37681.19,6025.13,456821.29,217231.41,291.58,132.89,558595.45,373680.52
"01:42","MCS 613","28-04-2025 18:58",83170.76,86821.91,1197.72,1177.49,43681.6,42095.24,28015.79,26163.59,8094.45,8170.65,488.1,515.16,3153.24,3198.23,308.16,357.21,4688.85,5139.18,93156.17,228236.7,6759.3,85198.07,1085292.2,777127.97,367547.72,326845.03,3354498.42,901648.99,59155.98,9261.33,404080.14,202182.9,253.48,97.43,522022.41,352880.41
"01:43","MCS 614","28-04-2025 19:02",77695.4,76209.68,1402.16,1414.42,41451.68,40669.48,24112.76,25439.75,6512.43,6625.27,715.14,705.85,4317.15,4273.18,414.95,477.61,4373.54,4082.44,99430.01,226818.49,9079.34,113593.51,1281746.29,909294.57,352685.22,327882.16,3187937.68,828177.43,93568.67,15332.13,607430.14,293938.9,401.45,164.53,540545.68,375303.88
"S1:8","QC MES 5 ppm","28-04-2025 19:06",4.98,4.79,4.78,4.51,4.72,4.86,5.5,5.07,4.79,4.52,4.96,4.96,4.64,4.89,4.83,4.81,4.84,4.98,21382.47,48822.66,102539.17,1256648.61,500469.09,378002.8,266453.11,266649.95,6922846.71,2154985.11,2055093.99,340798.14,2442553.21,1260307.45,14863.7,5289.88,2183642.89,1478291.91
"S1:9","SJS-Std","28-04-2025 19:10",82158.33,78748.64,18525.94,18402.51,36179.09,38830.18,24048.63,22608.07,14983.3,15965.52,592.11,582.84,13207.52,13376.46,687.28,785.67,3447.16,3520.94,33208.26,79042.66,45659.9,501161.09,387989.72,283163.71,126256.66,120989.81,2520159.47,715796.74,24792.58,4056.31,639916.16,332302.47,214.64,88.14,150808.36,104354.49
"01:44","MCS 615","28-04-2025 19:14",86908.4,86447.61,1183.64,1163.73,40049.45,39911.66,32093.96,30960.63,8435.48,8134.53,552.4,545.97,4070.04,4002.2,439.27,481.75,5190.29,5039.48,97614.39,234956.84,7221.46,89814.84,1123341.02,815132.97,411059.9,385489.56,3526997.39,1012302.17,61561.44,10060.19,537989.49,245559.41,353.62,140.26,582392.84,410521.9
"01:45","MCS 616","28-04-2025 19:18",73518.39,78503.16,1923.51,1934.41,29294.17,28431.37,22582.58,21395.31,5217.7,5127.01,202.2,200.09,5533.89,5848.1,448.42,487.82,3671.49,3419.57,81923.96,210670.17,12199.6,145410.63,888887.08,612531.81,325507.51,288651.65,2419348.44,656633.02,23237.78,3726.97,725570.61,356380.04,382.86,152.34,400354.43,293375.26
