"Rack:Tube","Solution Label","Timestamp","Al 237.312 nm ppm","Al 308.215 nm ppm","Ca 315.887 nm ppm","Ca 422.673 nm ppm","Fe 238.204 nm ppm","Fe 259.940 nm ppm","K 766.491 nm ppm","K 769.897 nm ppm","Mg 279.553 nm ppm","Mg 280.270 nm ppm","Mn 257.610 nm ppm","Mn 293.931 nm ppm","Na 588.995 nm ppm","Na 589.592 nm ppm","P 213.618 nm ppm","P 214.914 nm ppm","Ti 334.941 nm ppm","Ti 336.122 nm ppm","Al 237.312 nm c/s","Al 308.215 nm c/s","Ca 315.887 nm c/s","Ca 422.673 nm c/s","Fe 238.204 nm c/s","Fe 259.940 nm c/s","K 766.491 nm c/s","K 769.897 nm c/s","Mg 279.553 nm c/s","Mg 280.270 nm c/s","Mn 257.610 nm c/s","Mn 293.931 nm c/s","Na 588.995 nm c/s","Na 589.592 nm c/s","P 213.618 nm c/s","P 214.914 nm c/s","Ti 334.941 nm c/s","Ti 336.122 nm c/s"
"01:13","MCS 584","28-04-2025 16:39",86174.99,87872.65,1330.19,1316.28,42022.99,42173.7,28675.17,28315.92,8088.25,8089.33,306.81,317.16,3511.05,3346.06,499.53,546.17,5407.18,5016.1,104267.7,251192.65,8638.95,96840.84,1214755.48,839462.82,386603.93,385377.85,3745624.94,1002295.07,37175.51,6163.08,457862.77,233094.6,388.44,179.21,611490.97,430503.02
"S1:8","QC MES 5 ppm","28-04-2025 16:43",4.92,4.73,4.96,4.71,5.04,5.06,5.47,5.11,4.78,4.69,4.83,4.81,4.94,4.76,4.89,4.97,4.68,4.69,20100.51,50884.41,107435.33,1269581.96,547070.44,376622.86,279815.86,267319.34,7224198.62,2112185.51,2221218.47,350264.36,2407207.09,1250878.58,15380.96,5415.28,2184826.33,1452804.47
"S1:9","SJS-Std","28-04-2025 16:47",79075.4,79475.34,19445.76,18599.01,38396.76,38032.56,23004.61,24465.34,15509,15767.62,583.7,565.74,13341.24,13707.23,696.97,813.9,3682.39,3682.03,35393.8,83282.27,46635.92,550730.77,392376.49,291290.42,122746.54,123385.88,2553342.04,711850.77,25957.52,4009.31,633175.14,332475.14,221.89,91.87,159061.92,101911.21
"01:14","MCS 585","28-04-2025 16:51",69768.09,73413.65,2355.04,2369.87,30027.24,28588.78,22308.34,22348.22,5793.09,6181.23,289.82,297.75,5097.47,5145.98,882.29,958.9,3770.78,3788.55,73771.68,187326.26,13283.12,169903.24,825268.32,592021.39,273408.93,265526.7,2387349.42,651374.43,31795.96,5322.5,604787.54,313323.25,680.99,275.02,388246.16,277767.25
"01:15","MCS 586","28-04-2025 16:55",86832.27,92419.43,1055.45,1032.43,46738.77,47283.24,27982.86,26630.93,9164.71,9332.01,670.08,696.5,3090.96,3314.9,394.19,496.51,5320.52,5176.01,103465.57,241041.94,6418.12,80035.01,1377037.5,954839.53,395721.95,376607.59,3828465.59,1120047.35,81029.32,13155.31,471334.74,223190.07,365.08,148.38,661772.54,446334.01
"01:16","MCS 587","28-04-2025 16:59",97863.94,98215.22,879.87,906.67,44972.11,46954.29,34070.49,34835.41,9238.54,8911.4,620.09,578.77,3186.51,3219.39,354.5,450.16,5815.8,5594.32,103795.51,265999.92,5256.03,66157.14,1271416.63,895232.18,444783.18,448673.58,3947209.84,1068997.55,68130.79,11743.43,417237.25,192239.85,296.07,139.34,619504.08,432301.1
"01:17","MCS 588","28-04-2025 17:03",83370.07,86922.76,1485.42,1485.87,36851.52,37279.17,28637.91,29331.88,8162.24,7706,466.62,430.27,4009.43,3948.44,322.92,421.72,4954.8,4732.36,100060.62,227162.59,8634.66,103193.99,1120451.29,804341.68,383333.29,347479.28,3472850.57,955992.16,52958.69,8763.99,514219.48,248693.1,266.22,118.49,561039.12,372444.58
"01:18","MCS 589","28-04-2025 17:07",81802.26,80650.97,1173.64,1204.53,39086.33,40402.53,24408.35,23402.63,7411.74,7501.52,856.28,810.96,3713.1,3753.14,440.74,515.74,4536.3,4606.65,86262.21,214140.17,6896.94,83291.74,1039863.88,737058,313059.91,289092.59,2933282.43,873727.66,96628.18,15249.94,512817.22,231578.68,340.92,157.69,495586.27,346464.24
"01:19","MCS 590","28-04-2025 17:11",58573.55,59929.34,1951.27,1941.01,26004.84,25559.2,18733.8,18406.88,4479.29,4643.92,493.37,525.28,5039.4,4634.77,370.4,392.21,2352.59,2426.65,70182.73,165226.31,12450.54,142523.03,759953.64,514582.75,247050.02,238258.41,1991793.06,531767.91,61324.46,10380.45,663509.48,298292.41,288.71,127.56,281478.73,192160.87
"01:20","MCS 591","28-04-2025 17:15",92629.57,96432.56,1332.72,1337.69,45957.97,47582.07,30441.65,28100.97,8556.51,8700.85,264.04,249.17,3605.84,3707.12,256.95,326.79,4914.52,5087.5,111117.41,259172.49,8185.38,104168.41,1304080.52,913869.81,405359.95,381151.31,3826620.09,1116054.36,30603.26,4927.72,501275.7,237539.41,238.51,104.6,621108.52,433489.38
"01:21","MCS 592","28-04-2025 17:19",63304.77,63808.19,2378.23,2322.15,31751.02,31095.04,18284,16921.06,5445.12,5455.99,204.41,218.53,4674.43,4721.35,469.46,524.54,3259.94,3426.15,75321.03,176287.1,14962.02,162122.57,903303.48,619997.74,238176.29,213609.8,2295518.8,669624.56,26232.44,4193.13,633636.86,296009.64,416.07,165.91,398657.56,271937.55
"01:22","MCS 593","28-04-2025 17:23",80841.47,78933.08,1379.23,1449.95,36351.45,36348.81,27500.12,25008.03,7113.99,7419.25,796.15,763.86,4328.8,4267.74,443.68,495.98,4275.8,4298.19,91507.46,231291.02,8986.31,101468.91,1129950.2,791371.39,356472.33,354201.28,3354348.95,852229.73,94446.36,15248.97,622737.42,286596.94,391.46,163.19,515661.31,328970.42
"01:23","MCS 594","28-04-2025 17:27",71621.95,69661.57,2031.39,1918.71,29898.15,30398.46,20774.96,19639.39,6988.05,6430.27,207.74,208.68,4301.39,4137.54,473.36,538.92,4482.53,4490.98,77389.57,185907.37,11615.76,130159.1,819981.26,576206.38,251684.73,243229.62,2794175.92,744069.01,22925.07,3761.38,510021.72,258163.74,352.6,159.34,458063.34,326673.57
"S1:8","QC MES 5 ppm","28-04-2025 17:31",4.7,5.06,4.81,4.7,5,5,5.43,5.46,5.14,4.52,4.59,4.81,5.09,4.88,4.83,4.81,4.93,4.93,20216.41,48059.77,109436.18,1221526.45,495317.39,386649.53,274309.28,255161.14,7630529.42,2188723.34,2229428.08,368748.6,2419616.91,1193111.62,14211.94,5764.52,2120069.91,1361453.06
"S1:9","SJS-Std","28-04-2025 17:35",76024.89,80225.28,19788.82,19829.01,37602.73,38807.33,23679.85,24391.51,15683.21,15661.91,589.23,547.61,12440.69,12877.63,641.35,768.04,3498.8,3446.77,32637.29,82379.38,44826.25,503252.84,398000.11,275550.08,116094.77,127949.98,2424342.66,693709.11,25176.28,4094.56,631747.02,308200.87,209.89,89.17,148594.32,108313.25
"01:24","MCS 595","28-04-2025 17:39",80645.51,80071.1,1694.47,1672.79,39791.87,38453.32,24913.4,24248.51,7146.43,7055.3,693.13,725,5421.36,5489.48,632.3,695.63,3997.39,3995.52,87277.74,201929.46,10376.23,115804.43,1021514.2,744805.84,302347.95,293283.75,2824360.75,760562.61,86608.24,13450.7,677150.95,329061.28,518.43,211.04,449748.3,315042
"01:25","MCS 596","28-04-2025 17:43",66099.6,69563.78,2220.86,2282.64,28311.39,27881.57,23987.22,22567.44,5375.75,5446.2,277.58,263.15,5537.06,5738.08,570,584.32,3078.1,3296.52,81570.02,201387.76,15032.3,176565.69,874647.95,594569.8,354583.54,328279.29,2493510.42,641545.73,34651.81,5693.74,863568.94,411449.21,472.53,179.33,377150.82,259536.9
"01:26","MCS 597","28-04-2025 17:46",86998.16,87924.66,1634.57,1771.24,43735.05,43049.51,25067.67,26003.79,7250.93,7442.73,354.94,348.66,4337.67,4210.32,561.47,606.42,4831.86,5171.42,104566.76,252121.08,10217.07,122943.61,1242311.22,881973.74,362754.93,329060.53,3354122.39,908819.56,44412.68,7255.27,587975.42,296585.16,488.51,182.38,641659.17,439788.91
"01:27","MCS 598","28-04-2025 17:50",90450.64,85791.09,1099.88,1143.29,45798.33,46313.12,25331.32,25296,8746.02,9144.53,547.8,517.97,3047.8,3137.65,470.71,527,5311.94,5204.96,92786.33,217230.02,5996.5,76567.39,1303733.47,874709.08,320363.6,302077.58,3788489.89,1036347.54,58188.58,9141.81,391421.83,195145.69,363.12,154.47,573788.27,404494.31
"01:28","MCS 599","28-04-2025 17:54",97335.84,90022.81,1232.23,1218.84,49447.94,47362.42,30330.63,29943.28,9094.75,9013.62,316.68,307.68,3177.32,2973.69,474.72,575.2,5553.48,5567.71,108869.51,256293.67,7519.14,95763.2,1345487.45,954906.41,426054.63,376167.77,4010050.42,1165506.17,37045.41,6079.16,437090.21,196430.71,405.74,165.49,663487.76,466575.94
"01:29","MCS 600","28-04-2025 17:58",84965.34,80580.18,2897.53,2839.94,42806.02,39921.74,31921.59,30559.36,11283.43,11019.23,414.89,394.34,6843.97,6640.28,407.87,437.08,4951.11,4598.35,94682.3,231818.37,17148.33,210588.41,1170691.39,898735.78,423900.69,391612.81,4726939.96,1348888.78,49102.33,8092.66,904224.63,469971.32,320.6,139,576085.23,390494.05
"01:30","MCS 601","28-04-2025 18:02",77406.17,74622.8,1331.71,1349.63,32956.33,33101.87,24775,26359.84,6269,6193.06,562.43,586.66,4101.13,4200.09,336.82,383.63,4056.89,3696.12,89822.32,219736.24,8500.71,100796.09,990472.7,666279.78,363765.89,342728.27,2732092.34,751526.93,75931.54,12170.5,573699.87,295442.54,305.88,121.43,494528.61,330661.97
"01:31","MCS 602","28-04-2025 18:06",97837.73,94140.18,1488.76,1525.98,45385.02,46454.34,28718.66,29411.71,8459.73,8584,307.35,316.18,4732.39,4855.98,529.2,565.64,5406.68,5573.37,103916.23,240090.11,9004.08,105287.24,1305196.86,871727.76,397740.57,351646.06,3697129.09,1087765.58,38231.43,5688.01,620820.23,301858.67,443.15,177.28,590179.13,414255.66
"01:32","MCS 603","28-04-2025 18:10",93158.84,95470.81,1716.73,1683.18,42624.35,41387,27448.32,26422.51,7771,8271.72,284.08,283.39,4734.48,4585.29,457.55,528.59,5375.57,5136.89,114073.67,255625.4,11108.85,133401.6,1261346.77,881576.14,392010.71,384373.1,3497562.73,1055027.79,36716.03,5939.41,675417.45,312209.05,386.19,156.04,656008.81,420136.37
"01:33","MCS 604","28-04-2025 18:14",69197.38,73260.14,3036.04,3194.37,35889.12,37365.7,29339.22,27521.47,8876.5,9220.45,481.34,493.2,8187.25,8774.08,657.06,741.51,4167.13,4192.4,83407.83,193404.02,20036.09,247351.5,1103565.02,712341.8,384483.33,382390.6,3841000.13,1065083.28,62148.22,9987.11,1188871.47,596488.6,517.03,234.06,510648.66,342842.49
"S1:8","QC MES 5 ppm","28-04-2025 18:18",5.11,4.77,4.82,4.64,4.75,4.78,5.18,5.06,4.85,4.54,4.87,5.07,4.66,4.91,4.77,4.64,4.79,4.76,20658.15,50038.52,107548.57,1262178.48,519935.37,381951.87,284703.11,246111.81,7324495.16,2200633.46,2067455.71,359767.59,2383860.89,1241990.13,14965.12,5779.28,2173507.39,1492315.14
"S1:9","SJS-Std","28-04-2025 18:22",78432.2,79241.27,20462.9,19435.48,38505.02,36535.88,24071.32,22638.29,15543.94,15819.18,578.82,594.15,13000.69,12606.37,671.76,745.93,3569.59,3570.31,33191.31,82486.97,43873.6,508516.42,403835.29,296330.91,114939.42,125161.83,2496460.13,726708.18,26019.2,4191.59,646803.66,319019.27,201.3,86.72,151200.22,108554.98
"01:34","MCS 605","28-04-2025 18:26",70204.17,70449.82,1602.9,1701.54,30241.46,31268.91,19791.09,19278.61,4953.03,5019.02,537.86,555.4,4748.84,4547.21,511.48,581.27,3222.45,2985.39,85969.13,209543.1,11322.77,129677.25,913999.73,658439.17,290045.32,270096.36,2509826.95,660951.29,67577.43,11657.6,642810.61,332209.23,484.18,199.68,392369.96,269930.6
"01:35","MCS 606","28-04-2025 18:30",73087.91,69949.5,1494.97,1476.61,31414.15,31923.66,23605.78,23616.87,6116.91,6199.89,306,304.95,4307.06,4310.42,380.69,400.53,3707.1,3883.81,87667.02,209334.9,9705.41,122810.62,958213.19,721534.25,349712.7,305836.65,2720661.92,774674.39,39367.59,6789.91,636980.31,297569.58,327.11,131.44,468651.2,339809.79
"01:36","MCS 607","28-04-2025 18:34",80514.09,76524.68,1625.89,1798.52,35251.19,34571.87,25490.82,23850.96,6495.39,6401.39,532.49,514.74,4548.38,4872.52,613.9,673.72,3824.62,3879.61,86079.86,210629.51,9931.49,125169.65,978754.37,638509.85,312318.43,288437.71,2764379.52,791554.18,58326.24,9233.73,629134.68,298920.77,521,203.7,421389.5,305049.84
"01:37","MCS 608","28-04-2025 18:38",79636.87,76165.34,1029.41,1079.17,39056.86,39842.19,24411.8,24485.92,8443.51,8325.56,421.7,449.42,3076.27,2979.79,343.29,387.6,4616.06,4622.94,85659.7,207109.59,6444.51,76894.86,1089184.99,782967.44,320734.69,282362.82,3512252.55,986082.85,48518.08,8110.65,423267.77,196866.72,276.99,121.63,529580.61,347277.41
"01:38","MCS 609","28-04-2025 18:42",80546.75,83587.85,1180.99,1206.41,41039.64,39599.64,27126.73,27248.44,7063.66,7232.34,482.03,529.13,4023.21,4205.19,490.34,539.52,4276.8,4631.22,100196.85,240358,8497.5,98300.7,1220469.75,851999.87,391226.99,351187.02,3521501.82,911317.12,69371.21,10707.73,608667.11,286850.51,427.35,169.74,540825.81,397081.7
"01:39","MCS 610","28-04-2025 18:46",71849.64,74091.75,1810.3,1695.4,33289.71,30884.1,24608.91,23343.38,5973.76,6190.07,667.94,662.41,4210.06,4210.3,516.02,582.37,3625.95,3894.33,79266.71,194683.21,10100.92,115923.02,881921.56,619637.65,308316.66,301342.72,2488690.03,694147.88,75952.09,12469.82,544330.64,278848.09,432.55,158.98,426666.3,277458.93
"01:40","MCS 611","28-04-2025 18:50",81677.65,86144.45,1107.36,1138.46,41020.91,42184.13,29061.76,27755.96,7968.73,8304.49,725.79,735.97,3554.76,3387.46,439.8,517.69,4736.69,5092.15,90949.48,221517.76,6382.49,76826.99,1094792.33,760228.91,362441.53,325542.92,3309568.38,895999.76,83131.58,14017.59,479698.13,218280.86,358.69,151.98,535553.56,364664.06
"01:41","MCS 612","28-04-2025 18:54",88201.96,90144.77,1203.32,1286.93,39791.63,42584.21,28528.5,26989.76,7899.15,7730.3,320.52,322.4,3389.87,3498.04,368.38,437.15,5131.97,4965.65,89043.29,224900.81,7380.71,90726.17,1085584.16,756991.97,362881.78,342227.03,3256234.53,940525.96,35862.37,5894.79,467648.18,216410.52,297.89,132.39,566058.25,390318.55
"01:42","MCS 613","28-04-2025 18:58",87782.27,84523.21,1197.2,1157.13,40797.63,43061.49,28465.78,25940.29,7459.52,7464.17,477.54,498.59,3260.11,3378.93,303.08,345.84,4702.84,4673.03,95451.94,216565.28,6985.94,81380.67,1173549.57,800742.71,367724.75,337305.06,3294073.3,907705.53,57297.7,9143.32,418959.71,198962.35,255.43,98.81,546345.94,382848.54
"01:43","MCS 614","28-04-2025 19:02",75556.41,76453.53,1356.05,1428.14,42867.33,39895.66,25284.3,23440.15,6688.74,6713.42,707.16,739.19,4249.2,4180.63,437.21,488.95,4321.67,4351.04,92984.28,228662.4,8960.05,104375.89,1291317.6,895554.63,376371.25,325215.33,2973445.8,808185.74,92150.95,15328.11,643091.85,309939.67,390.98,157.66,523114.62,373524.86
"S1:8","QC MES 5 ppm","28-04-2025 19:06",5.1,5.1,5.15,4.51,4.68,4.68,5.35,5.22,4.96,4.62,4.95,5.06,5.1,4.92,4.78,4.58,4.76,4.67,20431.16,48060.08,105513.95,1184540.09,512159.85,378289.88,261159.21,262270.77,7352272.09,2111024.55,2153206.27,343628.04,2523697.08,1260071.29,14288.45,5264.51,2025081.86,1374099.15
"S1:9","SJS-Std","28-04-2025 19:10",78573.07,79698.95,19493.7,18290.45,37572.95,37529.53,23476.75,23958.21,15012.32,15534.45,551.83,546.57,12374.15,12885.98,654.09,766.42,3432.15,3455.76,32427.08,76585.35,46900.73,499609.29,404443.27,276281.85,115025.85,117865.57,2606688.42,704271.54,26623.99,4290.48,665892.54,327287.57,203.53,89.03,149656.29,105308.5
"01:44","MCS 615","28-04-2025 19:14",89459.68,90319.47,1195.08,1136.23,40780.61,39959.61,29960.2,31659.02,8066.71,8063.29,522.6,521.07,4004.27,3692.19,416.16,495.36,5075.06,5144.89,103726.91,246279.25,6886.97,85666.76,1178698.28,798806.2,408724.03,379408.56,3577190.32,1014032.91,61889.33,10206.52,503558.65,247478.5,372.26,149.75,627086.01,424408.2
"01:45","MCS 616","28-04-2025 19:18",73936.08,74915.94,2008.92,1962.18,30324.48,30654.91,24025.52,22856.08,5244.5,5542.07,202.4,191.36,5537.38,5649.07,433.87,532.28,3374.14,3671.38,84303.98,205084.54,12860.97,151859.26,886086,602430.67,310660.28,297409.51,2458840.91,656629.82,23796.28,3915.4,786390.01,384868.8,393.97,159.57,434235.94,271994.91
