Rack:Tube,Solution Label,Timestamp,Al 237.312 nm ppm,Al 308.215 nm ppm,Ca 315.887 nm ppm,Ca 422.673 nm ppm,Fe 238.204 nm ppm,Fe 259.940 nm ppm,K 766.491 nm ppm,K 769.897 nm ppm,Mg 279.553 nm ppm,Mg 280.270 nm ppm,Mn 257.610 nm ppm,Mn 293.931 nm ppm,Na 588.995 nm ppm,Na 589.592 nm ppm,P 213.618 nm ppm,P 214.914 nm ppm,Ti 334.941 nm ppm,Ti 336.122 nm ppm,Al 237.312 nm c/s,Al 308.215 nm c/s,Ca 315.887 nm c/s,Ca 422.673 nm c/s,Fe 238.204 nm c/s,Fe 259.940 nm c/s,K 766.491 nm c/s,K 769.897 nm c/s,Mg 279.553 nm c/s,Mg 280.270 nm c/s,Mn 257.610 nm c/s,Mn 293.931 nm c/s,Na 588.995 nm c/s,Na 589.592 nm c/s,P 213.618 nm c/s,P 214.914 nm c/s,Ti 334.941 nm c/s,Ti 336.122 nm c/s
1:08,MCS 3017,7/9/2025 13:23,60649.42,58121.86,889.18,954.65,6468.25,6774.52,53762.02,60866.45,473.36,508.27,191.63,191.08,5193.09,4803.62,144.7,156.35,1871.78,1865.52,106717.74,198990,6899.24,79361.5,229641.18,142943.95,1182965.41,1118574.47,258088,80251.76,28914.41,4276.41,1014081.62,501170.05,152.03,68.99,213775.96,155345.28
1:09,MCS 3018,7/9/2025 13:25,77234.8,73688.49,1326.87,1379.58,40226.44,42065.26,32264.29,34857.65,3579.1,3897.86,542.46,542.17,3351.59,3116.05,527.94,610.42,6156.33,6147.32,106954.54,198550.01,8088.88,90122.32,1118170.87,694730.29,559020.49,512815.02,1498531.73,472497.53,64307.64,9520.42,522239.64,256257.75,430.96,207.22,553057.04,402864.61
1:10,MCS 3019,7/9/2025 13:27,98579.93,93411.22,7121.86,7342.42,25057.83,26318.54,34360.8,36377.5,3516.56,3827.2,291.85,287.83,15588.67,14425.74,315.18,359.19,3988.57,3977.01,83320.9,153652.13,26315.68,290446.49,425949.48,265840.65,363482.05,332294.64,901448.85,284039.39,21172.02,3100.05,1455451.49,722423.54,158.89,75.87,218760.17,159041.2
1:11,MCS 3020,7/9/2025 13:29,51125.52,48624.67,1815.08,1921.24,5225.09,5472.32,44409.58,49183.22,668.15,718.52,64.3,62.51,6165.64,5754.92,118.18,128.46,618.72,617.69,79161.94,146529.96,12327.43,139737.27,163622.93,101861.81,859793.85,799706.01,318656.8,99229.45,8598.7,1247.36,1058529.72,528156.6,110.08,50.5,62297.92,45250.23
1:12,MCS 3021,7/9/2025 13:31,50613.69,47569.38,726.78,742.97,17732.67,18538.71,31635.2,33445.92,2272.2,2458.08,144.03,140.31,2584.47,2393.56,94.2,133.05,2216.07,2211.49,47620.75,87162.98,3056.09,33573.69,335594.48,208495.61,372212.15,339463.5,649984.9,203585.61,11662.16,1691.6,280262.18,133992.3,54.82,32.61,135263.7,98368.56
1:13,MCS 3022,7/9/2025 13:33,66329.58,62966.7,880.75,918.25,33830.63,35550.2,37002.77,40132.02,3365.99,3676.81,433.33,432.27,3221.15,3004.95,330.43,400.85,5947.81,5936.47,84552.06,156204.98,4971.7,55591.29,865786.24,540561.22,590000.24,542422.34,1298013.68,410495.7,47300.76,6992.02,463598.61,227520.58,249.5,126.14,491766.25,358044.6
S1:8,QC MES 5 ppm,7/9/2025 13:35,5.08,4.76,4.56,4.68,4.6,4.86,5.08,5.33,4.33,4.99,4.62,4.7,5.08,4.75,4.43,4.6,4.55,4.54,22618.38,41339.57,88252.5,968897.05,410383.95,257907.33,282318.05,259225.63,5782245.39,1928874.05,1751065.45,263747.42,2477436.21,1248797.47,11507.49,4945.55,1308030.51,952597.43
S1:9,SJS-Std,7/9/2025 13:37,77527.88,72520.51,18283.44,18250.28,33239.43,35098.1,21041.45,21467.12,14183.68,15544.24,535.47,528.95,12483.45,11583.28,538.65,693.38,3198.96,3190.94,35857.13,65356.71,36884.99,394133.44,309160.14,193989.38,122005.23,117837.64,1977731.28,627513.68,21226.56,3112.9,645070.52,317434.03,148.59,79.91,95979,69729.15
1:14,MCS 3023,7/9/2025 13:39,59237.13,56082.09,5028.2,5207.61,12420.76,13006.38,29136.56,31039.85,1605.79,1744.45,201.03,196.83,10430.41,9682.47,223.26,273.92,2360.46,2350.27,70068.41,129122.09,25997.11,288238.52,295874.65,184121.41,431148.55,393663.66,578672.08,182000.6,20408.64,2967.23,1363519.5,678495.96,157.51,80.81,181175.99,131505.97
1:15,MCS 3024,7/9/2025 13:41,61940.79,58664.57,4896.02,5091.07,21316.78,22379.51,41023.88,44654.01,2101.95,2288.59,223.97,220,3718.56,3453.22,169.84,218.03,3479.47,3479.59,76300.47,140648.96,26363.59,293469.27,527698.02,329187.91,631991.45,581980.24,786184.39,247821.34,23666.93,3450.23,515439.65,252543.55,125.42,67.38,278052.15,202778.86
1:16,MCS 3025,7/9/2025 13:43,62390,58862.88,5563.96,5704.57,15395.13,16165.92,26632.64,28134.31,1682.78,1827.78,150.68,146.97,11366.75,10555.3,148.51,183.34,2730.77,2720.03,66469.42,122074.56,25908.96,284384.24,330114.22,205992.14,355037.57,324255.7,546582.94,171878.25,13806.41,2003.05,1338543.44,666177.69,95.56,49.62,188763.75,137072.53
1:17,MCS 3026,7/9/2025 13:45,71745.16,67899.74,3479.06,3581.22,34446.69,36077.55,31841.28,34299.98,3071.91,3354.99,484.61,481.74,6421.04,5921.02,162.28,202.58,6017.71,6004.99,81387.3,149905.14,17280.09,190471.52,784611.79,488262.75,451923.88,416319.51,1055566.94,333760.75,47073.28,6934.22,811108.7,398325.62,110.72,57.99,442772.56,322292.74
1:18,MCS 3027,7/9/2025 13:47,69563.24,66144.44,2609.46,2696.37,31109.64,32653.57,32143.73,34429.41,3564.43,3899.55,581.97,578.88,5536.83,5171.23,411.48,453.45,7482.39,7457.93,82167.12,152050.61,13512.69,149542.07,737926.66,460213.26,475010.46,434419.42,1273774.96,403444.95,58840.67,8670.46,729758.55,362312.4,287.44,132.11,573200.38,416788.07
1:19,MCS 3028,7/9/2025 13:49,78322.21,74604.51,1523.62,1588.77,48324.46,50876.65,29314.15,31599.73,4510.34,4942.16,799.81,800.17,3358.39,3137.81,849.91,932.93,8032.62,8017.09,112364.02,208246.75,9608.22,107334.69,1391308.73,870284.11,526240.09,482595.27,1954176.15,619935.99,98184.88,14544.74,541600.4,267309.69,716.8,326.78,747550.04,544331.16
1:20,MCS 3029,7/9/2025 13:51,56091.69,53350.29,2115.34,2221.21,15127.85,15944.7,50527.7,55856.05,755.32,812.18,208.54,206.93,6249.97,5797.42,137.32,175.61,3652.65,3655.38,73901.42,136807.8,12224.22,137471.1,400882.42,251073.06,832333.95,773256.38,306782.68,95523.07,23568.64,3470.85,914944.78,452805.1,108.86,58.36,312159.85,227831.81
1:21,MCS 3030,7/9/2025 13:53,89112.06,84628.72,5885.22,6098.49,67683.35,71262.16,23794.18,25122.73,6324.66,6946.73,1031.24,1029.69,7291.73,6726.62,600.64,726.63,7824.07,7808.17,100746.78,186173.58,29085.06,322633.19,1535350.72,960435.97,336785.49,308219.27,2158468.23,686377.58,99752.96,14747.98,916255.72,450978.88,400.48,201.44,573802.05,417742.6
1:22,MCS 3031,7/9/2025 13:55,60721.82,57538.58,972.32,1009.09,23519.03,24750.45,36811.31,39731.07,2592.04,2814.37,211.72,208.84,3269.39,3032.61,179.81,219.36,3695.22,3682.07,72265.84,133284.83,5120.96,56999.87,562363.57,351644.09,547929.99,502465.24,935160.42,293973.47,21621.8,3166.1,439994.2,214382.95,128.21,65.56,285269.85,207298.38
1:23,MCS 3032,7/9/2025 13:57,56278.55,53124.87,1698.14,1763.1,14911.82,15597.44,43263.15,46931.81,1424.78,1545.99,158.47,155.35,3672.65,3416.58,123.06,157.94,2092.97,2086.31,62142.77,114197.33,8248.09,91764.69,331363.55,205970.19,597306.75,549064.09,480519.46,150952.76,15039.13,2192.04,457881.77,224009.36,82.48,44.54,149971.6,108957.34
S1:8,QC MES 5 ppm,7/9/2025 13:59,5.06,4.75,4.54,4.66,4.58,4.83,5.05,5.3,4.32,4.95,4.6,4.67,5.05,4.71,4.42,4.56,4.53,4.51,22529.92,41223.96,87818.25,965327.29,408666.78,256173.28,280502.75,257856.65,5767806.09,1915400.72,1744061.85,261804.98,2464325.39,1238626.29,11475.51,4906.76,1302063.79,947525.96
S1:9,SJS-Std,7/9/2025 14:01,77463.69,72390.33,18252.82,18217.04,33123.97,34523.87,20954.87,21378.72,14147.87,15515.41,537.36,528.05,12508.48,11573.83,559.33,661.46,3194.02,3183.41,35827.52,65239.92,36823.36,393417.47,308091.37,190831.63,121505.49,117417.33,1972757.25,626354.27,21301.05,3107.66,646334.75,317175.56,154.18,76.34,95831.2,69564.77
1:24,MCS 3033,7/9/2025 14:03,57427.94,54211.42,1050.49,1111.72,19745.37,20732.76,34993.74,37554.19,2616.78,2847.97,196.85,193.83,3114.33,2879.75,142.23,178.88,2883.44,2874.45,62131.55,114180.02,5030.02,57074.69,429470.48,267959.88,473498.47,433888.11,858693.02,270569.69,18285.22,2674.48,382894.55,185141.68,93.01,49.18,202375.24,147086.78
1:25,MCS 3034,7/9/2025 14:05,46536.88,43981.17,1285.39,1328.63,21221.88,22146.76,29468,31886.16,1645.62,1793.84,351.89,349.65,3356.69,3200.33,429.16,490.43,3977.17,3960.26,71460.78,131455.31,8679.88,96136.54,654479.25,405830.49,565921.74,519740.61,767397.74,242179.02,46264.47,6812.29,578141.6,291610.89,388.61,184.79,396082.94,287675.28
1:26,MCS 3035,7/9/2025 14:06,26472.1,24705.79,585.3,586.62,9387.83,9819.72,16070.94,16843.11,938.26,1011.47,108.49,106.94,1192.82,1110.87,143.44,151.85,1326.01,1322.29,38418.49,69856.2,3775.82,40654.27,274200.9,170452.59,291657.95,267099.05,416550.64,130022.8,13529.81,1983.75,203628.77,96112.67,124.67,55.64,124802.36,90683.22
1:27,MCS 3036,7/9/2025 14:08,79434.52,74972.45,7288.32,5505.98,21589.86,22030.65,30818.76,33456.61,3370.12,3665.29,322.04,321.39,15568.61,14368.75,266.49,322.16,2584.48,2559.11,80410.1,147704.8,32235.23,260945.42,439477.68,266502.9,390397.77,364408.83,1033524.61,325434.02,27950.79,4137.64,1737982.53,861613.44,160.86,81.33,169805.08,122563.59
1:28,MCS 3037,7/9/2025 14:10,70671.8,65461.75,1919.95,1509.03,25056.12,25645.41,33619.32,35900.66,3219.14,3462.61,239.78,240.02,5100.55,4599.7,82.85,173.79,4130.48,4096.41,40871.98,73753.52,4912.48,41655.92,291584.23,177379.79,243263.78,229276.36,566839.94,176543.48,11928.62,1776.96,336786.4,158079.77,31,26.62,154895.45,111967.36
1:29,MCS 3038,7/9/2025 14:12,66454.35,62736.39,6354.22,5903.42,9723.66,10063.8,37921.59,41284.04,1139.56,1229.19,97.31,95.32,12964.55,12039.5,160.43,195.18,1539.51,1528.32,80638.92,148160.04,33685.43,335097.79,237951.66,146377.32,575568.73,531470.31,423398.44,132235.07,10180.97,1486.17,1734925.26,865409.05,116.92,59.69,121303.21,87742.29
1:30,MCS 3039,7/9/2025 14:14,83268.71,78653.13,1630.15,1648.74,43479.63,45656.93,22052.98,23186.1,5981.93,6554.99,380.82,379.76,2830.37,2626.58,142.11,216.48,5993.31,5980.01,92020.78,169145.35,7931.06,85986.24,964570.46,601801.78,305139.84,279575.94,1995939.18,633217.67,36061.51,5331.37,356647.41,172622.1,94.91,60.28,429652.17,312705.06
1:31,MCS 3040,7/9/2025 14:16,68828.69,65642.53,1639.62,1743.12,7126.11,7425.26,61887.43,69663.59,649.08,697.44,64.46,62.13,10043.61,9308.66,247.03,289.3,929.42,926.13,94624.92,175608.04,9904.5,112782.42,197856.76,122539.97,1063903.17,1001836.82,275940.16,85860.09,7664.61,1103.77,1524772,758304.4,201.78,98.7,83041.77,60249.75
1:32,MCS 3041,7/9/2025 14:18,65333.61,61456.68,1964.31,1991.09,48707.07,51042.11,22065.67,23146.59,3563.49,3888.9,564.41,561.12,5492.06,5076.52,402.05,488.32,6799.32,6779.15,66048.87,120943.06,8731.28,94853.54,988062.05,615205.11,279243.89,256596.28,1090705.25,344609.99,48843,7195.19,621569.25,304465.73,240.8,121.91,445727.01,324166.73
1:33,MCS 3042,7/9/2025 14:20,68149.83,64134.47,1084.77,1104.75,39309.94,41152.24,18316.44,19201.43,4663.6,5087.89,499.22,497.63,2176.01,2023.29,319.82,401.69,5192.02,5177.61,80651.19,147716.98,5673.39,61972.98,933803.6,580829.44,271428.72,249693.19,1667377.86,526659.69,50581.65,7470.72,296161.14,142522.53,224.5,117.51,398551.17,289898
S1:8,QC MES 5 ppm,7/9/2025 14:22,5.08,4.75,4.55,4.65,4.65,4.85,5.02,5.28,4.34,4.97,4.64,4.7,5.03,4.71,4.44,4.6,4.56,4.55,22615.06,41262.9,88152.78,964116.33,414995.39,257413.27,279095.04,256896.98,5796935.06,1921990.65,1759695.19,263766.98,2455437.17,1237982.82,11523.28,4945.52,1311933.46,954355.92
S1:9,SJS-Std,7/9/2025 14:24,77758.02,72566.65,18321.96,18194.73,33352.7,34987.83,20802.44,21251.46,14196.76,15537.98,540.56,531.18,12496.39,11519.16,543.55,615,3225.03,3214.92,35963.31,65398.1,36962.54,392936.86,310208.57,193383.02,120625.77,116812.25,1979548.76,627261.76,21427.27,3125.95,645724.46,315681.35,149.91,71.13,96759.74,70253.24
1:34,MCS 3043,7/9/2025 14:26,72749.03,68824.44,1480.21,1508.06,49721.06,52177.8,27944.45,29409.39,3036,3295.66,1772.62,1771.51,2259.53,2135.27,411.78,444.98,5663.06,5622.92,69367.05,127738.62,6228.61,68049.21,951443.42,593236.62,333460.08,304391.19,877991.66,275939.25,144517.7,21380.34,250113.74,121288.15,232.73,105.11,350210.96,253618.45
1:35,MCS 3044,7/9/2025 14:28,70503.98,66864.73,1893.12,1978.33,15950.69,16741.82,59038.17,64818.39,1647.11,1782.98,173.79,169.37,4855.79,4520.16,242.12,311.26,2457.6,2447.21,70325.76,129820.3,8307.18,93016.49,320292.14,199775.95,736308.16,681231.39,501557.05,157192.81,14902.73,2159.56,544133.98,267605.32,144.3,77.53,159092.96,115471.47
1:36,MCS 3045,7/9/2025 14:30,54188.67,51288.5,5051.02,5198.06,11402.76,11923.92,23408.2,24987.31,1540.45,1678.13,152.27,149.1,10426.04,9701.06,164.93,210.81,1861.78,1853.02,79028.26,145576.1,32184.66,354552.97,334751.6,208021.48,427139.85,390896.24,683161.91,215458.51,19068.28,2773.14,1677303.91,838086.33,143.75,76.8,176218.58,127854.43
1:37,MCS 3046,7/9/2025 14:32,55412.32,52394.86,2727,2799.54,20586.37,21654.16,26383.74,28344.12,2069.5,2251.51,235.71,233.99,5804.28,5375.83,202.83,270.15,4350.72,4348.22,74281.04,136704.73,16009.83,176009.29,554487.43,346558.91,442471.15,406869.78,841780.52,265142.76,27091.67,3989.72,865341.52,427256.93,162.1,90.05,378271.83,275748.34
1:38,MCS 3047,7/9/2025 14:34,74886.57,70825.88,1412.97,1454.8,21226.91,22209.47,30928.48,33236.35,3069.02,3357.81,187.77,185.81,5478.65,5032.91,170.61,204.15,2531,2520.24,89785.17,165249.58,7462.62,82355.45,511582.13,318055.39,463980.83,426027.39,1114280.45,352949.49,19331.9,2841.03,732950.68,357966.98,122.71,61.62,196948.77,142976.25
1:39,MCS 3048,7/9/2025 14:36,45581.51,42917.99,1383.38,1421.6,13671,14401.86,29071.92,31370.63,1292.83,1402.33,164.14,161.66,3690.25,3442.07,73.69,101.39,2493.78,2483.65,65073.57,119273.75,8683.77,95626.97,392523.24,245714.29,519052.51,476682.78,562462.76,176636.5,20111.65,2941.3,590521.35,291555.76,64.54,37.36,230945.6,167711.7
1:40,MCS 3049,7/9/2025 14:38,80177.54,75775.94,2008.44,2061.94,40614.45,42543.28,19630.48,20633.49,5685.84,6233.98,520.04,517.39,3844.88,3579.53,201.16,298.48,5620.2,5600.26,98560.64,181258.45,10841.3,119236.69,1002254.56,623773.99,302165.55,276928.47,2110018,669780.28,54736.39,8068.07,531518.44,261279.97,147.74,91.24,448196.47,325773.83
1:41,MCS 3050,7/9/2025 14:40,72905.51,68885.29,4973.2,5120.58,33822.83,35584.5,35804.69,38539.25,3239.28,3533.26,913.78,912.78,6593.81,6109.76,666.51,765.29,8152.64,8123.11,78902.09,145095.19,23536.74,259454.73,735058.73,459495.53,484760.27,445123.29,1061833.9,335315.83,84606.84,12515.34,794915.3,392129.15,425.13,203.02,572209.96,415919.93
1:42,MCS 3051,7/9/2025 14:42,88326.78,83216.8,1502.67,1556.68,24020.47,25209.68,49469.61,53634.81,2773.39,3011.25,480.38,479.76,5931.19,5499.99,271.23,316.64,3005.46,2991.45,78479.69,143906.04,5897.19,65502.61,429195.95,267662.07,549793.52,506330.22,748603.16,235324.55,36567.12,5413.87,590835.39,290014.88,144.02,70.47,173312.4,125749.22
1:43,MCS 3052,7/9/2025 14:44,40824.07,38159.16,710.89,727.52,33489.66,35080.99,27941.65,29585.64,1105.49,1186.71,137.58,136.75,2793.7,2606.42,252.99,312.24,1105.96,1102.16,42783.9,77897.97,3322.02,36521.52,704182.3,438289.19,366123.27,334641.76,355621.66,110545.44,12400.16,1834.02,334413.4,162314.93,158.01,81.52,75259.94,54596.41
S1:8,QC MES 5 ppm,7/9/2025 14:46,5.09,4.77,4.55,4.67,4.64,4.86,5.03,5.28,4.33,4.98,4.63,4.71,5.04,4.71,4.45,4.6,4.57,4.55,22659.77,41378.94,88048.79,967865.19,414009.23,257452.88,279197.4,256759.86,5779149.58,1924563.97,1754647.65,264020.17,2461001.47,1237015.03,11554.97,4944.35,1313527.03,955248.87
S1:9,SJS-Std,7/9/2025 14:48,78165.98,72682.25,18291.62,18279.49,33376.59,34844.3,20876.08,21295.36,14216.02,15558.52,541.01,534.44,12522.72,11559,496.67,651.14,3230.38,3213.2,36151.53,65501.8,36901.46,394762.8,310429.69,192593.69,121050.79,117020.98,1982224.3,628087.86,21445.18,3145,647054.21,316770.16,137.24,75.18,96920,70215.72
1:44,MCS 3053,7/9/2025 14:50,44257.78,41567.23,462.98,482.74,16121.45,16908.69,28990.67,31230.56,1359.9,1468.99,135.84,133.46,2408.83,2223.33,391.89,450.34,1341.53,1335.4,62085.08,113518.15,2907.8,32569.69,454566.23,283298.78,508579.49,466616.33,581066.9,181734.65,16370.16,2390.15,383956.13,185335.86,324.61,155.36,122157.51,88601.59
1:45,MCS 3054,7/9/2025 14:52,46975.89,44356.82,3914.9,4107.43,7842.21,8153.94,29441.85,32096.71,734.84,789.83,97.31,95.76,8463.99,7882.29,156.67,173.61,744.31,741.09,76985.83,141483.33,28041.1,314929.28,259040.15,160074.1,603458.85,557231.37,369690.2,115061.45,13718.98,2008.03,1531365.15,765263.47,153.24,71.24,79267.54,57459.07
